;classement;titre;annee;duree;categorie;realisateur
76;77.;Notorious;(2009);122 min;"
Biography, Crime, Drama            ";George Tillman Jr.
77;78.;The Pink Panther 2;(2009);92 min;"
Adventure, Comedy, Crime            ";Harald Zwart
78;79.;Under the Sea 3D;(2009);40 min;"
Documentary, Short            ";Howard Hall
79;80.;All About Steve;(2009);99 min;"
Comedy, Romance            ";Phil Traill
80;81.;Halloween II;(2009);105 min;"
Horror            ";Rob Zombie
81;82.;The Informant!;(2009);108 min;"
Comedy, Crime, Drama            ";Steven Soderbergh
82;83.;The Last House on the Left;(2009);110 min;"
Crime, Horror, Thriller            ";Dennis Iliadis
83;84.;The Men Who Stare at Goats;(2009);94 min;"
Comedy, War            ";Grant Heslov
84;85.;500 Days of Summer;(2009);95 min;"
Comedy, Drama, Romance            ";Marc Webb
85;86.;Push;(2009);111 min;"
Action, Sci-Fi, Thriller            ";Paul McGuigan
86;87.;9;(I) (2009);79 min;"
Animation, Action, Adventure            ";Shane Acker
87;88.;The Soloist;(2009);117 min;"
Biography, Drama, Music            ";Joe Wright
88;89.;Daybreakers;(2009);98 min;"
Action, Horror, Sci-Fi            ";Michael Spierig
89;90.;Did You Hear About the Morgans?;(2009);103 min;"
Comedy, Drama, Romance            ";Marc Lawrence
90;91.;The Stepfather;(2009);101 min;"
Crime, Thriller            ";Nelson McCormick
91;92.;The Uninvited;(2009);87 min;"
Drama, Horror, Mystery            ";Charles Guard
92;93.;Brothers;(I) (2009);105 min;"
Drama, Thriller, War            ";Jim Sheridan
93;94.;Saw VI;(2009);90 min;"
Horror, Mystery            ";Kevin Greutert
94;95.;Brooklyn's Finest;(2009);132 min;"
Crime, Drama, Thriller            ";Antoine Fuqua
95;96.;Dance Flick;(2009);83 min;"
Action, Comedy, Music            ";Damien Dante Wayans
96;97.;The Fourth Kind;(2009);98 min;"
Mystery, Sci-Fi, Thriller            ";Olatunde Osunsanmi
97;98.;The International;(I) (2009);118 min;"
Action, Crime, Drama            ";Tom Tykwer
98;99.;Aliens in the Attic;(2009);86 min;"
Animation, Adventure, Comedy            ";John Schultz
99;100.;Observe and Report;(2009);86 min;"
Comedy, Crime, Drama            ";Jody Hill
