;classement;titre;annee;duree;categorie;realisateur
45;46.;The Holiday;(2006);138 min;"
Comedy, Romance            ";Nancy Meyers
46;47.;The Fast and the Furious: Tokyo Drift;(2006);104 min;"
Action, Crime, Romance            ";Justin Lin
47;48.;Underworld: Evolution;(2006);106 min;"
Action, Adventure, Fantasy            ";Len Wiseman
48;49.;The Shaggy Dog;(2006);98 min;"
Comedy, Family, Fantasy            ";Brian Robbins
49;50.;Poseidon;(2006);98 min;"
Action, Adventure, Drama            ";Wolfgang Petersen
50;51.;The Good Shepherd;(2006);167 min;"
Drama, History, Thriller            ";Robert De Niro
51;52.;Little Miss Sunshine;(2006);101 min;"
Comedy, Drama            ";Jonathan Dayton
52;53.;Curious George;(2006);86 min;"
Animation, Adventure, Comedy            ";Matthew O'Callaghan
53;54.;Littleman;(2006);98 min;"
Comedy, Crime            ";Keenen Ivory Wayans
54;55.;Invincible;(2006);105 min;"
Biography, Drama, Sport            ";Ericson Core
55;56.;The Benchwarmers;(2006);80 min;"
Comedy, Sport            ";Dennis Dugan
56;57.;Blood Diamond;(2006);143 min;"
Adventure, Drama, Thriller            ";Edward Zwick
57;58.;The Queen;(2006);103 min;"
Biography, Drama            ";Stephen Frears
58;59.;The Guardian;(I) (2006);139 min;"
Action, Adventure, Drama            ";Andrew Davis
59;60.;The Omen;(2006);110 min;"
Horror            ";John Moore
60;61.;Destination finale 3;(2006);93 min;"
Horror            ";James Wong
61;62.;The Prestige;(2006);130 min;"
Drama, Mystery, Sci-Fi            ";Christopher Nolan
62;63.;The Lake House;(2006);99 min;"
Drama, Fantasy, Romance            ";Alejandro Agresti
63;64.;Apocalypto;(2006);139 min;"
Action, Adventure, Drama            ";Mel Gibson
64;65.;Firewall;(2006);105 min;"
Crime, Thriller            ";Richard Loncraine
65;66.;Date Movie;(2006);83 min;"
Comedy, Romance            ";Aaron Seltzer
66;67.;When a Stranger Calls;(2006);87 min;"
Horror, Thriller            ";Simon West
67;68.;Silent Hill;(2006);125 min;"
Adventure, Horror, Mystery            ";Christophe Gans
68;69.;Deep Sea;(2006);41 min;"
Documentary, Short            ";Howard Hall
69;70.;We Are Marshall;(2006);131 min;"
Drama, Sport            ";McG
70;71.;Glory Road;(2006);118 min;"
Biography, Drama, Sport            ";James Gartner
71;72.;Lady in the Water;(2006);110 min;"
Drama, Fantasy, Mystery            ";M. Night Shyamalan
72;73.;The Hills Have Eyes;(2006);107 min;"
Horror            ";Alexandre Aja
73;74.;John Tucker Must Die;(2006);89 min;"
Comedy, Romance            ";Betty Thomas
74;75.;Stranger Than Fiction;(2006);113 min;"
Comedy, Drama, Fantasy            ";Marc Forster
75;76.;The Illusionist;(2006);110 min;"
Drama, Mystery, Romance            ";Neil Burger
76;77.;The Texas Chainsaw Massacre: The Beginning;(2006);91 min;"
Horror            ";Jonathan Liebesman
77;78.;The Grudge 2;(2006);102 min;"
Horror, Thriller            ";Takashi Shimizu
78;79.;Gridiron Gang;(2006);125 min;"
Crime, Drama, Sport            ";Phil Joanou
79;80.;Last Holiday;(2006);112 min;"
Comedy            ";Wayne Wang
80;81.;Pan's Labyrinth;(2006);118 min;"
Drama, Fantasy, War            ";Guillermo del Toro
81;82.;The Nativity Story;(2006);101 min;"
Drama, Family, Fantasy            ";Catherine Hardwicke
82;83.;Man of the Year;(2006);115 min;"
Comedy, Drama, Romance            ";Barry Levinson
83;84.;The Wild;(2006);82 min;"
Animation, Adventure, Comedy            ";Steve 'Spaz' Williams
84;85.;16 Blocks;(2006);102 min;"
Action, Crime, Drama            ";Richard Donner
85;86.;Accepted;(2006);93 min;"
Comedy            ";Steve Pink
86;87.;The Sentinel;(2006);108 min;"
Action, Crime, Thriller            ";Clark Johnson
87;88.;Smokin' Aces;(2006);108 min;"
Action, Crime, Drama            ";Joe Carnahan
88;89.;Children of Men;(2006);109 min;"
Drama, Sci-Fi, Thriller            ";Alfonso Cuarón
89;90.;Deck the Halls;(2006);93 min;"
Comedy, Family            ";John Whitesell
90;91.;Take the Lead;(2006);118 min;"
Drama, Music            ";Liz Friedlander
91;92.;Babel;(I) (2006);143 min;"
Drama            ";Alejandro G. Iñárritu
92;93.;Des serpents dans l'avion;(2006);105 min;"
Action, Adventure, Crime            ";David R. Ellis
93;94.;Flags of Our Fathers;(2006);135 min;"
Drama, History, War            ";Clint Eastwood
94;95.;United 93;(2006);111 min;"
Drama, History, Thriller            ";Paul Greengrass
95;96.;Deliver Us from Evil;(2006);101 min;"
Documentary, Crime            ";Amy Berg
96;97.;Employee of the Month;(2006);103 min;"
Comedy, Romance            ";Greg Coolidge
97;98.;Garfield 2;(2006);86 min;"
Animation, Comedy, Family            ";Tim Hill
98;99.;The Ant Bully;(2006);88 min;"
Animation, Adventure, Comedy            ";John A. Davis
99;100.;Crank;(2006);88 min;"
Action, Crime, Thriller            ";Mark Neveldine
