;classement;titre;annee;duree;categorie;realisateur
69;70.;Warcraft: The Beginning;(2016);123 min;"
Action, Adventure, Fantasy            ";Duncan Jones
70;71.;How to Be Single;(2016);110 min;"
Comedy, Romance            ";Christian Ditter
71;72.;Mike and Dave Need Wedding Dates;(2016);98 min;"
Adventure, Comedy, Romance            ";Jake Szymanski
72;73.;War Dogs;(2016);114 min;"
Comedy, Crime, Drama            ";Todd Phillips
73;74.;The Great Wall;(I) (2016);103 min;"
Action, Adventure, Fantasy            ";Yimou Zhang
74;75.;Almost Christmas;(2016);111 min;"
Comedy, Drama            ";David E. Talbert
75;76.;Money Monster;(2016);98 min;"
Crime, Drama, Thriller            ";Jodie Foster
76;77.;Allied;(2016);124 min;"
Action, Drama, Romance            ";Robert Zemeckis
77;78.;Nerve;(2016);96 min;"
Adventure, Crime, Mystery            ";Henry Joost
78;79.;Risen;(2016);107 min;"
Action, Adventure, Drama            ";Kevin Reynolds
79;80.;The Nice Guys;(2016);116 min;"
Action, Comedy, Crime            ";Shane Black
80;81.;The Boy;(2016);97 min;"
Horror, Mystery, Thriller            ";William Brent Bell
81;82.;Dirty Grandpa;(2016);102 min;"
Comedy            ";Dan Mazer
82;83.;The 5th Wave;(2016);112 min;"
Action, Adventure, Sci-Fi            ";J Blakeson
83;84.;Ouija: les origines;(2016);99 min;"
Horror, Thriller            ";Mike Flanagan
84;85.;Inferno;(I) (2016);121 min;"
Action, Adventure, Crime            ";Ron Howard
85;86.;Monster Trucks;(2016);105 min;"
Animation, Action, Adventure            ";Chris Wedge
86;87.;Mother's Day;(I) (2016);118 min;"
Comedy, Drama            ";Garry Marshall
87;88.;Patriots Day;(2016);133 min;"
Drama, History, Thriller            ";Peter Berg
88;89.;Gods of Egypt;(2016);126 min;"
Action, Adventure, Fantasy            ";Alex Proyas
89;90.;Collateral Beauty;(2016);97 min;"
Drama, Romance            ";David Frankel
90;91.;Underworld: Blood Wars;(2016);91 min;"
Action, Horror            ";Anna Foerster
91;92.;Hail, Caesar!;(2016);106 min;"
Comedy, Mystery            ";Ethan Coen
92;93.;When the Bough Breaks;(2016);107 min;"
Drama, Horror, Mystery            ";Jon Cassar
93;94.;Zoolander 2;(2016);102 min;"
Comedy            ";Ben Stiller
94;95.;The Finest Hours;(2016);117 min;"
Action, Drama, History            ";Craig Gillespie
95;96.;Florence Foster Jenkins;(2016);111 min;"
Biography, Comedy, Drama            ";Stephen Frears
96;97.;Hell or High Water;(II) (2016);102 min;"
Crime, Drama, Western            ";David Mackenzie
97;98.;Resident Evil: The Final Chapter;(2016);106 min;"
Action, Horror, Sci-Fi            ";Paul W.S. Anderson
98;99.;The Forest;(I) (2016);93 min;"
Horror, Mystery, Thriller            ";Jason Zada
99;100.;Ben-Hur;(2016);123 min;"
Action, Adventure, Drama            ";Timur Bekmambetov
