|character|text|type
111||"GANDALF (V.O.) (CONT'D)
Well, what can I tell you? Life in the
wide world goes on much as if it has past
age. Full of its own comings and goings,
scarcely even aware of the existence of
Hobbits..."|unknown
112||"Close on: Gandalf as he surveys the peaceful scene before
him."|stage direction
113||"GANDALF (CONT'D)
...for which I am very thankful.
ANGLE ON:"|unknown
114||"Hobbits look up exclaiming in wonder and excitement as the
cart bearing Gandalf and Frodo rolls past the Green Dragon
Inn...towards... Wide on: The party field. Where scOrcs of
Hobbits are busy preparing for the big night."|stage direction
115||"GANDALF (CONT'D)
Ah, the long expected party. So, how is
the old rascal? I hear it's going to be
a Party of Special Magnificence.
FRODO
You know Bilbo...he's got he whole place
in an uproar.
GANDALF
Oh, well...that should please him.
(CONTINUED)
9."|unknown
116||CONTINUED:|stage direction
117|FRODO|Half the Shire's been invited...|speech
118|GANDALF|Good gracious, me.|speech
119|FRODO|He's up to something.|speech
120|GANDALF|Oh, really?|speech
121||Frodo shoots a knowing look, as Gandalf averts his eyes.|stage direction
122|FRODO|"Alright then..keep your secrets. Before
you came along we Bagginses were very
well thought of."|speech
123||GANDALF|unknown
124|FRODO|Indeed?|speech
125|FRODO|"Never had any adventures or did anything
unexpected."|speech
126|GANDALF|"If you're referring to the incident with
the Dragon...I was barely involved...all
I did was give your Uncle a little nudge
out the door."|speech
127|FRODO|"Whatever you did...you've been officially
labelled as a Disturber of the Peace."|speech
128|GANDALF|Oh, really?|speech
129||ANGLE ON:|unknown
130||"ODO PROUDFOOT looks up as the Cart passes by, deeply
suspicious."|stage direction
131||CUT TO:|unknown
132||EXT. HOBBITON -- DAY|location
133||CRANE UP:|unknown
134||"As the cart rattles into the small village of Hobbiton...a
quaint rustic settlement, nestled amongst rolling green hills
and large trees."|stage direction
135||"(CONTINUED)
10."|unknown
136||"CONTINUED:
The Hobbits live in Hobbit Holes: neat burrows dug into the
grassy hillside, with round doors and cute front gardens."|stage direction
137||ANGLE ON:|unknown
138||Excited children, chasing after the cart.|stage direction
139||CLOSE ON:|unknown
140||"Gandalf ignOrcs the children's cries. The children stand
deflated, watching Gandalf disappear up the lane. At that
moment: spinning balls of bright color suddenly leap out of
the cart, fizzing over the heads of the delighted children."|stage direction
141||ANGLE ON:|unknown
142||"Gandalf smiling to himself, well pleased with his joke. ODO
PROUDFOOT is unable to suppress a chuckle. Frodo stands up in
the cart as Gandalf reigns in the horse."|stage direction
143|FRODO|"Gandalf... I'm glad you're back. Frodo
leaps expertly from the cart. Gandalf
smiles."|speech
144|GANDALF|So am I, dear boy...so am I|speech
145||CUT TO:|unknown
146||EXT. BAG END -- DAY|location
147||"Wide on: GANDALF'S CART pulls up outside the gate to BAG
END...a particularly fine example of a Hobbit hole, with a
large round front door set into a grassy hillside. There is
a sign on the gate which reads: ""NO ADMITTANCE EXCEPT ON
PARTY BUSINESS."" Gandalf strides up to the garden path of Bag
End. He raises his staff and raps on the front door...a
voice calls out:"|stage direction
148||BILBO (O.S.)|unknown
149|GANDALF|"No, thank you! We don't want any more
visitors, well wishers, or distant
relations."|speech
150|GANDALF|And what about very old friends?|speech
151||"Suddenly the door opens and BILBO BAGGINS stands before him.
He is a HOBBIT OF INDERTIMINATE AGE, with a mischievous
Twinkle in his eye. Wearing a dashing brocade waist coat, he
looks every inch the eccentric gentleman."|stage direction
152||"(CONTINUED)
11."|unknown
153||CONTINUED:|stage direction
154||BILBO|unknown
155|GANDALF|Gandalf?|speech
156|GANDALF|Bilbo Baggins!|speech
157|BILBO|My dear Gandalf!|speech
158||Gandalf drops to his knee to embrace his old friend.|stage direction
159|GANDALF|"It's good to see you. One hundred and
eleven years old, who would believe it!"|speech
160||Gandalf looks at him more keenly.|stage direction
161|GANDALF (CONT'D)|"You haven't aged a day! Gandalf and Bilbo
laugh together and enter Bag End."|speech
162|BILBO|Come on, come in!   Welcome, welcome!!|speech
163||CUT TO:|unknown
164||INT. BAG END LIVING ROOM -- DAY|location
165||"Bilbo leads Gandalf into Bag End...cozy and cluttered with
souvenirs of Bilbo's travels. Gandalf has to stoop to avoid
hitting his head on the low ceiling. Bilbo hangs up Gandalf's
hat on a peg and trots off down the hall."|stage direction
166||(Calling)|location
167|BILBO|"Tea? Or maybe something stronger... I've
a few bottles of the Old Winyard left,
1296...a very good year, almost as old as
I am. It was laid down by my father. What
say we open one, eh?"|speech
168||"Bilbo disappears into the kitchen as Gandalf looks
around..enjoying the familiarity of Bag End...he turns,
knocking his head on the light and then walking into the
wooden beam. He groans."|stage direction
169|BILBO (O.S.) (CONT'D)|"I was expecting you some time last week.
Not that it matters, you come and go as
you please, always have done, always
will."|speech
170||"(CONTINUED)
12."|unknown
171||CONTINUED:|stage direction
172|BILBO (O.S.) (CONT'D)|"You've caught me a bit unprepared, I'm
afraid...we've only got cold chicken, bit
of pickle, some cheese here...ooh, no,
that might be a little risky..."|speech
173||"Gandalf stops in front of a framed map, charred in one
corner...it is Thorin's map of the Lonely Mountain, Gandalf
smiles to himself."|stage direction
174|BILBO (CONT'D)|"Er, we've got raspberry jam and apple
tart...got some custard somewhere. Not
much for Afters, I'm afraid. Oh
no...we're alright...I've just found some
sponge cake. Nice little snack. Hope
it's enough."|speech
175||(comes into view)|location
176|BILBO (CONT'D)|I could do you some eggs if you like?|speech
177||"Bilbo jumps, a half eaten pork pie in his hand, as Gandalf
mysteriously appears behind him."|stage direction
178|GANDALF|Just tea, thank you.|speech
179||BILBO|unknown
180|GANDALF|Oh..right.     You don't mind if...?|speech
181|GANDALF|"No, not at all. Go ahead. A sudden loud
knock on the front door."|speech
182||"MRS. SACKVILLE BAGGINS (O.S.)
Bilbo Baggins, you open this door..I know you're in there."|stage direction
183|BILBO|I'm not home.|speech
184||Gandalf watches, amused as Bilbo tries to hide.|stage direction
185|BILBO (CONT'D)|"I've got to get away from these
confounded relatives, hanging on the bell
all day, never giving me a moment's
peace. I want to see mountains
again...mountains, Gandalf... and then
find somewhere quiet where I can finish
my book...Oh, Tea!"|speech
186|GANDALF|"So, you mean to go through with your
plan, then?"|speech
187||"(CONTINUED)
13."|unknown
188||CONTINUED:|stage direction
189|BILBO|"Yes, yes...it's all inhand.   All the
arrangements are made."|speech
190|GANDALF|Frodo suspects something.|speech
191|BILBO|"'Course he does, he's a Baggins...not
some block headed Bracegirdle from
Hardbottle!"|speech
192|GANDALF|You will tell him, won't you?|speech
193||BILBO|unknown
194|GANDALF|Yes, yes.|speech
195|GANDALF|He's very fond of you.|speech
196|BILBO|"I know. He'd probably come with me if I
asked him. I think, in his heart,
Frodo's still in love with the Shire, the
woods and the fields... little rivers.
Bilbo stands gazing out of the kitchen
window."|speech
197|BILBO (CONT'D)|"I am old, Gandalf... Bilbo looks at
Gandalf sadly..."|speech
198|BILBO (CONT'D)|"I know I don't look it, but I'm beginning
to feel it in my heart."|speech
199||CLOSE ON:|unknown
200||"Bilbo's fingers close around his waistcoat pocket...gripping
a small, unseen object."|stage direction
201|BILBO (CONT'D)|"I feel thin...sort of stretched, like
butter scraped over too much bread. I
need a holiday...a very long holiday and
I don't expect I shall return...in fact,
I mean not to."|speech
202||"CUT TO:
14."|unknown
203||INT. BAG END -- EVENING|location
204||"Gandalf and Bilbo are sitting on the Bag End porch. Below
them, final preparations are being made on the Party field.
Bilbo strikes a match and lights his pipe."|stage direction
205|BILBO|"Old Toby, the finest weed in
Southfarthing!"|speech
206||"Bilbo blows a perfect smoke ring and watches it rise into the
air. A tiny sailing ship with masts and sails glides through
the Center of Bilbo's smoke ring."|stage direction
207|BILBO (CONT'D)|Ohhhh,|speech
208||(smiles)|location
209|BILBO (CONT'D)|"Gandalf my old friend...this will be a
night to remember!"|speech
210||CUT TO:|unknown
211||EXT. PARTY FIELD, HOBBITON -- NIGHT|location
212||"BOOM! A FIREWORK explodes into the night sky high above
Hobbiton...in the shape of a great green tree with unfolding
branches. TILT DOWN: with glowing flowers as they rain down
from the branches...evaporating just above the up turned
faces of the delighted party-goers 144 Hobbits, feasting and
drinking Carts of beer and wine are scattered about, and the
tables are piled high with steaming scones and savories.
Gandalf hurries about, lighting fireworks with a blue spark
that dances magically from his staff... Bilbo is greeting
visitors. Frodo and SAM sit at a table drinking ale...Frodo
notices Sam's eyes keep flicking to another pretty Hobbit,
Rosie Cotton, sitting some distance away."|stage direction
213|FRODO|Go on, Sam, ask Rosie for a dance.|speech
214||"SAM
(horrified)"|unknown
215|FRODO|"I think I'll just have myself another
ale."|speech
216|FRODO|Oh, no you don't. Go on.|speech
217||"Sam goes to drain his glass... suddenly it is snatched out of
his hands as Frodo thrusts him into the middle of a passing
throng of dancers."|stage direction
218||15.|unknown
219||"ANGLE ON: SAM'S HORRIFIED FACE
as he is Swept away.   Frodo laughs and finishes Sam's beer."|stage direction
220||ANGLE ON:|unknown
221||"Gandalf as he sets alight a particularly spectacular firework
that draws gasps of admiration from the party guests.
Close on: Bilbo is relating stories of his adventure to a
group of young hobbit children."|stage direction
222||(melodramatic)|location
223|BILBO|"So, there I was...at the mercy of three
monstrous trolls...Have you ever heard of
a troll? Do you know what a Troll is?
Great big nasty twenty foot high smelly
things..and they're arguing...arguing
about how they were going to cook us!"|speech
224||"ANGLE ON: A LITTLE HOBBIT GIRL'S
upturned face...her eyes growing larger and larger."|stage direction
225|BILBO|"Whether it be turned on a spit or minced
in a pie or whether they were going to
sit on us one by one and squash us into
jelly! But they spent so long arguing
the whether-to's and why-for's that the
sun's first light crept over the top of
the trees...and turned them all to stone!"|speech
226||"STUNNED GASPS from his young Audience greet his astonishing
feat! Close on: MERRY AND PIPPIN, two mischievous Young
Hobbits in their late teens. Pippin scrambles on to the back
of Gandalf's wagon, snatching up a small firework"|stage direction
227||(urgent whisper)|location
228|MERRY|"No, no..the big one...the big one! Pippin
grabs a huge rocket. CLOSE ON: FIREWORK
FUSE crackles with flame!"|speech
229||"Merry is holding out the big rocket...he looks aghast at the
fizzing fuse that Pippin has just lit."|stage direction
230||(worried whisper)|location
231|MERRY (CONT'D)|"You're supposed to stick it in the
ground!"|speech
232||"(CONTINUED)
16."|unknown
233||CONTINUED:|stage direction
234|PIPPIN|It is in the ground.|speech
235||"Merry fearfully tosses the Rocket to Pippin!    The fuse
sizzles angrily."|stage direction
236||MERRY|unknown
237|PIPPIN|Outside!|speech
238|PIPPIN|It was your idea.|speech
239||"Pippin attempts to throw the fizzing rocket back to Merry.
WHOOSH! The two hobbits are suddenly blown off their feet in
a shower of sparks as the rocket blasts off with frightening
power. The ROCKET ZOOMS over the Party..It suddenly bursts
apart, forming the shape of a great red golden Dragon! Fire
gushes from its nostrils as it turns back and Flies low
towards the startled crowd. Close on: Frodo watches the
Fireworks Dragon with alarm...but Bilbo is oblivious to the
Panicking crowd and impending danger!"|stage direction
240||FRODO|unknown
241|PIPPIN|Bilbo!   Watch out for the dragon!!|speech
242|BILBO|"Dragon? Nonsense...hasn1t been a dragon
in these parts for a thousand years!"|speech
243||"ANGLE ON: FRODO
As he hurriedly pulls Bilbo to the ground, just as the dragon
roars a few feet above their heads like a flaming express
train! Hobbits dive to the ground, tables overturn, tents
collapse, food flies everywhere. The fireworks dragon turns a
somersault and explodes over the hills with a deafening bang!
This gets the biggest Cheer of the night.
ANGLE ON: MERRY AND PIPPIN,
clothes and hair smoking."|stage direction
244|MERRY|That was good!|speech
245|PIPPIN|Let's get another one!|speech
246||"LARGE HANDS suddenly clamp down on Merry and Pippin's ears.
Low angle: Gandalf looking DOWN STERNLY!"|stage direction
247||"(CONTINUED)
17."|unknown
248||CONTINUED:|stage direction
249|GANDALF|"Meridoc Brandybuck and Peregrin Took...I
might have known!"|speech
250||CUT TO:|unknown
251||"MERRY AND PIPPIN
Are leaning over a barrel, washing dishes in soapy
water...with Gandalf sitting nearby, smoking his pipe and
sipping an ale. Cries of ""SPEECH! SPEECH"" erupt from the
party."|stage direction
252||ANGLE ON:|unknown
253||"Bilbo stepping on a stool...he bows in gratitude at the
applause."|stage direction
254||FRODO|unknown
255|GANDALF|Speech!|speech
256||(clearing throat)|location
257|BILBO|"My dear Bagginses, and Boffins, tooks and
Brandybucks...Grubbs, Chubbs,
Hornblowers, Bolgers, Bracegirdles and
Proudfoots..."|speech
258||ANGLE ON: A HOBBIT WITH PARTICULARLY BIG FEET|stage direction
259||ODO PROUDFOOT|unknown
260|BILBO|Proudfeet!|speech
261|BILBO|"Today is my one hundred and eleventh
birthday. Yes, and alas...Eleventy- one
years is far too short a time to live
among such excellent and admirable
Hobbits! Tremendous outburst of approval!"|speech
262|BILBO (CONT'D)|"I don't know half of you half as well as
I should like; and I like less than half
of you as well as well as you deserve."|speech
263||"SCATTERED CLAPPING as the guests try to work out if that was
a compliment or not. CLOSE ON: FRODO AND GANDALF smiling to
themselves. CLOSE ON: Bilbo...a strange hum seems to fill his
head. A bead of sweat rolls down his brow.
Bilbo's hand pulls something out of his waistcoat pocket and
holds it behind his back."|stage direction
264||"(CONTINUED)
18."|unknown
265||CONTINUED:|stage direction
266|BILBO (CONT'D)|"I have..things to do and I have put this
off for far too long... CLOSE ON: BILBO'S
knuckles turn white as he tightens his
grip on the small object behind his back."|speech
267|BILBO (CONT'D)|"I regret to announce, this is the end. I
am going now. I bid you all a very fond
farewell!! Bilbo looks across at Frodo,
hesitates... then..."|speech
268||(whisper)|location
269|BILBO (CONT'D)|Goodbye.|speech
270||"Bilbo instantly vanishes. The party explodes into an
uproar... the crowd leaps to its feet.
ANGLE ON: FRODO
staring at the empty stool in disbelief."|stage direction
271||CUT TO:|unknown
272||EXT. BAG END -- NIGHT|location
273||"The party is still in an excited uproar... some 50 yards away
as we pan across a moonlit lane to the front door of Bag End.
Door opens, pulled by an invisible hand."|stage direction
274||INT. BAG END -- NIGHT|location
275||"The door quietly closes...Bilbo materializes as he pulls a
plain gold ring off his finger. Bilbo laughs as he tosses the
ring in the air, then places it in his pocket."|stage direction
276||ANGLE ON:|unknown
277||"Bilbo emerges from the passage, carrying a walking stick. He
finds Gandalf looming over him."|stage direction
278|GANDALF|"I suppose you think that was terribly
clever?"|speech
279|BILBO|"Come on, Gandalf!   Did you see their
faces?"|speech
280||"(CONTINUED)
19."|unknown
281||CONTINUED:|stage direction
282|GANDALF|"There are many magic rings in the world,
Bilbo Baggins, and none of them should be
used lightly."|speech
283|BILBO|"It was just a bit of fun.   Oh, you're
probably right as usual."|speech
284|GANDALF|You will keep an eye on Frodo, won't you?|speech
285|BILBO|I'm leaving everything to him.|speech
286|GANDALF|"What about this ring of yours?   Is that
staying too?"|speech
287||"Close on: Bilbo...he gives Gandalf a look and nods toward the
mantelpiece."|stage direction
288|BILBO|"Yes, yes, it's in an envelope...over
there on the mantelpiece. Gandalf frowns
at the empty mantelpiece...Bilbo suddenly
feels his waistcoat with a look of guilty
surprise."|speech
289|BILBO (CONT'D)|"No, wait. It's here in my pocket. Isn't
that...isn't' that odd now? Yet, after
all, why not? Why shouldn't I keep it?"|speech
290|GANDALF|"I think you should leave the Ring behind,
Bilbo. Is that so hard?"|speech
291|BILBO|"Well, no...and yes. Now it comes to it,
I don't feel like parting with it. It's
mine. I found it. It came to me!"|speech
292||ANGLE ON: GANDALF LOOKS DOWN AT BILBO WITH RISING CONCERN.|stage direction
293|GANDALF|There's no need to get angry.|speech
294|BILBO|"Well, if I'm angry, it's your fault! It's
mine. My own, my precious."|speech
295||"(CONTINUED)
20."|unknown
296||CONTINUED:|stage direction
297|GANDALF|"Precious? It's been called that before,
but not by you."|speech
298|BILBO|"So? What business is it of yours what I
do with my own things? Bilbo's voice,
shape and manner have suddenly changed."|speech
299|GANDALF|"I think you've had that ring quite long
enough."|speech
300|BILBO|You want it for yourself!|speech
301||"Gandalf rises to his full height, his eyes flash, his shadow
suddenly seems to fill the room"|stage direction
302|GANDALF|"Bilbo Baggins do not take me for some
conjurer of cheap tricks! Bilbo cowers
from Gandalf, disarmed by his power...a
frightened Hobbit. Gandalf's expression
softens."|speech
303|GANDALF (CONT'D)|"I am not trying to rob you. I am trying
to help you. Sobbing, Bilbo runs to
Gandalf and hugs him."|speech
304|GANDALF (CONT'D)|"All you long years we've been
friends...trust me as you once did. Let
it go!"|speech
305|BILBO|"You're right, Gandalf...the ring must go
to Frodo."|speech
306||Bilbo lifts his knapsack and heads for the front door.|stage direction
307|BILBO (CONT'D)|"It's late, the road is long... yes, it is
time."|speech
308|GANDALF|Bilbo?|speech
