|character|text|type|character_clean|gender
57|DANNY|You like it?|speech|DANNY|M
58|PAT|It's good now.|speech|PAT|M
59|DOLORES|"(into cell phone)
Yes, it is."|speech|DOLORES|M
60||PAT TOUCHES DANNY'S HAIR.|stage direction||
61|DANNY|"(as Pat touches hair)
Wait, you're going the wrong way!"|speech|DANNY|M
62|DOLORES|"(into cell phone)
What? Are you sure about that? I'll
bring him back right away."|speech|DOLORES|M
63||DOLORES HANGS UP.|stage direction||
64|DOLORES (CONT'D)|"You lied to me, Pat. Danny's not
allowed to leave."|speech|DOLORES|M
65|PAT|All right, Mom, just hold on a sec.|speech|PAT|M
66||EXT. STREET - DAY|location||
67||DOLORES'S CAR BEGINS TO TURN AT A SMALL INTERSECTION.|stage direction||
68|"PAT
(VOICE OVER)"|"Let's just talk about this.
7."|speech|PAT|M
69||INT. DOLORES'S CAR - DAY|location||
70||DOLORES REACTS AS PAT GRABS THE STEERING WHEEL.|stage direction||
71|PAT|Mom, just listen--|speech|PAT|M
72||EXT. STREET - DAY|location||
73||"DOLORES'S CAR SWERVES TOWARD THE LANE AGAIN. A PASSING CAR
HONKS AND SWERVES TO AVOID DOLORES'S CAR."|stage direction||
74|DOLORES|Don't tou-...|speech|DOLORES|M
75||INT. DOLORES'S CAR - DAY|location||
76||DOLORES REACTS AS PAT GRABS THE STEERING WHEEL.|stage direction||
77|DOLORES|...-ch the steering...|speech|DOLORES|M
78||EXT. STREET - DAY|location||
79||"DOLORES'S CAR MOVES. THE PASSING CAR HONKS AND SWERVES TO
AVOID DOLORES'S CAR."|stage direction||
80||...wheel!|stage direction||
81||INT. DOLORES'S CAR - DAY|location||
82||DOLORES PULLS THE CAR OVER AND STOPS.|stage direction||
83|DOLORES|"Pat, this whole thing was a
mistake."|speech|DOLORES|M
84|PAT|I'm sorry, Mom. You okay?|speech|PAT|M
85|DOLORES|"I am out on a limb for you with the
courts right now."|speech|DOLORES|M
86|DANNY|"It's my fault. Pat didn't know. Pat
didn't know. He's my friend, so he
was rootin' for me."|speech|DANNY|M
87|(MORE)|8.|speech||
88|DANNY (CONT'D)|"I'm havin' a disagreement with the
hospital, but we're working it out.
Take me back to the hospital, but
take Pat home, he's fine. Trust me.
You'll see, he's fine. It's my
fault."|speech|DANNY|M
89||INT. DOLORES'S CAR - DAY|location||
90||"THE EMPTY REAR PASSENGER SEAT: DANNY GONE. PAN TO: PAT, IN
THE FRONT PASSENGER SEAT."|stage direction||
91|PAT|"Mom, can we stop at the library? I
wanna read Nikki's entire English
high school syllabus."|speech|PAT|M
92||DELORES LOOKS AT HER SON, WORRIED.|stage direction||
93|PAT (CONT'D)|"Mom, it's a good thing. I'm
remaking myself."|speech|PAT|M
94||DOLORES SMILES. PRE-LAP INCOMING DIALOG FROM HOUSE:|stage direction||
95|PAT (CONT'D)|"RANDY (O.S. PRELAP)
DeSean Jackson. What happened to
DeSean Jackson?"|speech|PAT|M
96||INT. SOLATANO HOUSE/LIVING ROOM - DAY|location||
97||"CAMERA PANS L. ONTO PAT'S FATHER, PAT SR., AND HIS NEIGHBOR,
RANDY."|stage direction||
98|RANDY|"Come on, tell me that one.
PAT SR.
It's insanity. He spikes the ball
at the one yard line. The one-
fucking-yard line. I mean, get into
the end zone, dummy. I mean, he
celebrates before he's even in!"|speech|RANDY|M
99|RANDY|"You know something? It's nothing
new. Your team does that all the
time. They get close..."|speech|RANDY|M
100||"PAT SR. LEANS DOWN, SHUFFLES RESTAURANT DESIGN PLANS ON
COFFEE TABLE."|stage direction||
101|RANDY|9.|speech|RANDY|M
102|RANDY (CONT'D)|"...and then they blow it. They got
an inferiority complex."|speech|RANDY|M
103||PAT SR. STRAIGHTENS AND TURNS TO RANDY.|stage direction||
104|RANDY (CONT'D)|"PAT SR.
Wait a minute, what are you talking
about? What makes the Cowboys
America's Team?"|speech|RANDY|M
105|RANDY|"Because we are, we're America's
Team.
PAT SR.
You should be ashamed of yourself.
We're in Philadelphia, what's the
matter with you? You're a fucking
traitor."|speech|RANDY|M
106|RANDY|"What's more American than a cowboy?
PAT SR.
You know what's more American?"|speech|RANDY|M
107|RANDY|"What?
PAT SR.
Benjamin Franklin, that's what's
more American."|speech|RANDY|M
108|RANDY|"Benjamin Franklin?
PAT SR.
Benjamin Franklin. The founder of
our country, here in Philadelphia."|speech|RANDY|M
109|RANDY|You mean the guy with the...|speech|RANDY|M
110||INT. SOLATANO HOUSE/FOYER - DAY|location||
111||THE FRONT DOOR OPENS AND DOLORES AND PAT STEP INTO THE HOUSE.|stage direction||
112|RANDY|"...little glasses and the long
scraggly hair?
10.
PAT SR.
What about the lightning with the
kite? He stood in the storm with a
kite."|speech|RANDY|M
113|RANDY|"If he wasn't on the hundred dollar
bill, nobody..."|speech|RANDY|M
114||"A FRAMED PHOTO OF PAT'S BROTHER JAKE ON THE WALL. PAN TO
EMPTY SPACE WHERE ANOTHER FRAME HUNG --"|stage direction||
115|RANDY (CONT'D)|...would even know who he is.|speech|RANDY|M
116||FALLEN FRAMED PHOTO OF PAT, ON THE TABLE BELOW.|stage direction||
117|RANDY (CONT'D)|"PAT SR.
What are you doing? No, no, no, no.
Don't touch them, don't touch them."|speech|RANDY|M
118|RANDY|"I didn't even touch `em. Why are
you--, don't blame me.
PAT SR.
Who did this? Who took, who took,
who took the..."|speech|RANDY|M
119||INT. SOLATANO HOUSE/LIVING ROOM - DAY|location||
120||"PAT SR. LEANS OVER, STRAIGHTENS MULTIPLE REMOTE CONTROLS ON
TABLE."|stage direction||
121|RANDY|"PAT SR.
-the remotes like this? Did you do
this, Randy?"|speech|RANDY|M
122|RANDY|"No, I don't touch them. As a matter
of fact, I don't know why you need
so many. Hey, there she is! Look
how beautiful!
PAT SR.
(turns, sees Pat)
What?! What's this?!"|speech|RANDY|M
123|RANDY|Hey.|speech|RANDY|M
124||PAT SR. STEPS CLOSER, PATTING PAT ON THE ARM.|stage direction||
125|RANDY|"PAT SR.
Everything good?
11."|speech|RANDY|M
126|PAT|"(awkward, unsure)
Mm-hmm.
PAT SR.
Ahh."|speech|PAT|M
127||PAT SR. EMBRACES PAT.|stage direction||
128|PAT|"PAT SR. (CONT'D)
Where is it?"|speech|PAT|M
129||PAT SR. TOUCHES PAT'S SHIRT.|stage direction||
130|PAT|"It's right here.
PAT SR.
You got it. Ahh, well, we got that.
We don't want them to steal that."|speech|PAT|M
131||PAT SR. PULLS A GOLD NECKLACE OUT OF PAT'S SHIRT.|stage direction||
132|PAT|"You still got yours?
PAT SR.
Yeah, I got mine."|speech|PAT|M
133||PAT SR. LOOKS AT DOLORES.|stage direction||
134|PAT|"PAT SR. (CONT'D)
So what, you don't talk to me? You
didn't tell me you took him out."|speech|PAT|M
135|DOLORES|Well, he's ready. Look at him.|speech|DOLORES|M
136|PAT|"You didn't tell Dad you were
picking me up?"|speech|PAT|M
137|DOLORES|"Don't worry about that.
PAT SR.
I wanna make sure when you come out
that you're okay, and she didn't
say anything. (to Dolores) You
didn't tell me?"|speech|DOLORES|M
138|DOLORES|"The court said yes. Don't worry.
12.
PAT SR.
Yeah, but what did the doctor say?
Because the, the court listens to
the doctor."|speech|DOLORES|M
139|PAT|"Yeah, and the court said--
PAT SR.
The court listens to the doctor,"|speech|PAT|M
140|"THE DOCTOR--
PAT"|"Dad, relax. The court said it's
fine, okay? Let it go."|speech|THE DOCTOR--PAT|?
141|DOLORES|Don't worry.|speech|DOLORES|M
142|PAT|"Dad, I'm in there because of the
court. That's the agreement that we
made months ago. It was a plea
bargain with the courts. The
lawyer, he instructed me, he said
that what we should plead that, and
then I would serve eight months and
then I'd get out.
PAT SR.
Yeah, no, I just--"|speech|PAT|M
143|DOLORES|"It's all under control.
PAT SR.
Well...okay, okay. Congratulations."|speech|DOLORES|M
144|PAT|"Thank you. So what are you doing
with yourself?
PAT SR.
You know, I'm gonna start a
restaurant."|speech|PAT|M
145||A DRAWING OF A RESTAURANT ON THE COFFEE TABLE.|stage direction||
146|PAT|"PAT SR. (CONT'D)
It's gonna be a cheesesteak place."|speech|PAT|M
147|PAT|"How you gonna pay for it?
PAT SR.
I'm gonna pay for it, don't worry
about it.
13."|speech|PAT|M
148||From your bookmaking?|stage direction||
149|PAT|PAT SR.|speech|PAT|M
150||Who told you that?|stage direction||
151||Mom told me. Outside.|stage direction||
152||I did not. No, I didn't.|stage direction||
153||"You just told me outside, Mom, what
are you talking about? Five minutes
ago, we were walking up the stairs,
you said, ""Don't say anything, but
Dad lost his job and he's
bookmaking."""|stage direction||
154|PAT|PAT SR.|speech|PAT|M
155||"Why, Dolores? Why did you say that
to him? He has the wrong idea."|stage direction||
156||"Everything's fine, Patrick. I'm
more concerned about you than
anything else."|stage direction||
157||Good, Dad. Good.|stage direction||
158|PAT|PAT SR.|speech|PAT|M
159||"Okay, the question, the big
question, is what are you gonna do
with yourself?"|stage direction||
160||"What am I gonna do? I'm getting in
shape, I'm getting trim, I'm
getting really fit for Nikki. I'm
gonna read Nikki's teaching
syllabus and get my old job back."|stage direction||
161|PAT|PAT SR.|speech|PAT|M
162||"Nikki sold the house. She left.
Didn't your mother tell you that?"|stage direction||
163||"Let me tell you something. You
don't know anything about my
marriage, okay, Dad? All right? Our
marriage...we're very, very much in
love, okay? Just like you two."|stage direction||
164|PAT|PAT SR.|speech|PAT|M
165||"Listen, Patrick, she's gone. She's
not around anymore. Nikki left."|stage direction||
166|PAT|14.|speech|PAT|M
167|PAT|"What are you doing, Dad? You know
what? Excelsior. Excelsior.
PAT SR.
What does that mean?"|speech|PAT|M
168|PAT|"It means you know what I'm gonna
do, I'm gonna take all this
negativity and use it as fuel and
I'm gonna find a silver lining,
that's what I'm gonna do. And
that's no bullshit. That's no
bullshit. That takes work and
that's the truth."|speech|PAT|M
169||"EXT. SOLATANO HOUSE - NIGHT
INT. SOLATANO HOUSE/LIVING ROOM - EVENING"|location||
170||PAT SR. AND DOLORES SIT, READING.|stage direction||
171||INT. SOLATANO HOUSE/ATTIC - EVENING|location||
172||"PAT SITS, READING A BOOK. SIGHS. HE TURNS A PAGE.
PAT LIES ON HIS BED, READING. DOLORES ENTERS AND SETS A TRAY
OF FOOD ON THE BED FOR DINNER."|stage direction||
173||INT. SOLATANO HOUSE/MASTER BEDROOM - NIGHT|location||
174||PAT SR. AND DOLORES GET INTO BED.|stage direction||
175||INT. SOLATANO HOUSE/ATTIC - NIGHT|location||
176||"PAT'S HAND TURNS A PAGE.
PAT LIES ON HIS BED, READING."|stage direction||
177||INT. SOLATANO HOUSE/MASTER BEDROOM - NIGHT|location||
178||"PAT SR. TURNS OFF THE LAMP ON HIS SIDE OF THE BED. DOLORES IS
NEXT TO HIM."|stage direction||
179||INT. SOLATANO HOUSE/ATTIC - NIGHT|location||
180||CU - THE BOOK PAGES.|stage direction||
181|PAT|15.|speech|PAT|M
182||"PAT SITS IN A CHAIR, READING.
PAT AS HE READS.
PAT TURNS THE LAST PAGE.
HANDS CLOSE THE BOOK.
CAMERA TILTS UP ONTO HIS FACE."|stage direction||
183|PAT|What the fuck?!|speech|PAT|M
184||CAMERA PULLS BACK AS PAT THROWS THE BOOK.|stage direction||
185||EXT. SOLATANO HOUSE - NIGHT|location||
186||"THE BOOK SMASHES THROUGH THE ATTIC WINDOW, SOARS THROUGH AIR,
LANDS ON THE FRONT LAWN."|stage direction||
187|"PAT
(YELLING)"|Stupid fucking book!|speech|PAT|M
188||INT. SOLATANO HOUSE/MASTER BEDROOM - NIGHT|location||
189||PAT SR. WAKES.|stage direction||
190||PAT PACES IN HIS PARENTS BEDROOM.|stage direction||
191|"PAT
(YELLING)"|"I just can't believe Nikki's
teaching that book to the kids. I
mean the whole time -- let me just
break it down for you -- the whole
time you're rooting for this
Hemingway guy to survive the war
and to be with the woman that he
loves, Catherine Barkley..."|speech|PAT|M
192||HIS TIRED PARENTS LOOK AT HIM FROM THE BED.|stage direction||
193|DOLORES|"It's four o'clock in the morning,
Pat.
16."|speech|DOLORES|M
194|PAT|"...and he does. He does. He
survives the war, after getting
blown up he survives it, and he
escapes to Switzerland with
Catherine. But now Catherine's
pregnant. Isn't that wonderful?
She's pregnant. And they escape up
into the mountains and they're
gonna be happy, and they're gonna
be drinking wine and they dance --
they both like to dance with each
other, there's scenes of them
dancing, which was boring, but I
liked it, because they were happy.
You think he ends it there? No! He
writes another ending. She dies,
Dad! I mean, the world's hard
enough as it is, guys. It's fucking
hard enough as it is. Can't
somebody say, ""Hey, let's be
positive? Let's have a good ending
to the story?"""|speech|PAT|M
195|DOLORES|Pat, you owe us an apology.|speech|DOLORES|M
196|PAT|"Mom, for what, I can't apologize.
I'm not gonna apologize for this.
You know what I will do? I will
apologize on behalf of Ernest
Hemingway, because that's who's to
blame here."|speech|PAT|M
197||PAT WALKS TO THE DOOR.|stage direction||
198|PAT|"PAT SR.
Yeah, have Ernest Hemingway call us
and apologize to us, too."|speech|PAT|M
199||PAT EXITS, CLOSING IT BEHIND HIM.|stage direction||
200||EXT. STREET - DAY|location||
201||"PAT SR. AS HE JOGS TO PAT. HE WALKS TO THE SIDEWALK AND
BEGINS STRETCHING.
PAT SR. JOGS."|stage direction||
202|PAT|"PAT SR.
Why didn't you run with me?"|speech|PAT|M
203|PAT|"I was reading.
17.
PAT SR.
Please. Do us a favor, don't read
for a while."|speech|PAT|M
204||PAT GROANS|location||
205|PAT|"PAT SR. (CONT'D)
What are you wearing a garbage bag
for?"|speech|PAT|M
206|PAT|I'm gonna go run now.|speech|PAT|M
207||PAT BEGINS TO JOG PAST PAT SR.|stage direction||
208|PAT|"PAT SR.
Wait, wait, wait. You have to fix
this window."|speech|PAT|M
209||PAT STOPS AND TURNS.|stage direction||
210|PAT|"I'll fix it when I get back.
PAT SR.
Fix it now."|speech|PAT|M
211||DOLORES ENTERS.|stage direction||
212|DOLORES|"Get in the car, Pat. You have to go
to therapy."|speech|DOLORES|M
213||DOLORES EXITS.|stage direction||
214|PAT|I don't wanna go to therapy.|speech|PAT|M
215|DOLORES|"You have to go. It's part of the
deal. You can't live with us and
not go."|speech|DOLORES|M
216||INT. OFFICE/LOBBY - DAY|location||
217||"PAT STEPS INTO THE LOBBY. THE FEMALE RECEPTIONIST SITS AT HER
DESK AND SHE PUSHES A SIGN- IN SHEET TO PAT WHO ENTERS,
WRITING HIS NAME.
SONG FADES IN: `CHERIE AMOUR' BY STEVIE WONDER."|stage direction||
218|PAT|Is that song really playing?|speech|PAT|M
219|RECEPTIONIST|"We have music sometimes.
18."|speech|RECEPTIONIST|?
220|PAT|"That song is killing me. Could you
please turn it off?"|speech|PAT|M
221|RECEPTIONIST|I can't.|speech|RECEPTIONIST|?
222|PAT|What do you mean, you can't?|speech|PAT|M
223|RECEPTIONIST|"I don't have the controls. I'm
sorry, I--"|speech|RECEPTIONIST|?
224|"PAT
(INTERRUPTING))"|"Did Doctor Timbers put you up to
this? Is there a speaker here?"|speech||
225||PAT WALKS TO A MAGAZINE RACK.|stage direction||
226|PAT (CONT'D)|Is, is the speaker here?|speech|PAT|M
227||"HE OVERTURNS THE METAL MAGAZINE RACK.
WAITING PATIENTS STARE, A MALE THERAPIST OPENS HIS OFFICE
DOOR, LOOKING AROUND.
THE RECEPTIONIST REACTS."|stage direction||
228|PAT (CONT'D)|"I'm sorry. I'm sorry. Okay...I'm
sorry. I'll fix all this, okay?"|speech|PAT|M
229||PAT PICKS UP THE MAGAZINES, EMOTIONAL, EMBARRASSED.|stage direction||
230||INT. DR. PATEL'S OFFICE - DAY|location||
231|PAT|"That was a messed up thing you did,
Doctor Patel. That's a messed up
thing. I'm sorry, but that's....
DR. PATEL
You can call me Cliff, please."|speech|PAT|M
232|PAT|"Yeah, well, Cliff, that's not the
way you're supposed to meet people,
okay? Why don't you write that down
in your, I don't know, your little
book you write stuff down in.
19.
DR. PATEL
I'm sorry about that song. I just
wanted to see if it was still a
trigger for you."|speech|PAT|M
233|PAT|"Bravo. It's a trigger. I'm not
gonna take any meds, I should just
tell you that right now.
DR. PATEL
You have to take medicine."|speech|PAT|M
234|PAT|"No, I'm not gonna take any
medicine. It makes me foggy--
DR. PATEL"|speech|PAT|M
235|(INTERRUPTING)|"No, you will have to take
medication."|speech||
236|PAT|"I don't want any meds, Doctor.
Look, I am not the explosion guy,
okay? My father is the explosion
guy. I'm not that guy. He got
kicked out of that stadium he beat
up so many people at Eagles games,
he's on the exclusion list. I had
one incident.
DR. PATEL
One incident can change a lifetime."|speech|PAT|M
237|PAT|"But I'm ready. I'm ready to take
responsibility for my side of the
street. She just needs to take
responsibility for hers.
DR. PATEL
What's hers?"|speech|PAT|M
238|PAT|"What's hers? Are you joking? Let's
go back to the incident. I come
home from work after I"|speech|PAT|M
239||EXT. HOUSE - DAY-FLASHBACK|location||
240||THE HOUSE WHERE PAT AND NIKKI LIVED. PAT'S POV GOES TO HOUSE.|stage direction||
241|PAT|20.|speech|PAT|M
242|"PAT
(VOICE OVER)"|"I left work early -- which I never
do, by the way, but I got in a
fight with Nancy, the high school"|speech|PAT|M
243||INT. OFFICE/DR. PATEL'S OFFICE - DAY|location||
244|PAT|"...principal. I come home and
what's playing but the song from my
wedding. The song that you so
charmingly played out here today
for us. That's playing and I don't
think anything of it. Which is odd,
`cause I should have."|speech|PAT|M
245||INT. HOUSE/LIVING ROOM - DAY - FLASHBACK|location||
246||"CAMERA MOVES OVER THE FLOOR AND STAIRCASE, WHICH IS LITTERED
WITH CLOTHING."|stage direction||
247|"PAT
(VOICE OVER)"|"I come home, what do I see? I walk
in the door and I see underwear and
pieces of clothing and a guy's
pants with his belt in it, and I
walk up the stairs, and all..."|speech|PAT|M
248||THE SONG PLAYS|stage direction||
249||INT. OFFICE/DR. PATEL'S OFFICE - DAY|location||
250|PAT|"...ll of a sudden I see the DVD
player, and on the D-..."|speech|PAT|M
251||INT. HOUSE/UPSTAIRS HALLWAY - DAY - FLASHBACK|location||
252||CAMERA MOVES IN ON A SMALL MUSIC SYSTEM.|stage direction||
253|"PAT
(VOICE OVER)"|"...-VD player is the CD and it's
playing our wedding song, and then
I look down and I see my wife's..."|speech|PAT|M
254||CAMERA PANS L. ONTO A PAIR OF WOMEN'S UNDERWEAR ON THE FLOOR.|stage direction||
255|"PAT
(VOICE OVER)"|21.|speech|PAT|M
256||INT. OFFICE/DR. PATEL'S OFFICE - DAY|location||
257|PAT|...panties on the ground and then-|speech|PAT|M
258||INT. HOUSE/UPSTAIRS HALLWAY - DAY - FLASHBACK|location||
259||"CAMERA TILTS UP FROM THE UNDERWEAR ONTO THE BATHROOM DOORWAY.
THE DOOR IS OPEN AND PAT'S WIFE NIKKI IS VISIBLE THROUGH THE
TRANSPARENT SHOWER CURTAIN. SHE FACES THE WALL IN BG."|stage direction||
260|"PAT
(VOICE OVER)"|"...I look up and I see her naked in
the shower..."|speech|PAT|M
261||INT. OFFICE/DR. PATEL'S OFFICE - DAY|location||
262|PAT|"...and I think, ""Oh, that's kinda
sweet, she's in the shower. What a
perfect thing. I'm gonna find her
and maybe I'll go in there. We
never-..."|speech|PAT|M
263||INT. HOUSE/BATHROOM - DAY- FLASHBACK|location||
264||PAT SEES NIKKI, VISIBLE THROUGH THE SHOWER CURTAIN.|stage direction||
265|"PAT
(VOICE OVER)"|"...fuck in the shower anymore.
Maybe today we will."" I..."|speech|PAT|M
266||INT. OFFICE/DR. PATEL'S OFFICE - DAY|location||
267|PAT|"...pull the curtain back and
there's the fucking history..."|speech|PAT|M
268||INT. HOUSE/BATHROOM - DAY- FLASHBACK|location||
269||"PAST PAT, TO NIKKI, VISIBLE THROUGH THE SHOWER CURTAIN. NIKKI
TURNS AND REACTS, REVEALING A MAN IN THE SHOWER WITH HER,
DOUG CULPEPPER."|stage direction||
270|"PAT
(VOICE OVER)"|"...-teacher with tenure.
22."|speech|PAT|M
271||INT. OFFICE/DR. PATEL'S OFFICE - DAY|location||
272|PAT|And you know what he says to me?|speech|PAT|M
273||INT. HOUSE/BATHROOM - DAY- FLASHBACK|location||
274||PAST PAT, TO DOUG AND NIKKI AS THEY REACT.|stage direction||
275|"PAT
(VOICE OVER)"|"""You should probably go."" That's
what he says to me."|speech|PAT|M
276||INT. OFFICE/DR. PATEL'S OFFICE - DAY|location||
277|PAT|"So yeah, I snapped. I almost beat
him to death. But now I get fucking
chastised for it? I'm parallel to
my father? I don't think so.
DR. PATEL
All right. Can you talk about
something that you did, before or
after?"|speech|PAT|M
278|PAT|"Yeah, about a week before the
incident, I called the cops and I
told them that my wife and the
history guy were plotting against
me by embezzling money from the
local high school, which wasn't
true. It was a delusion. And we
later found out from the hospital
that's because I'm, uh...
DR. PATEL
...undiagnosed bipolar."|speech|PAT|M
279|PAT|"Yeah. With mood swings and weird
thinking brought on by severe
stress, which rarely happens, thank
God. And then the shower incident
happened and that's when everything
snapped, so I then realized that,
oh, wow, I've been dealing with
this my whole life. And without any
supervision I've been doing it all
on my own with no help and
basically I've been white-knuckling
it this whole time.
23.
DR. PATEL
That had to be hard."|speech|PAT|M
280|PAT|"Yeah. It's a lot to deal with,
especially when you don't know what
the hell is happening, which I do
now. Sort of."|speech|PAT|M
281|DOLORES|"(O.S. PRELAP)
Pat, you have to take your"|speech|DOLORES|M
282||INT. SOLATANO HOUSE/LIVING ROOM - DAY|location||
283||"PAT SR. SITS, WATCHING THE O.S. TELEVISION. DOLORES AND PAT
ARE VISIBLE IN THE KITCHEN, THROUGH THE DOORWAY IN BG."|stage direction||
284|PAT|I can't, Mom. I can't.|speech|PAT|M
285|DOLORES|"I will call them. They'll come for
you."|speech|DOLORES|M
286|PAT|"Why would you do that? You wouldn't
do that. Why would you call them?
PAT SR.
What's up?"|speech|PAT|M
