|text|type
270|Cogburn|unknown
271|"22
Mr. Goudy"|unknown
272|Cogburn|unknown
273|Mr. Goudy|unknown
274|Cogburn|unknown
275|Mr. Goudy|unknown
276|Cogburn|unknown
277|Mr. Goudy|unknown
278|Cogburn|unknown
279|Mr. Goudy|unknown
280|Cogburn|unknown
281|Mr. Goudy|unknown
282|Cogburn|unknown
283|"23
Mr. Goudy"|unknown
284|Did you move the body after you shot him?|location
285|Cogburn|unknown
286|Why would I do that?|location
287|Mr. Goudy|unknown
288|You did not drag his body over to the fire? Fling his arm in?|location
289|Cogburn|unknown
290|No sir.|location
291|Mr. Goudy|unknown
292|"Two witnesses who arrived on the scene will testify to the
location of the body. You do not remember moving the
body? So it was a bushwack, as he tended his campfire?"|location
293|Mr. Barlow|unknown
294|Objection.|location
295|Cogburn|unknown
296|"I, if that was where the body was I might have moved him. I
do not remember."|location
297|Mr. Goudy|unknown
298|Why would you move the body, Mr. Cogburn?|location
299|Cogburn|unknown
300|"Them hogs rooting around might have moved him. I do not
remember."|location
301|Cogburn|unknown
302|Son of a goddamn bitch.|location
303|Mattie|unknown
304|Rooster Cogburn?|location
305|Cogburn|unknown
306|What is it.|location
307|24|unknown
308|Mattie|unknown
309|I would like to talk with you a minute.|stage direction
310|Cogburn|unknown
311|What is it.|stage direction
312|Mattie|unknown
313|They tell me you are a man with true grit.|stage direction
314|Cogburn|unknown
315|What do you want, girl? Speak up. It is suppertime.|stage direction
316|Mattie|unknown
317|Let me do that.|stage direction
318|". . . Your makings are too dry. I am looking for the man who
shot and killed my father, Frank Ross, in front of the
Monarch boarding house. The man's name is Tom Chaney.
They say he is over in Indian Territory and I need somebody
to go after him."|stage direction
319|Cogburn|unknown
320|What is your name, girl?|stage direction
321|Mattie|unknown
322|"My name is Mattie Ross. We are located in Yell County.
My mother is at home looking after my sister Victoria and
my brother Little Frank."|stage direction
323|Cogburn|unknown
324|"You had best go home to them. They will need help with the
churning."|stage direction
325|Mattie|unknown
326|"There is a fugitive warrant out for Chaney. The government
will pay you two dollars for bringing him in plus ten cents a
mile for each of you. On top of that I will pay you a fifty-
dollar reward."|stage direction
327|"25
Cogburn"|unknown
328|"What are you? (looks at the flour sack she holds) What've
you got there in your poke?"|stage direction
329|". . . By God! A Colt's dragoon! Why, you're no bigger than
a corn nubbin, what're you doing with a pistol like that?"|stage direction
330|Mattie|unknown
331|I intend to kill Tom Chaney with it if the law fails to do so.|stage direction
332|Cogburn|unknown
333|"Well, that piece will do the job--if you can find a high
stump to rest it on and a wall to put behind you."|stage direction
334|Mattie|unknown
335|"Nobody here knew my father and I am afraid nothing much
is going to be done about Chaney except I do it. My brother
is a child and my mother is indecisive and hobbled by grief."|stage direction
336|Cogburn|unknown
337|I don't believe you have fifty dollars.|stage direction
338|Mattie|unknown
339|"I will shortly. I have a contract with Colonel Stonehill which
he will make payment on tomorrow or the next day, once a
lawyer countersigns."|stage direction
340|Cogburn|unknown
341|"I don't believe fairy tales or sermons or stories about money,
baby sister. But thank you for the cigarette."|stage direction
342|26|unknown
343|"Landlady
Isn't your mother expecting you home, dear? I did not think
to see you this evening.
Mattie
My business is not yet finished. Mrs. Floyd, have any rooms
opened up? Grandma Turner. . . the bed is quite narrow.
Landlady
The second-floor back did open up but the gentleman on the
porch has just taken it. But don't worry yourself, dear--you
are not disturbing Grandma Turner."|unknown
344|"Cowboy
You are sleeping the day away.
27
Mattie"|unknown
345|I am not well.|stage direction
346|Cowboy|unknown
347|"You do not look well. My name is LeBoeuf. I have just
come from Yell County."|stage direction
348|Mattie|unknown
349|We have no rodeo clowns in Yell County.|stage direction
350|LeBoeuf|unknown
351|"A saucy line will not get you far with me. I saw your mother
yesterday morning. She says for you to come right on home."|stage direction
352|Mattie|unknown
353|Hm. What was your business there?|stage direction
354|LeBoeuf|unknown
355|This is a man I think you know.|stage direction
356|. . . You called him Tom Chaney, I believe. . .|stage direction
357|". . . though in the months I have been tracking him he has
used the names Theron Chelmsford, John Todd Andersen,
and others. He dallied in Monroe, Louisiana, and Pine Bluff,
Arkansas before turning up at your father's place."|stage direction
358|Mattie|unknown
359|"Why did you not catch him in Monroe, Louisiana or Pine
Bluff, Arkansas?"|stage direction
360|"28
LeBoeuf"|unknown
361|He is a crafty one.|stage direction
362|Mattie|unknown
363|I thought him slow-witted myself.|stage direction
364|LeBoeuf|unknown
365|That was his act.|stage direction
366|Mattie|unknown
367|It was a good one. Are you some kind of law?|stage direction
368|LeBoeuf|unknown
369|That's right. I am a Texas Ranger.|stage direction
370|Mattie|unknown
371|"That may make you a big noise in that state; in Arkansas you
should mind that your Texas trappings and title do not make
you an object of fun. Why have you been ineffectually
pursuing Chaney?"|stage direction
372|LeBoeuf|unknown
373|"He shot and killed a state senator named Bibbs down in
Waco, Texas. The Bibbs family have put out a reward."|stage direction
374|Mattie|unknown
375|How came Chaney to shoot a state senator?|stage direction
376|LeBoeuf|unknown
377|"My understanding is there was an argument about a dog. Do
you know anything about where Chaney has gone?"|stage direction
378|Mattie|unknown
379|"He is in the Territory, and I hold out little hope for you
earning your bounty."|stage direction
380|LeBoeuf|unknown
381|Why is that?|stage direction
382|Mattie|unknown
383|My man will beat you to it. I have hired a deputy marshal,|stage direction
384|29|unknown
385|"the toughest one they have, and he is familiar with the Lucky Ned Pepper
gang that they say Chaney has tied up with."|stage direction
386|LeBoeuf|unknown
387|Well, I will throw in with you and your marshal.|stage direction
388|Mattie|unknown
389|No. Marshal Cogburn and I are fine.|stage direction
390|LeBoeuf|unknown
391|"It'll be to our mutual advantage. Your marshal I presume
knows the Territory; I know Chaney. It is at least a two-man
job taking him alive."|stage direction
392|Mattie|unknown
393|"When Chaney is taken he is coming back to Fort Smith to
hang. I am not having him go to Texas to hang for shooting
some senator."|stage direction
394|LeBoeuf|unknown
395|Haw-haw! It is not important where he hangs, is it?|stage direction
396|Mattie|unknown
397|It is to me. Is it to you?|stage direction
398|LeBoeuf|unknown
399|"It means a great deal of money to me. It's been many
months' work."|stage direction
400|Mattie|unknown
401|"I'm sorry that you are paid piecework not on wages, and that
you have been eluded the winter long by a halfwit. Marshal
Cogburn and I are fine."|stage direction
402|LeBoeuf|unknown
403|"You give out very little sugar with your pronouncements.
While I sat there watching you I gave some thought to
stealing a kiss, though you are very young and sick and
unattractive to boot, but now I have a mind to give you five
or six good licks with my belt."|stage direction
404|"30
Mattie"|unknown
405|"One would be as unpleasant as the other. If you wet your
comb, it might tame that cowlick."|stage direction
406|Landlady|unknown
407|"Try some Dr. Underwood's. You may feel giddy but do not
be alarmed as that is only the medicine working."|stage direction
408|"Dr. Underwood's Bile Activator
Approved by Physicians and Clergymen"|unknown
409|Landlady|unknown
410|"I will charge you ten cents. It probably means a loss for me,
but it is hard to figure the exact proportion of the bottle. . ."|stage direction
411|31|unknown
412|32|unknown
413|Letter|unknown
414|"Mattie. I wish you would leave these matters entirely to me,
or at the very least do me the courtesy of consulting me
before entering such agreements. I am not scolding you, but
I am saying your headstrong ways will lead you into a tight
corner one day. I trust the enclosed document will let you
conclude your business and return to Dardanelle. Your
mother is in a panic and begging me to fetch you back home.
Yours, J. Noble Dagget."|stage direction
415|Mattie|unknown
416|"I was as bad yesterday as you look today. I was forced to
share a bed with Grandma Turner."|stage direction
417|Stonehill|unknown
418|"I am not acquainted with Grandma Turner. If she is a
resident of this city it does not surprise me that she carries
disease. I was told this malarial place was to be the Chicago
of the Southwest. Well, my little friend, it is not the Chicago
of the Southwest. I cannot rightly say what it is, but it has
ruined my health as it has my finances."|stage direction
419|33|unknown
420|. . . I owe you money.|location
421|Mattie|unknown
422|You have not traded poorly.|location
423|Stonehill|unknown
424|"Certainly not. I am paying you for a horse I do not possess
and have bought back a string of useless ponies I cannot sell
again."|location
425|Mattie|unknown
426|You are forgetting the gray horse.|location
427|Stonehill|unknown
428|Crowbait.|location
429|Mattie|unknown
430|You are looking at the thing in the wrong light.|location
431|Stonehill|unknown
432|I am looking at it in the light of God's eternal truth.|location
433|Mattie|unknown
434|"Your illness is putting you ""down in the dumps."" You will
soon find a buyer for the ponies."|location
435|Stonehill|unknown
436|"I have a tentative offer of ten dollars per head from the
Pfitzer Soap Works of Little Rock."|location
437|Mattie|unknown
438|It would be a shame to destroy such spirited horseflesh.|location
439|Stonehill|unknown
440|So it would. I am confident the deal will fall through.|location
441|Mattie|unknown
442|"Look here. I need a pony. I will pay ten dollars for one of
them."|location
443|"34
Stonehill"|unknown
444|"No. That was lot price. No no. Wait a minute. Are we
trading again? I just handed you twenty dollars each for
those ponies and you now propose to buy one back for ten?
Little girl: I will give you ten dollars to refrain from doing
any more business here. It would be the most astute deal I
have struck in Arkansas."|stage direction
445|Mattie|unknown
446|This one is beautiful.|stage direction
447|Stableboy|unknown
448|He don't know they's a person up there. You too light.|stage direction
449|Stableboy|unknown
450|He thinks he got a horsefly on him.|stage direction
451|"35
Mattie"|unknown
452|"He is very spirited. I will call him ""Little Blackie."""|stage direction
453|Stableboy|unknown
454|Das a good name.|stage direction
455|Mattie|unknown
456|What does he like for a treat?|stage direction
457|Stableboy|unknown
458|Ma'am, he is a horse, so he likes apples.|stage direction
459|Mattie|unknown
460|Thank Mr. Stonehill for me.|stage direction
461|Stableboy|unknown
462|No ma'am. . . I ain't s'posed to utter your name.|stage direction
463|Chinese|unknown
464|See. Sleep.|stage direction
465|Mattie|unknown
466|That is fine. I will wake him.|stage direction
467|Chinese|unknown
468|Won't like.|stage direction
469|36|unknown
470|Mattie|unknown
471|Mr. Cogburn, it is I. Mattie Ross, your employer.|stage direction
472|Rooster|unknown
473|Whuh.|stage direction
474|Mattie|unknown
475|How long til you are ready to go?|stage direction
476|Rooster|unknown
477|Go whar?|stage direction
478|Mattie|unknown
479|Into the Indian Territory. In pursuit of Tom Chaney.|stage direction
480|Rooster|unknown
481|Whah. . .|stage direction
482|. . . Oh.|stage direction
483|". . . Chaney. You are the bereaved girl with stories of El
Dorado. Mr. Lee! Why are you admitting callers!"|stage direction
484|Grocer|unknown
485|Toad her no good!|stage direction
486|Mattie|unknown
487|"I said fifty dollars to retrieve Chaney. You did not believe
me?"|stage direction
488|"37
Rooster
Well, I did not know. You are a hard one to figure.
Mattie
How long for you to make ready to depart?"|unknown
489|"Rooster
Well now wait now, sis. I remember your offer but do not
remember agreeing to it. If I'm going up against Ned
Pepper I will need a hundred dollars. I can tell you that
much. Hundred dollars! I am not pursuing his gang through
Arkansas, where there is law, and the criminal is out of his
element. They are in the Territory, in their element, where
there is no law and the marshal stands alone."|unknown
490|". . . Hundred dollars is the right amount. I will take those
fifty dollars in advance. There will be expenses.
Mattie
You are trying to take advantage of me.
Rooster
I am giving you the children's rate. I am not a sharper, I am
an old man sleeping in a rope bed in a room behind a
Chinese grocery. I should burn this damn thing. It is no
good for my back, sister. I have nothing."|unknown
491|"Mattie
You want to be kept in whiskey."|unknown
492|"Rooster
I don't have to buy that, I confiscate it. I am an officer of the
court."|unknown
493|38|unknown
494|. . . Thank you. Hundred dollars. That is the rate.|location
495|Mattie|unknown
496|I shall not niggle. Can we depart this afternoon?|location
497|Rooster|unknown
498|We?!|location
499|. . . You are not going. That is no part of it.|location
500|Mattie|unknown
501|"You misjudge me if you think I am silly enough to give you
fifty dollars and simply watch you ride off."|location
502|Rooster|unknown
503|I am a bonded U.S. marshal!|location
504|Mattie|unknown
505|That weighs but little with me. I will see the thing done.|location
506|Rooster|unknown
507|"You never said anything about this. I cannot go up against
Ned Pepper and a band of hard men and look after a baby at
the same time."|location
508|Mattie|unknown
509|I am not a baby.|location
510|Rooster|unknown
511|"I will not be stopping at boarding houses with warm beds
and plates of hot grub on the table. It will be traveling fast
and eating light. What little sleeping is done will take place
on the ground."|location
512|Mattie|unknown
513|"I have slept out at night. Papa took me and Little Frank coon
hunting last summer on the Petit Jean. We were in the
woods all night. We sat around a big fire and Yarnell told
ghost stories. We had a good time."|location
514|Rooster|unknown
515|"Coon hunting! This ain't no coon hunt, it don't come within
forty miles of being a coon hunt!"|location
516|"39
Mattie"|unknown
517|"It is the same idea as a coon hunt. You are just trying to
make your work sound harder than it is. Here is the money.
I aim to get Tom Chaney and if you are not game I will find
somebody who is game. All I have heard out of you so far is
talk. I know you can drink whiskey and snore and spit and
wallow in filth and bemoan your station. The rest has been
braggadocio. They told me you had grit and that is why I
came to you. I am not paying for talk. I can get all the talk I
need and more at the Monarch Boarding House."|stage direction
518|Rooster|unknown
519|"Leave the money. Meet me here tomorrow morning at seven
o'clock and we will begin our coon hunt."|stage direction
520|Mattie|unknown
521|"Dearest Mother. I am about to embark on a great adventure.
Or dare I call it a mission, for shall any of us rest easy ere
Papa's death is avenged? My investigations in Fort Smith
lead me to believe that Tom Chaney can be found and
brought to justice, and I have made arrangements to that end.
I will return to you once I have seen them properly carried
through. . ."|stage direction
522|"40
Mattie"|unknown
523|"But do not worry on my account. Though I walk through the
valley of the shadow of death, I shall fear no evil. The
author of all things watches over me. And I have a fine
horse. Kiss Little Frankie for me and pinch Violet's cheek.
I am off for the Choctaw Nation."|stage direction
524|Mattie|unknown
525|Where is Marshal Cogburn!|stage direction
526|Grocer|unknown
527|Went away. . .|stage direction
528|Mattie|unknown
529|Away! Where?|stage direction
530|Mattie|unknown
531|"Here inside is a train ticket for your return home. Use it. By
the time you read this I will be across the river in the Indian
nation. Pursuit would be futile. I will return with your man
Chaney. Leave me to my work. Reuben Cogburn."|stage direction
532|41|unknown
533|Mattie|unknown
534|Is that Marshal Cogburn?|stage direction
535|Ferryman|unknown
536|That is the man.|stage direction
537|Mattie|unknown
538|Who's he with?|stage direction
539|Ferryman|unknown
540|I do not know.|stage direction
541|Mattie|unknown
542|Take me across.|stage direction
543|Ferryman|unknown
544|"So you're the runaway. Marshal told me you'd show up.
I'm to present you to the sheriff."|stage direction
545|Mattie|unknown
546|"That is a story. Let go my horse. I have business across the
river."|stage direction
547|". . . Look Slim, if you don't turn around and take me across
you may find yourself in court where you don't want to be. I
have a good lawyer."|stage direction
548|Ferryman|unknown
549|Name ain't Slim.|stage direction
550|42|unknown
551|Mattie|unknown
552|Run, Little Blackie!|stage direction
553|Ferryman|unknown
554|Hey!|stage direction
555|Mattie|unknown
556|Good, Little Blackie!|stage direction
557|43|unknown
558|"Rooster
That's quite a horse."|unknown
