;classement;titre;annee;duree;categorie;realisateur;url;url_script
25;26.0;Robin Hood;(2010);140 min;"
Action, Adventure, Drama            ";Ridley Scott;;
26;27.0;The Chronicles of Narnia: The Voyage of the Dawn Treader;(2010);113 min;"
Adventure, Family, Fantasy            ";Michael Apted;;
27;28.0;The Expendables;(2010);103 min;"
Action, Adventure, Thriller            ";Sylvester Stallone;;
28;29.0;Due Date;(2010);95 min;"
Comedy, Drama            ";Todd Phillips;;
29;30.0;Yogi Bear;(2010);80 min;"
Animation, Adventure, Comedy            ";Eric Brevig;;
30;31.0;Date Night;(2010);88 min;"
Comedy, Crime, Romance            ";Shawn Levy;http://www.imsdb.com/Movie Scripts/Date Night Script.html;http://www.imsdb.com/scripts/Date-Night.html
31;32.0;The Social Network;(2010);120 min;"
Biography, Drama            ";David Fincher;;
32;33.0;Sex and the City 2;(2010);146 min;"
Comedy, Drama, Romance            ";Michael Patrick King;;
33;34.0;The Book of Eli;(2010);118 min;"
Action, Adventure, Drama            ";Albert Hughes;;
34;35.0;The Fighter;(I) (2010);116 min;"
Biography, Drama, Sport            ";David O. Russell;;
35;36.0;The Town;(2010);125 min;"
Crime, Drama, Thriller            ";Ben Affleck;;
36;37.0;Prince of Persia: The Sands of Time;(2010);116 min;"
Action, Adventure, Fantasy            ";Mike Newell;;
37;38.0;RED;(2010);111 min;"
Action, Comedy, Crime            ";Robert Schwentke;;
38;39.0;Percy Jackson & the Olympians: The Lightning Thief;(2010);118 min;"
Adventure, Family, Fantasy            ";Chris Columbus;;
39;40.0;Paranormal Activity 2;(2010);91 min;"
Horror            ";Tod Williams;;
40;41.0;Unstoppable;(2010);98 min;"
Action, Thriller            ";Tony Scott;;
41;42.0;Eat Pray Love;(2010);133 min;"
Drama, Romance            ";Ryan Murphy;;
42;43.0;Dear John;(I) (2010);108 min;"
Drama, Romance, War            ";Lasse Hallström;;
43;44.0;The A-Team;(2010);117 min;"
Action, Adventure, Comedy            ";Joe Carnahan;;
44;45.0;Knight and Day;(2010);109 min;"
Action, Comedy, Romance            ";James Mangold;;
45;46.0;Dinner for Schmucks;(2010);114 min;"
Comedy            ";Jay Roach;;
46;47.0;The Tourist;(2010);103 min;"
Action, Romance, Thriller            ";Florian Henckel von Donnersmarck;;
47;48.0;The Bounty Hunter;(I) (2010);110 min;"
Action, Comedy, Romance            ";Andy Tennant;;
48;49.0;Diary of a Wimpy Kid;(2010);94 min;"
Comedy, Family            ";Thor Freudenthal;;
49;50.0;The Sorcerer's Apprentice;(2010);109 min;"
Action, Adventure, Family            ";Jon Turteltaub;;
50;51.0;A Nightmare on Elm Street;(2010);95 min;"
Horror, Mystery, Thriller            ";Samuel Bayer;;
51;52.0;The Last Song;(2010);107 min;"
Drama, Family, Music            ";Julie Anne Robinson;;
52;53.0;The Wolfman;(2010);103 min;"
Drama, Fantasy, Horror            ";Joe Johnston;;
53;54.0;Get Him to the Greek;(2010);109 min;"
Comedy, Music            ";Nicholas Stoller;;
54;55.0;Resident Evil: Afterlife;(2010);97 min;"
Action, Adventure, Horror            ";Paul W.S. Anderson;;
55;56.0;Why Did I Get Married Too?;(2010);121 min;"
Comedy, Drama, Romance            ";Tyler Perry;;
56;57.0;Tooth Fairy;(I) (2010);101 min;"
Comedy, Family, Fantasy            ";Michael Lembeck;;
57;58.0;Secretariat;(2010);123 min;"
Biography, Drama, Family            ";Randall Wallace;;
58;59.0;Easy A;(2010);92 min;"
Comedy, Drama, Romance            ";Will Gluck;http://www.imsdb.com/Movie Scripts/Easy A Script.html;http://www.imsdb.com/scripts/Easy-A.html
59;60.0;Takers;(2010);107 min;"
Action, Crime, Thriller            ";John Luessenhop;;
60;61.0;Legend of the Guardians: The Owls of Ga'Hoole;(2010);97 min;"
Animation, Action, Adventure            ";Zack Snyder;;
61;62.0;Insidious;(I) (2010);103 min;"
Horror, Mystery, Thriller            ";James Wan;http://www.imsdb.com/Movie Scripts/Insidious Script.html;http://www.imsdb.com/scripts/Insidious.html
62;63.0;Life as We Know It;(2010);114 min;"
Comedy, Drama, Romance            ";Greg Berlanti;;
63;64.0;Letters to Juliet;(2010);105 min;"
Comedy, Drama, Romance            ";Gary Winick;;
64;65.0;Wall Street: Money Never Sleeps;(2010);133 min;"
Drama            ";Oliver Stone;http://www.imsdb.com/Movie Scripts/Wall Street: Money Never Sleeps Script.html;http://www.imsdb.com/scripts/Wall-Street-Money-Never-Sleeps.html
65;66.0;Predators;(2010);107 min;"
Action, Adventure, Sci-Fi            ";Nimród Antal;;
66;67.0;Hubble;(2010);44 min;"
Documentary            ";Toni Myers;;
67;68.0;Hot Tub Time Machine;(2010);101 min;"
Comedy, Sci-Fi            ";Steve Pink;http://www.imsdb.com/Movie Scripts/Hot Tub Time Machine Script.html;http://www.imsdb.com/scripts/Hot-Tub-Time-Machine.html
68;69.0;Kick-Ass;(2010);117 min;"
Action, Comedy            ";Matthew Vaughn;;
69;70.0;Killers;(2010);100 min;"
Action, Comedy, Romance            ";Robert Luketic;;
70;71.0;Saw 3D: The Final Chapter;(2010);90 min;"
Horror, Mystery            ";Kevin Greutert;;
71;72.0;Cop Out;(2010);107 min;"
Action, Comedy, Crime            ";Kevin Smith;;
72;73.0;Cats & Dogs: The Revenge of Kitty Galore;(2010);82 min;"
Action, Comedy, Family            ";Brad Peyton;;
73;74.0;Edge of Darkness;(2010);117 min;"
Crime, Drama, Mystery            ";Martin Campbell;;
74;75.0;Gulliver's Travels;(2010);85 min;"
Adventure, Comedy, Family            ";Rob Letterman;;
75;76.0;Death at a Funeral;(2010);92 min;"
Comedy            ";Neil LaBute;http://www.imsdb.com/Movie Scripts/Death at a Funeral Script.html;http://www.imsdb.com/scripts/Death-at-a-Funeral.html
76;77.0;Step Up 3D;(2010);107 min;"
Drama, Music, Romance            ";Jon M. Chu;;
77;78.0;Le dernier exorcisme;(2010);87 min;"
Drama, Horror, Thriller            ";Daniel Stamm;;
78;79.0;Legion;(2010);100 min;"
Action, Fantasy, Horror            ";Scott Stewart;http://www.imsdb.com/Movie Scripts/Legion Script.html;http://www.imsdb.com/scripts/Legion.html
79;80.0;Burlesque;(I) (2010);119 min;"
Drama, Music, Musical            ";Steve Antin;http://www.imsdb.com/Movie Scripts/Burlesque Script.html;http://www.imsdb.com/scripts/Burlesque.html
80;81.0;The Crazies;(2010);101 min;"
Horror, Thriller            ";Breck Eisner;;
81;82.0;For Colored Girls;(2010);133 min;"
Drama            ";Tyler Perry;;
82;83.0;The Back-up Plan;(2010);104 min;"
Comedy, Romance            ";Alan Poul;;
83;84.0;Vampires Suck;(2010);82 min;"
Comedy            ";Jason Friedberg;;
84;85.0;The American;(2010);105 min;"
Crime, Drama, Thriller            ";Anton Corbijn;;
85;86.0;Green Zone;(2010);115 min;"
Action, Drama, Thriller            ";Paul Greengrass;;
86;87.0;Marmaduke;(2010);87 min;"
Comedy, Family            ";Tom Dey;;
87;88.0;Devil;(2010);80 min;"
Horror, Mystery, Thriller            ";John Erick Dowdle;;
88;89.0;Hereafter;(2010);129 min;"
Drama, Fantasy            ";Clint Eastwood;;
89;90.0;When in Rome;(2010);91 min;"
Comedy, Romance            ";Mark Steven Johnson;;
90;91.0;Love & Other Drugs;(2010);112 min;"
Comedy, Drama, Romance            ";Edward Zwick;;
91;92.0;She's Out of My League;(2010);104 min;"
Comedy, Romance            ";Jim Field Smith;http://www.imsdb.com/Movie Scripts/She's Out of My League Script.html;http://www.imsdb.com/scripts/She's-Out-of-My-League.html
92;93.0;Scott Pilgrim vs. the World;(2010);112 min;"
Action, Comedy, Fantasy            ";Edgar Wright;;
93;94.0;The Debt;(I) (2010);113 min;"
Drama, Thriller            ";John Madden;;
94;95.0;Charlie St. Cloud;(2010);99 min;"
Drama, Fantasy, Romance            ";Burr Steers;;
95;96.0;Morning Glory;(2010);107 min;"
Comedy, Drama, Romance            ";Roger Michell;;
96;97.0;How Do You Know;(2010);121 min;"
Comedy, Drama, Romance            ";James L. Brooks;;
97;98.0;Nanny McPhee Returns;(2010);109 min;"
Comedy, Family, Fantasy            ";Susanna White;;
98;99.0;The Switch;(I) (2010);101 min;"
Comedy, Drama, Romance            ";Josh Gordon;;
99;100.0;Machete;(2010);105 min;"
Action, Crime, Thriller            ";Ethan Maniquis;http://www.imsdb.com/Movie Scripts/Machete Script.html;http://www.imsdb.com/scripts/Machete.html
