|character|text|type
11||"MAN ON CELL studies the convoy, his hair tossed by wind.
CROSS-HAIR push left of target, compensating for windage.
SFX: Chris takes a deep inhale, holds it, then expels.
His finger is taking up trigger-slack when the man dips
his shoulder slightly. Chris holds off as--
MAN ON CELL hangs up and steps away."|stage direction
12||(keys mike)|unknown
13|CHRIS KYLE|He stepped off.|speech
14||"Chris sucks air. Close. The ambient world floods back in.
Barked orders, diesel engines and--
A WOMAN AND KID exit the same structure. They're headed
up the sidewalk but cut sharply into the street."|stage direction
15||(keys mike)|unknown
16|CHRIS KYLE|"Hold up. I got a woman and a kid, 200
yards out, moving toward the convoy."|speech
17||(ECU)-- The woman cradles something beneath her robes.|stage direction
18|CHRIS KYLE|"Her arms aren't swinging. She's carrying
something."|speech
19||"CROSS-HAIRS ON WOMAN as she pulls a cylindrical object
from her robes. His vision obscured but--"|stage direction
20|CHRIS KYLE|"She just pulled a grenade. An RKG Russian
grenade. I think she gave it to the kid."|speech
21|COMMANDING OFFICER (OS)|--you say a woman and kid?|speech
22||"(03.18.14)                       3.
SFX: his heart-beat, THUMP-THUMP THUMP-THUMP THUMP-THUMP.
CHRIS KYLE
You got eyes on this? Can you confirm?
COMMANDING OFFICER (OS)
Negative. You know the ROEs. Your call.
GOAT (OC)
They fry you if you're wrong. Send your
ass to Leavenworth.
THE KID moves toward the convoy with the grenade.
CHRIS KYLE (OC)
Fuck--
MOTHER motions the Kid to hurry along (ECU)-- her robes
flutter, trash blows in the street, the dust off her
son's footsteps; all blowing the same direction.
THE KID sprints toward the Marines.
IN THE STREET
YOUNG MARINES. Wading into war. Boots scuffing dirt.
CLOSE ON CHRIS
His exhale hisses from tobacco-stained teeth. Breathe it
down. He struggles to get calm, fighting for control.
SFX: THUMP-THUMP THUMP-THUMP THUMP--
CROSS-HAIRS left of the running target, leading him,
compensating for a dozen different considerations as--
He pauses upon exhale. The world goes quiet. Landscape
pulses with color and focus. He stokes the trigger and--
THE BULLET
Leaps from the barrel. Cracks like a whip. The .300 round
hurls forward, glinting as it enters the flesh of--
A WHITE-TAIL BUCK
It staggers, draws and topples to the ground. We are--"|unknown
23||4   EXT. HILLS, WEST TEXAS - PRE-DAWN                           4|stage direction
24||"A field shrouded in fog. CHRIS KYLE(8) jumps from a deer
blind, innocent and excited, running toward the buck.
(03.18.14)                          4.
MAN'S VOICE
Get back here.
Chris stops, turns back. WAYNE KYLE, his father, is
sturdy and earnest with mutton chops and Texas calm.
WAYNE
Don't ever leave your gun in the dirt.
CHRIS
Yes, sir.
WAYNE
Helluva shot, son. You got a gift. You're
gonna make a fine hunter someday.
Chris nods, clear-eyed, as if hearing the whisper of
destiny. He grabs the .30-06, running again, bounding to--
THE BUCK
Glassy brown eyes look up at Chris. It's still alive.
WAYNE
Everything dies to give life.
CHRIS
Can it see me?
WAYNE
It's a deer, son.
Chris processes his first kill, watching as-- (ECU) a
flea crawls around the animal's inner-ear.
WAYNE KYLE
(hands him hunting knife)
You shot it, you deal with it.
Chris straddles the deer. It tries to gouge him. He looks
frightened but drags the blade across its neck."|unknown
25||"5   OMITTED                                                      5
6   INT. CHURCH                                                  6"|stage direction
26||"A Protestant church. CHRIS is dressed in Sunday best,
shuffling pages of a LITTLE BLUE BIBLE to create breeze.
(03.18.14)                          5.
PASTOR
We don't see with his eyes so we don't
know the glory of his plan. Our lives
unfold before us like puzzling
reflections in a mirror. But on the day
we rise, we will see with clarity and
understand the mystery of his ways--"|unknown
27||"JEFF(6), his reedy little brother, watches Chris slip the
Bible in his pocket. Jeff laughs and gets smacked by--
DEBBIE, their mother. She wears big oval glasses and runs
a wayward-boys home with that same steady hand."|location
28||"7    OMITTED                                                     7
8    INT. CHRIS' BEDROOM                                         8"|stage direction
29||"Dust motes drift across a dresser, settling on a Pop-
Warner football, that BLUE BIBLE, and METALLIC TOY
SOLDIERS guarding the bullet casing from his first buck."|location
30||"WAYNE KYLE (VO)
There are three types of people in this
world. Sheep, wolves and sheepdogs."|unknown
31||PUSH THROUGH the modest ranch house into--|location
32||9    INT. DINING ROOM                                            9|stage direction
33||WAYNE lectures his boys over venison.|location
34||"WAYNE KYLE
Some people prefer to believe that evil
doesn't exist in the world, and if it
ever darkened their doorstep they
wouldn't know how to protect
themselves... those are the sheep."|unknown
35||Jeff bites back tears. Chris looks troubled.|location
36||10   EXT. SCHOOLYARD                                             10|stage direction
37||"FROM THE BACK, we watch a BIG BULLY pummel a KID ON THE
GROUND. His meaty fists coming down repeatedly as--"|location
38||"WAYNE KYLE (VO)
Then you got predators who use violence
to prey on the weak. They're the wolves.
(03.18.14)                      6."|unknown
39||"KID ON THE GROUND is JEFF, his nose bloody. PUSH TOWARD
the fight--(ECU) blood flecks fly from the Bully's fist."|location
40||"WAYNE KYLE (VO)
Then there are those blessed with the
gift of aggression and an overpowering
need to protect the flock."|unknown
41||"A FIST CONNECTS with BIG BULLY's temple. He goes down.
Chris stands over the bully, beating the tar out of him."|location
42||"WAYNE KYLE (VO)
These men are the rare breed that live to
confront the wolf--"|unknown
43||11   EXT. FIELD                                                 11|stage direction
44||"CHRIS stands with his arms extended. Wind blows dirt off
his palms and it plumes out across the land."|location
45||"WAYNE KYLE (VO)
They are the sheepdog."|unknown
46||12   INT. DINING ROOM                                           12|stage direction
47||"WAYNE removes his belt and lays it on the table. CHRIS
looks at it, worried."|location
48||"WAYNE KYLE
Now we're not raising any sheep in this
family and I will whoop your ass if you
turn into a wolf--
DEBBY
Wayne--
WAYNE
But we take care of our own. And if
someone picks a fight with you or bullies
your brother, you have my permission to
finish it.
CHRIS
The guy was picking on Jeff.
WAYNE KYLE
That true?
JEFF
(eye swollen)
Yes sir... Yes, he was...
(03.18.14)                         7.
WAYNE KYLE
(turns to Chris)
And did you finish it?"|unknown
49||Chris shows the swollen knuckles of his hand, and nods.|location
50||"WAYNE
Then you know who you are..."|unknown
51||13   EXT. BARN                                                   13|stage direction
52||"A GROWN MAN(CHRIS) exits the barn into the light of day.
Behind him, horns of dozens of bucks cover the wall."|location
53||"WAYNE (VO)
You know your purpose."|unknown
54||The barn door closes leaving us in brindled darkness.|location
55||"""AMERICAN SNIPER"""|unknown
56||14   EXT. RODEO ARENA                                            14|stage direction
57||"A hand grips the tie on a bronc. CHRIS sits bareback atop
the horse, its nostrils steaming, eyes shock wide. (ECU)--
a hair-line crack along its right front hoof.
BUZZER SOUNDS. GATE OPENS. The bronco leaps out. Empty
stands blur past. The Bronc and Chris united in a futile
struggle. He leans right, the bronc circles right,
staying off that bad hoof. Chris makes the buzzer but--
He gets tossed on dismount. The bronco stomps his hand.
He scrambles out of the ring as RODEO CLOWNS distract it.
FIND JEFF(19) ringside, with tight lips and severe eyes.
He looks over the empty arena, laughing."|location
58||15   INT. FORD TRUCK                                             15|stage direction
59||"Headlights rattle over a dirt road. JEFF drives. CHRIS
rides, BAG OF ICE on hand, BELT BUCKLE prize on the dash.
He stares into the field where A WILD HORSE, races
alongside them, a spectral image in the darkness."|location
60||"JEFF
Wasn't nobody there and you come away
with a belt buckle too damn big to wear.
What you supposed to do with it?
(03.18.14)                          8.
CHRIS
(grabs belt buckle)
You're supposed to get laid with it. I'm
gonna wear it in and see if it puts Sarah
in the mood.
JEFF
A strong wind'd put Sarah in the mood.
CHRIS
Is that what they say?
JEFF
You know what they called her in high
school--
CHRIS
Don't say it.
JEFF
Sarah suck-a--"|unknown
61||Chris swings his bag of ice, smacks Jeff in the face.|location
62||"JEFF
Shit man--"|unknown
63||"He swerves off the road. The truck almost coming apart
before he ramps back up, coming to a dusty halt outside--"|location
64||16   EXT. BUNKHOUSE                                              16|stage direction
65||"Spanish moss hangs over a shackle-board residence. Chris
tumbles out the truck, clips on the belt buckle and--"|location
66||17   INT. BUNKHOUSE                                              17|stage direction
67||"CHRIS swaggers into the narrow bunkhouse. A sheet hangs
in back, separating sleeping area from living area."|location
68||"CHRIS
Who wants to hump a rodeo star?"|unknown
69||"Movement back there. A MAN ASS suddenly protrudes from
the curtain as a BURLY COWBOY-TYPE climbs into jeans."|location
70||"CHRIS
What the fuck--"|unknown
71||SARAH steps out, his high school sweetheart all grown up.|location
72||"(03.18.14)                          9.
SARAH
You said you wasn't coming home until
tomorrow.
CHRIS
(wounded)
Why would you do this?"|unknown
73||Cowboy leaves his shirt open flaunting a big hairy chest.|location
74||"SARAH
Just let him out. He didn't know...
CHRIS
(shamed, steps aside)
You didn't know?"|unknown
75||"Cowboy doesn't answer. Chris SLAMS HIS HEAD into the
refrigerator and ramps him out the front door."|location
76||"SARAH
What the fuck is wrong with you! What'd
you expect? You drag me out here then run
off with your damn brother every weekend!
CHRIS
Get out."|unknown
77||She jumps at the chance-- ripping clothes out of closets.|location
78||"SARAH
You think you're a cowboy cause you
rodeo? You're no cowboy. You're just a
lousy ranch-hand and a shitty fuckin lay!"|unknown
79||"The door slams behind her. Chris stares at the dent in
the fridge, wounded. He opens it and pulls out a beer."|location
80||18   LATER                                                       18|stage direction
81||"TV plays across Chris' drunken face. He lays on the sofa,
a beer on his chest. JEFF is sprawled in a chair."|location
82||"JEFF
Some people ain't worth fighting for.
CHRIS
But she was right...
JEFF
(closing his eyes)
A job is a job. At least we're outside.
(03.18.14)                         10."|unknown
83||"Chris is bleary, lost and drifting to sleep. The images
on the TV don't immediately register but--
NEWS FOOTAGE of the WORLD TRADE CENTER BOMBING (1993)
plays on TV. An explosion has demolished the garage."|location
84||"NEWS ANCHOR (OS)
--group of radical militants called Al-
Qaeda are taking credit for a bombing
that left six dead and hundreds injured--"|unknown
85||American flags at half mast. His chest rises and falls--|location
86||"CHRIS
Jeff, wake up. Look at this--"|unknown
87||"The faces of INNOCENT VICTIMS play across the screen.
Chris' injured hand slowly curls into a fist."|location
88||"CHRIS
Look what they did..."|unknown
89||19   INT. NAVY RECRUITING OFFICE                                19|stage direction
90||"Posters of destroyers on walls. The NAVY RECRUITER is
lean and shrewd."|location
91||"CHRIS
I saw what they did, on our soil, and--
NAVY RECRUITER
And you're from Texas and you're a
patriot so it pissed you off.
CHRIS
Yes, sir. But I can't see myself on a
ship. I'd wanna be in the fight--
NAVY RECRUITER
You wanna fight? Meet the warrior elite."|unknown
92||"He slides him a brochure-- ""NAVY SEALS"" emerge from the
water, armed and bound for glory."|location
93||"CHRIS KYLE
SEALs?
NAVY RECRUITER
Sea, Air and Land.
CHRIS
I ain't much of a swimmer--
(03.18.14)                          11.
NAVY RECRUITER
(taking brochure back)
This isn't for the faint of heart. Most
men wash-out. They quit--
CHRIS
(cutting him off)
I'm not most men, sir. I don't quit."|unknown
94||"20   OMITTED                                                     20
21   OMITTED                                                     21
22   EXT. NAVAL SPECIAL WARFARE CENTER / ""THE GRINDER"" - DAY     22"|stage direction
95||"CHRIS and 50 OTHER CANDIDATES lay on their backs doing
flutter-kicks on a patch of blacktop surrounded by beige
buildings. INSTRUCTORS wield hoses."|location
96||"INSTRUCTOR ROLLE
(sprays Chris in the face)
You a quitter, boy?
CHRIS KYLE
No, sir!
INSTRUCTOR ROLLE
Bullshit, you are fleet-meat. Don't turn
away. Look up and take it. You're old as
fuck. Did you join the Navy cause you had
such a good time on Noah's Arc? How old
are you?
CHRIS
30, sir.
INSTRUCTOR ROLLE
30! You fart dust and could've fathered
half these boys. You think cause you had
a pop-gun back in Texas you're cut out to
be a SEAL?
CHRIS
No, sir.
INSTRUCTOR ROLLE
No, you're not cut out to be one?"|unknown
97||Chris is twisted in agony and clearly dislikes the water.|location
98||(03.18.14)                         12.|unknown
99|INSTRUCTOR ROLLE|"What kind of asshole joins the Navy but
hates the water."|speech
100|CHRIS|I love water, hooyah.|speech
101|INSTRUCTOR ROLLE|My ass you do.|speech
102||"A CANDIDATE chokes a giggle. Rolle wheels around on--
RYAN JOB(24), a goofy, overweight Oregon kid who looks
like he should be taking orders at a drive-thru window."|stage direction
103|INSTRUCTOR ROLLE|"Is that you giggling you fat fuck? Look
at you. You're so fat they had to baptize
you at Sea World. Your momma fat too?"|speech
104|RYAN|No sir, she's not.|speech
105|INSTRUCTOR ROLLE|"Don't lie to me! I bet we could use her
panties as a parachute. What the fuck are
you doing here fatboy? Do your feet get
wet when you shower? When's the last time
you saw your pecker? You're not a Seal,
you're a fuckin Walrus. A big giggling
Walrus. ""Biggles"" that's your new name--"|speech
106||"""BIGGLES"" is choking, coughing, struggling. ROLLE points
to A BRASS BELL mounted on the back of a truck."|stage direction
107|INSTRUCTOR ROLLE|"--and that's your ticket home. Just drag
your jelly-roll ass up and ring it and
you'll be headed home to momma Shamu."|speech
108||BIGGLES is beaten, legs giving out, ready to quit when--|stage direction
109||(draws Rolle off Biggles)|unknown
110|CHRIS (OC)|Two hundred.|speech
111||(whirls around, hosing)|unknown
112|INSTRUCTOR ROLLE|Did I ask you to count?|speech
113|CHRIS|No, sir.|speech
114||"(03.18.14)                         13.
INSTRUCTOR ROLLE
Was that your ass talking then?"|unknown
115||"THE BELL RINGS. Chris jerks up, worried it was Biggles
but-- an ATHLETIC CANDIDATE staggers off."|location
116||"INSTRUCTOR ROLLE
That's a quitter. If he quits here, he'll
quit in battle. When shit gets hairy he
can't step up. You get shot, he can't
pull you out. We're gonna weed out the
quitters and see if we can find a warrior
or two."|unknown
117||Chris and Biggles share a look, a vow, as--|location
118||"INSTRUCTOR ROLLE
Wave goodbye to the sun, boys..."|unknown
119||"23   OMITTED                                                     23
24   EXT. BEACH - ""SNAKE PIT"" - NIGHT                            24"|stage direction
120||"A bonfire crackles atop a sand dune. CANDIDATES crouch in
a pit they dug, hugging oars, shivering with hypothermia.
CHRIS stands over the ditch, trying to make INSTRUCTORS
laugh to earn a place by the fire beside BIGGLES."|location
121||"CHRIS
--and when I told her the condom broke
she started crying and begging me to do
something. And I'm a virgin, I don't know
what to do, but I'd heard if you pour
Coke up there you won't get pregnant--
(guys start laughing)
So we went to 7-11, got a liter of Coke
and drove back into the woods. She took
her panties off and did a handstand
against a tree but when I start pouring,
she starts screaming, ""it stings, it
stings"" but when I'd stop, she'd scream
""no don't stop"" and it's fizzing out and--"|unknown
122||INSTRUCTORS in stitches. Fire flickering off Chris' face.|location
123||"25   EXT. ""MUD FLATS"" - DAY                                      25"|stage direction
124||"Fog shrouds CANDIDATES COVERED IN MUD, seated belly-to-
back, chattering and quaking, hypothermic.
""INSTRUCTOR TONY""(34), a salty cholo, walks their line."|location
125||(03.18.14)                          14.|unknown
126|"INSTRUCTOR ""TONY"""|"You really from Connecticut, Dauber? I
never met a hick from Hartford."|speech
127||"""DAUBER"" is 6'4"" and 240 with a flop of yellow hair like
the character from Coach. A sleepy Connecticut cowboy."|stage direction
128|DAUBER|Country is countrywide, sir.|speech
129|"INSTRUCTOR ""TONY"""|"I don't think he likes black dudes, ""D""."|speech
130||"""D"" is African American, from Indiana, stoic and stacked.
He has a rhythmic grumble and a meat-eater's glare."|stage direction
131|"""D"""|That's alright, sir. I'm not black.|speech
132|"INSTRUCTOR ""TONY"""|No?|speech
133|"""D"""|"No, I'm new black. We run slow, jump low,
swim good and shop at Gap. We make white
folk proud then hose their ladies."|speech
134||"""BIGGLES"" still giggles, but he's looking fit as they
chip away everything that isn't a Navy Seal."|stage direction
135|"INSTRUCTOR ""TONY"""|"You hungry Biggles? I'd bet you'd eat the
ass out of a low-flying duck."|speech
136|BIGGLES|"Hooyah. I'd toss that critter shitter on
a baguette and get my eat on."|speech
137||"""SQUIRREL"" is a San Clemente surfer kid, just tall enough
to ride roller-coaster, with a jutty jaw."|stage direction
138||(screams in his face)|unknown
139|"INSTRUCTOR ""TONY"""|Squirrel! Where'd you hide your nuts?|speech
140|SQUIRREL|"Nuts crawled up inside. The little shits
are gone for good."|speech
141||"""CHRIS"" sits up front, covered in mud. His eyes burn
steely blue, full of resolve. He's found himself here."|stage direction
142|"INSTRUCTOR ""TONY"""|How about you old man? How you feeling?|speech
143||"(03.18.14)                          15.
CHRIS KYLE
Dangerous, sir. Feeling dangerous."|unknown
144||"The boys send up a spirited ""HOOYAH"" and-- TONY looks
them over with some small measure of approval."|location
145||26   EXT. BEACH - SUNSET                                         26|stage direction
146||"The INSTRUCTOR CADRE watches 32 CANDIDATES SWARM each
other, howling and dog-piling at the end of hell-week."|location
147||"27   OMITTED                                                     27
28   OMITTED                                                     28
29   INT. MULONEY'S BAR - NIGHT                                  29"|stage direction
148||"A crowd watches the boys toss darts at a bulls-eye drawn
on DAUBER'S naked back. At the bar, BIGGLES and CHRIS--"|location
149||"CHRIS
I'm gonna try and get into sniper school.
BIGGLES
Can you shoot?
CHRIS
I can hunt. And what's cooler than being
a sniper?
BIGGLES
Blowing shit up. Blowing shit up is way
cooler."|unknown
150||"A brunette steps to the bar. A sharp object with heavy
eye-shadow and tight leather pants. This girl owns her
sexuality but she's often been used for it.
This is ""TAYA"". She is trying to ignore the advances of A
SHORT NAVY GUY but he's relentless. Chris watches as
(ECU)-- Taya's fingertips whiten, gripping her glass.
Chris edges closer, she looks up, defensive-- but he just
stands there, letting his protective presence be felt."|location
151||"DAPPER NAVY GUY (OC)
Come on, just let me buy you a drink.
(03.18.14)                          16."|unknown
152||(end of her rope)|unknown
153|TAYA|"Will a drink make you 6 inches taller and
charming? Will it make you not married?"|speech
154|DAPPER NAVY GUY|I'm not--|speech
155|TAYA|"I watched you take your ring off. Don't
be a scumbag. Go home."|speech
156||Navy Guy retreats. Taya sips her scotch, doesn't look up.|stage direction
157|CHRIS|It could be the leather pants.|speech
158|TAYA|"Yeah? What kind of pants does a girl have
to wear to be left alone?"|speech
159|CHRIS|Corduroy.|speech
160||She takes him in. Loose sweatshirt, no hair gel.|stage direction
161|TAYA|"Is that how it is with you guys--
suddenly single after three beers?"|speech
162|CHRIS|"Only thing that happens to me after three
beers is a fourth."|speech
163|TAYA|That's great. A real red-neck.|speech
164|CHRIS|I'm no redneck, I'm a Texan.|speech
165|TAYA|What's the difference?|speech
166|CHRIS|We ride horses, they ride their cousins.|speech
167||(almost laughs)|unknown
168|TAYA|"What do you do for work? You look like
military."|speech
169||(03.18.14)                     17.|unknown
170|CHRIS|"I polish dolphins. They have to be
polished in captivity or their skin
disintegrates."|speech
171|TAYA|Do I look stupid to you?|speech
172|CHRIS|To be honest, you look a little sad.|speech
173||She's taken aback by his observation.|stage direction
174|CHRIS|So am I tall enough to buy you a drink?|speech
175|TAYA|Not until you tell me what you do.|speech
176|CHRIS|How about this: one shot, one answer.|speech
177||Chris passes her a shot. She throws it back, fierce.|stage direction
178|TAYA|You're obviously military. What branch?|speech
179|CHRIS|I'm just finishing BUD/S.|speech
180|TAYA|Are you kidding me? You're a SEAL?|speech
181|CHRIS|That was two questions...|speech
182||(two angry shots)|unknown
183|TAYA|"I know all about you guys. My sister was
engaged to a SEAL."|speech
184|CHRIS|What's that mean you know all about us?|speech
185|TAYA|"You're a bunch of arrogant, self-centered
pricks who think you can lie and do
whatever the fuck you want."|speech
186||(pushes him a shot)|unknown
187|TAYA|I'd never date a SEAL.|speech
188||(03.18.14)                   18.|unknown
189||(confused)|unknown
190|CHRIS|"How can you say we're self-centered? I'd
lay down my life for my country."|speech
191|TAYA|Why?|speech
192|CHRIS|"Cause it's the greatest country on earth
and I believe it's worth protecting."|speech
193||(climbs off stool)|unknown
194|CHRIS|"I'm sorry this guy hurt your sister but
that's not me. Nice talking to you."|speech
195|TAYA|Where are you going?|speech
196|CHRIS|"You said you'd never date a SEAL, so I'm
going home."|speech
197|TAYA|I said I'd never marry one.|speech
198||It's a lie and they both know it.|stage direction
199|CHRIS|Well in that case... what's your name?|speech
200|TAYA|Taya.|speech
201|CHRIS|Nice to meet you, Taya. I'm Chris Kyle.|speech
202||(liquor softening her)|unknown
203|TAYA|"Pretty egotistical of you to think you
can protect us all, isn't it Chris?"|speech
204|CHRIS|"Our instructors say our biggest enemies
are ego, liquor, and women."|speech
205|TAYA|Sounds like you're under attack.|speech
206||She levels a look and downs another shot--|stage direction
207||(03.18.14)                        19.|unknown
208||30   EXT. MULRONEY'S BAR, PARKING LOT - LATER                    30|stage direction
209||"Mist rolls in. Chris holds Taya's hair as she pukes. She
takes a deep breath, wipes her mouth--"|location
210||"TAYA
--I'm not going home with you so don't
even think about it."|unknown
211||She smiles, then turns to puke again--|location
212||"31   EXT. RANGE - ""SNIPER SCHOOL"" - CAMP BILLY MACHEN - DAY      31"|stage direction
213||"An arid range with human-shaped targets. PETTY OFFICER
TOSH (Irish/Japanese, nasty) walks past prone students."|location
214||"PO TOSH
Feel breath filling every cell of your
body. This is our ritual. We master our
breath, we master our mind---"|unknown
215||"FIND CHRIS on .300 Win-Mag. Both eyes open. Dip packed.
Deep breaths. His finger taking up the trigger-slack."|location
216||"PO TOSH
--pulling the trigger will become an
unconscious effort. You will be aware of
it but not directing it. And as you
exhale, find your natural respiratory
pause and the space between heart-beats."|unknown
217||Chris exhales, pauses, strokes-- BAM!|location
218||32   INT. DOCTOR'S OFFICE                                        32|stage direction
219||"A ZOLOFT BROCHURE shows smiling faces. TAYA wears a suit-
skirt and tries to mimic the esprit of the brochure. She
leaves a box of samples with the RECEPTIONIST but her
smile fades as she pulls her trolley to the door--"|location
220||33   INT. TAYA'S CONDO - DAY                                     33|stage direction
221||"Blades of light leak through closed blinds. Taya hides
under blankets on the sofa. PHONE RINGS, goes to message:"|location
222||"CHRIS (OS)
It's me again. The guy whose shoes you
puked on? I was thinking maybe you didn't
get my last message. Or the one before
that. So, I figured--
(03.18.14)                        20."|unknown
223||She snatches up the phone--|location
224||"TAYA
You figured what?"|unknown
225||--looking for a reason not to be alone.|location
226||34   EXT. RANGE - CAMP BILLY MACHEN - DAY                      34|stage direction
227||ON CHRIS, both eyes open looking downrange.|location
228||"PO TOSH (OC)
Aim small, miss small. If you aim for his
shirt button, you might miss by two
inches. If you aim for his shirt, you
miss by two feet.
(over Chris, raises binocs)
You better close those groupings, Kyle."|unknown
229||Chris chases his breath, trying to focus, but--|location
230||35   EXT. OCEANSIDE PIER - DUSK                                35|stage direction
231||"PAN ACROSS a ""target shoot"" game to a bench overlooking
surf. CHRIS and TAYA sit with a GIANT TEDDY BEAR."|location
232||"TAYA
Did you always want to be a soldier?
CHRIS
I wanted to be a cowboy-- but I did that
and I felt like I was meant for more.
TAYA
So you started rescuing girls from bars?
CHRIS
I rescued that bar from you."|unknown
233||She smiles at his sweetness.|location
234||"CHRIS
Do you like country music?
TAYA
Only when I'm depressed.
CHRIS
You want kids?
(03.18.14)                          21.
TAYA
Someday. My mom says I have a nose for
picking the wrong men.
CHRIS
That's a shitty thing to tell a girl.
TAYA
I've proven her right.
CHRIS
But those wrong picks put you here. They
made you who you are. And I like who you
are.
The Ferris wheel casts its glow on them.
TAYA
What happens when there's a real person
on the other end of that gun?
CHRIS"|unknown
235||"I don't know... I just pray I can do my
job if that day comes.
It weighs on him. And she feels safe.
BACK TO:"|unknown
236||35A   EXT. RANGE - CAMP BILLY MACHEN                            35A|stage direction
237||"PO TOSH (on spotting scope) stands over CHRIS. Mirage
boils off the horizon at 35 degree angle, pushed by wind.
BAM! Chris' shot hits the outer edge of target.
PO TOSH
Mirage is boiling at 35 degree angle.
CHRIS
Check. I'm dialed for windage.
PO TOSH
Hold right-four, up-two.
BAM! He misses. It spits dirt. Not even close.
PO TOSH
Are we looking at the same target?
(03.18.14)                          22."|unknown
238||36    INT. TAYA'S CONDO - NIGHT                                   36|stage direction
239||"CHRIS sits on the couch, anxious, until TAYA appears in
the hall in lingerie. She slinks closer, straddling him,
determined to blow his mind but--
CHRIS
You're trembling...
TAYA
I know. I don't...
She finds his eyes. Finds her breath.
CHRIS
We don't have to do this...
TAYA
I want to. I do...
He gently lifts her up and lays her across the couch.
ANOTHER ANGLE
Soft light on pale bodies. Taya writhes with impatient
longing but Chris' steady hand forces her into the
present. She's swept up, eyes filling with tears as he
eases into her-- she gasps and arcs and draws him deeper."|unknown
240||36A   EXT. RANGE - CAMP BILLY MACHEN                             36A|stage direction
241||"PO TOSH stands over CHRIS, fed up now.
PO TOSH
You need to shut your off-eye.
CHRIS
If I close my off-eye I can't see what's
out there.
PO TOSH (OC)
There is nothing out there but a target.
CHRIS
Negative. There's something--
CHRIS POV (BOTH EYES VIEW)
The circular scope floats over the target. Left of scope,
a SWATCH OF GRASS doesn't sway like the rest.
(03.18.14)                       23.
PO TOSH
Give me 50 push-ups. Clear and safe. Push
`em out."|unknown
242||"The scope drifts left of target-- BAM! A RATTLESNAKE is
flung through the air, blown to shit, 500 yards out."|location
243||"CHRIS
There it is."|unknown
244||He sets the rifle aside and starts cranking out push-ups.|location
245||"37   OMITTED                                                     37
38   OMITTED                                                     38
39   INT. BEDROOM - MORNING                                      39"|stage direction
246||"Ethereal white sheets. Two bodies lay like spoons. Chris
WHISPERS SOMETHING. Taya closes her eyes. A beat--"|location
247||"TAYA
You hardly even know me.
CHRIS
I know enough. You're a package deal,
babe."|unknown
248||She stares at the wall.|location
249||"CHRIS
What are you afraid of?
TAYA
Nothing. Everything. I don't know. What
if it doesn't work out?"|unknown
250||She moves to stand. He holds her put.|location
251||"CHRIS
I'm going to marry you, and we're going
to start a family.
TAYA
You got it all planned out, don't you.
CHRIS
I love you. I'm done.
(03.18.14)                          24.
TAYA"|unknown
252||"Well... you're gonna need a ring if you
want to talk all tough like that.
She accepts with a deep kiss and prances off with the
sheet. He smiles and falls back onto the bed. The
curtains dance in the morning light. Then--
TAYA (OS)
Oh my god! No! Chris--
Chris bounds up, running into the next room. Taya stands
in front of the television. They both watch as--
ON TV NEWS: THE SECOND PLANE hits the World Trade Center.
It steals their breath. Chris hugs her close, trying to
shield her from it. His shock bleeds to rage."|unknown
253||"40    OMITTED                                                     40
40A   OMITTED                                                    40A
41    OMITTED                                                     41
41    OMITTED                                                     41
42    OMITTED                                                     42
43    INT. DANCE FLOOR, RENT-A-YATCH - LATER                      43"|stage direction
