|character|text|type|character_clean|gender|principal_character
30||"As North crosses the background, the elves lower the cookies
from their mouths, their faces frozen in fear.
The elves duck out of the way as North launches himself
across the floor on his rolling chair -- CLOSE as his huge
HAND gropes furiously among his WORK TOOLS, finally grabbing
a miniature HAMMER. As North's humming along with his music,
delicately CHISELING into the ice, we see a second arm sleeve
tatoo, the word NICE clearly visible--
His INTENSE BLUE EYE magnified in a JEWELER'S EYEPIECE -- a
delicate SCULPTING TOOL cuts fine details into the ice--
His hands place the finished piece on a curving ICE TRACK: An
ice LOCOMOTIVE. It belches ice vapor and chugs down the
track, picking up speed--"|stage direction|||
31|NORTH|Yes!|speech|NORTH|M|True
32||"North's hand grabs a cookie from a plate held up by the two
Elves."|stage direction|||
33|NORTH|Guardians Screening Script 9/6/12 Avid 4.|speech|NORTH|M|True
34||"One of the elves gives his cohort a look and points to the
plate as it chews with a mouth full of food, to which it then
unfurls its tongue and lets the half eaten morsels spill out
onto the plate."|stage direction|||
35|NORTH|Ah, finally!|speech|NORTH|M|True
36||"He takes a bite and leans toward the ice track. He chuckles
as the train hits a loop, and launches off a ramp into midair
-- then WINGS unfold -- JET ENGINES sprout and ignite and the
train lifts off the track--
Suddenly, the DOOR is thrown open by one of North's concerned
YETIS, sending the flying ice locomotive skidding across the
floor in pieces."|stage direction|||
37|YETI|Arghbal...|speech|YETI|M|True
38|NORTH|Ach!|speech|NORTH|M|True
39||"The yeti cries out covering his mouth in shame. North cries
out, devastated. The yeti, equally emotional, lets out
another whimper. North looks down at the broken toy and
takes a moment to collect himself."|stage direction|||
40|NORTH|"How many times have I told you to
knock?"|speech|NORTH|M|True
41|YETI|Warga blarghgha!|speech|YETI|M|True
42|NORTH|What...? The Globe?|speech|NORTH|M|True
43||North leaps up -- draws a HUGE SCIMITAR from its sheath and|stage direction|||
44||"HEADS OUT--
INT. NORTH'S GLOBE ROOM - CONTINUOUS"|location|||
45||"A sea of tiny BELLS on the heads of panicking elves part as
North's huge boots stomp through."|stage direction|||
46|NORTH|"Shoo with your pointy heads. Why
are you always under boot?"|speech|NORTH|M|True
47||"He pushes his way past a couple of his YETI WORKERS --
they're looking up in fear at -"|stage direction|||
48|NORTH|Guardians Screening Script 9/6/12 Avid 5.|speech|NORTH|M|True
49||"THE GLOBE OF BELIEF
Covered with LIGHTS blanketing the continents. But North
notices that all at once, HUNDREDS OF LIGHTS suddenly go out."|stage direction|||
50|NORTH|What is this?|speech|NORTH|M|True
51||"Now MORE LIGHTS, in GREATER NUMBERS, as if something is
snuffing them out by the thousands. North's concern grows."|stage direction|||
52|"NORTH
(TO YETI)"|"Have you checked the axis? Is
rotation balanced?"|speech|NORTH|M|True
53|"YETI
(SHRUGS SHOULDERS)"|Wardle bawddrel.|speech|YETI|M|True
54||"Before the Yeti can finish, a WIND whips up from out of
nowhere -- North stares in outrage as a blanket of SWIRLING
BLACK SAND, crawls over the lights, and shrouds the ENTIRE
GLOBE in inky DARKNESS--
The elves scurry in a panic, then all at once the BLACK SAND
WHOOSHES UP off the Globe -- rushes up through the ceiling as
the remaining sand bursts into a puff of smoke and dissipates
into the air --
As the wind dies, the scattered pieces of debris settle to
the ground, and the globes lights come back on, North whirls
to see a HUGE SHADOW flash across the floors and curving
walls of his fortress. It quickly disappears, leaving
nothing but the distant ECHO of...LAUGHTER?
North is frozen, looking up into the darkness, gravely:"|stage direction|||
55|NORTH|"Can it be?
(then calls off)
Dingle!"|speech|NORTH|M|True
56||"A group of elves step forward gleefully pointing to
themselves, as if they're all ""Dingle"". The excitement
quickly turns to confusion."|stage direction|||
57|NORTH|"Make preparations! We are going to
have company."|speech|NORTH|M|True
58||North reaches out for a large EMERGENCY LEVER, TWISTS and|stage direction|||
59||PRESSES IT--|location|||
60|NORTH|Guardians Screening Script 9/6/12 Avid 6.|speech|NORTH|M|True
61||"The Globe pulses with ENERGY, which lights up and ZOOMS UP
the AXIS SHAFT toward the roof--"|stage direction|||
62||EXT. NORTH POLE - CONTINUOUS|location|||
63||"From the tallest spire of North's fortress, NORTHERN LIGHT
ENERGY radiates outward: for the first time in decades, the
GUARDIANS' CALL GOES OUT!"|stage direction|||
64||SEQ. 225 - GUARDIANS GATHER|stage direction|||
65||INT. CHILD'S BEDROOM - NIGHT|location|||
66||"A little fairy, carrying a coin, flies above the head of a
sleeping child. She quickly ducks under the pillow and comes
out the other side with a tooth in hand."|stage direction|||
67||EXT. TOOTH'S PALACE - DAY|location|||
68||"Hundreds of fairies fly toward a hollowed out mountain, this
is Tooth's palace and it's a majestic site."|stage direction|||
69||INT. TOOTH'S PALACE|location|||
70||"Dozens of tiny FAIRIES flit about. Teeth are filed away in
tiny wooden drawers. Coins are handed out."|stage direction|||
71|CUT TO:|"TOOTH (O.S.)
Chicago, Sector 6 -- 37 molars, 22
bicuspids, 18 central incisors.
Moscow, Sector 9 -- 22 incisors, 18
premolars: Uh oh, heavy rain
advisory!"|speech|CUT TO:|?|True
72|(BEAT)|"Des Moines, we've got a cuspid at
23 Maple. Head out!"|speech|||
73||"A hive of activity, and at the center a winged figure barks
out orders like a harried air-traffic controller. This is
TOOTH. A Mini Tooth Fairy flies up to Tooth as thousands of
tiny MINI TOOTH FAIRIES continue their work behind them."|stage direction|||
74|(BEAT)|"TOOTH (O.S.)
Wait!"|speech|||
75||"And suddenly everything stops. Tooth whips around, and we
finally see her beautiful FACE."|stage direction|||
76|(BEAT)|Guardians Screening Script 9/6/12 Avid 7.|speech|||
77||"She's holding up a little tooth, and gazing at it with dreamy
adoration. The surrounding fairies tweet with excitement."|stage direction|||
78|TOOTH (CONT'D)|"It's her first tooth. Have you
ever seen a more adorable lateral
incisor in all of your life?!"|speech|TOOTH|F|True
79|(GASPS)|Look how she flossed!|speech|||
80||"The fairies' tweets turn to concern, turning Tooth's
attention to North's AURORA SIGNAL stretching across the sky.
She gasps, and flies off like a rocket toward the source of
the signal, accompanied by a few of her ranking fairies."|stage direction|||
81|(GASPS)|"NORTH (V.O.)
My fellow Guardians - It is our job
to watch over the children of the
world, and keep them safe - to
bring wonder, hope and dreams.
And so, I've called us all here for
one reason, and one reason only -
the children are in danger."|speech|||
82||Much of this we hear over the following...|stage direction|||
83||EXT./INT. CHILD'S BEDROOM|location|||
84||"We pull out from the face of a sleeping child to reveal a
stream of sand swirling overhead. It's a dream and it's taken
the shape of a child playing soccer.
We FOLLOW the Dreamsand stream out his window and up into the
sky where we see DOZENS of strands of sand descending to
earth. Keep following up, through majestic CLOUDS...
...to reveal a small, GLOWING GOLDEN CLOUD of Dreamsand
shimmering among the clouds, trailing the golden threads.
The strands are being controlled by a small portly figure,
THE SANDMAN. Suddenly, North's emergency signal zips by. The
Sandman turns to look and his eyes narrow, visibly concerned.
Sandy closes his eyes and in an instant the Dreamsand cloud
suddenly SWIRLS around him, changing form into a small
BIPLANE, with Sandy in the cockpit. He BARREL ROLLS the
plane into a dizzying dive through the spectacular cloudscape
and flies off into the distance."|stage direction|||
85|(GASPS)|"Guardians Screening Script 9/6/12 Avid 8.
NORTH (V.O.)
An enemy we have kept at bay for
centuries has finally decided to
strike back. We alone can stop
him."|speech|||
86||Much of this we hear over the following...|stage direction|||
87||INT. EGG TUNNEL|location|||
88||"A few EASTER EGGS pop up out of the ground; their little legs
carry them out of the way of a fast approaching object.
Speeding along through a subterranean tunnel, we can barely
keep up with a DIMLY-LIT FIGURE as it races at blinding
speed, leaping and zigzagging through a series of TUNNELS --"|stage direction|||
89||EXT. A SNOWY EXPANSE IN THE NORTH POLE|location|||
90||"A hole opens in the snow, and a pair of rabbit ears pops out.
A huge rabbit climbs out and brushes off the snow, annoyed.
The six foot tall figure is BUNNYMUND."|stage direction|||
91|BUNNYMUND|Ah, it's freezing.|speech|BUNNYMUND|M|True
92||He shivers with cold, then goes slogging through the snow.|stage direction|||
93|BUNNYMUND (CONT'D)|"I can't feel my feet! I can't feel
my feet!"|speech|BUNNYMUND|M|True
94||"In the distance is North's ornately decorated and dimly lit
palace built into the side of a mountain of ice."|stage direction|||
95||SEQ. 250 - THE CEREMONY|stage direction|||
96||INT. GLOBE ROOM - NIGHT|location|||
97||"Sandy's biplane circles the massive chamber, leaving trails
of Dreamsand."|stage direction|||
98|CUT TO:|"NORTH (O.S.)
Cookies? Eggnog, anyone?
BUNNYMUND (O.S.)
Oh, this better be good, North.
Guardians Screening Script 9/6/12 Avid 9.
TOOTH (O.S.)
(to her fairies)
Montreal, sector six: ten
premolars, eight incisors and
twelve canines. Steer clear of the
wild goose migration."|speech|CUT TO:|?|True
99|NORTH|Sandy, thank you for coming.|speech|NORTH|M|True
100||"Sandy descends from the plane and floats to the ground. He
joins North, Bunny and Tooth as they walk through the Globe
Room. Sand glyphs appear above Sandy's head communicating
that he is busy and has a lot of work to do."|stage direction|||
101|"NORTH
(TO SANDY)"|"I know, I know, but I obviously
wouldn't have called you all here
unless it was serious."|speech|NORTH|M|True
102||"North, Bunny, Tooth and Sandy reach the center of the room.
Tooth does her best to shush her mini-fairies."|stage direction|||
103|NORTH (CONT'D)|"The Boogie Man was here - at the
Pole."|speech|NORTH|M|True
104||North points to the globe. The other Guardians turn to look.|stage direction|||
105|"TOOTH
(SHOCKED)"|Pitch? Pitch Black? Here?!|speech|TOOTH|F|True
106|NORTH|"Yes! There was black sand covering
the globe."|speech|NORTH|M|True
107|"BUNNYMUND
(CONFUSED)"|"What, what...what do you mean black
sand?"|speech|BUNNYMUND|M|True
108|NORTH|And then a shadow!|speech|NORTH|M|True
109|BUNNYMUND|"Hold on, hold on, I thought you
said you saw Pitch."|speech|BUNNYMUND|M|True
110|NORTH|"Well, ah, not exactly...
Guardians Screening Script 9/6/12 Avid 10."|speech|NORTH|M|True
111|BUNNYMUND|"Not exactly? Can you believe this
guy?"|speech|BUNNYMUND|M|True
112||"Bunny turns to Sandy, who shrugs while forming a Dreamsand
question mark above his head."|stage direction|||
113|BUNNYMUND|Yeah, you said it, Sandy.|speech|BUNNYMUND|M|True
114||Bunny goes back to painting one of his Easter eggs.|stage direction|||
115|NORTH|"Look, he is up to something very
bad. I feel it, in my belly."|speech|NORTH|M|True
116|BUNNYMUND|"(his eyes narrow)
Hang on, hang on, you mean to say,
you summoned me here THREE DAYS
BEFORE EASTER - because of your
belly? Mate, if I did this to you
three days before Christmas--"|speech|BUNNYMUND|M|True
117|TOOTH|"(to her fairies)
Argentina. Priority alert! A
batch of bicuspids in Buenos Aires."|speech|TOOTH|F|True
118|NORTH|"Please. Bunny. Easter is not
Christmas."|speech|NORTH|M|True
119|BUNNYMUND|Here we go...|speech|BUNNYMUND|M|True
120||"North grabs Bunny's painted egg, casually juggling it in his
hand as he walks off. Meanwhile Sandy, who is being served
eggnog by a yeti, suddenly notices something high above."|stage direction|||
121|BUNNYMUND|BUNNYMUND (O.S.)|speech|BUNNYMUND|M|True
122|(LAUGHS)|"North, I, I don't have time for
this. I've still got two million
eggs to finish up."|speech|||
123||"The moon rises into view, high up in the ceiling; its rays of
light begin to shine brightly through as they cascade down
the walls of the globe room."|stage direction|||
124|(LAUGHS)|"NORTH (O.S.)
No matter how much you paint, is
still egg!
Guardians Screening Script 9/6/12 Avid 11."|speech|||
125||"Sandy points to the moon unsuccessfully to get the others'
attention."|stage direction|||
126|BUNNYMUND|"Look, mate, I'm dealing with
perishables. Right. You've got
all year to prepare."|speech|BUNNYMUND|M|True
127|TOOTH|"(to her fairies)
Pittsburg, boy eight, two molars.
Saltwater taffy."|speech|TOOTH|F|True
128||"Sandy puts his fingers in his mouth to whistle, a silent
musical note forming above his head."|stage direction|||
129|"NORTH
(TO BUNNY)"|Why are rabbits always so nervous.|speech|NORTH|M|True
130|BUNNYMUND|"And why are you always such a
blowhard!
TOOTH (O.S.)
(to her fairies)
Ontario, sector nine: five canines,
two molars, and fourteen incisors.
Is that all in one house?"|speech|BUNNYMUND|M|True
131||"Sandy waves a sand flag above his head, pointing and jumping
up and down as the moonlight continues to fill the room."|stage direction|||
132|NORTH|"(turning his attention)
Tooth! Can't you see we're trying
to argue."|speech|NORTH|M|True
133|TOOTH|"Sorry, not all of us get to work
one night a year. Am I right,
Sandy?"|speech|TOOTH|F|True
134||"Sandy tries to signal with a golden arrow, pointing toward
the ceiling, but to no avail as the others continue their
bickering. Sandy thinks Tooth has noticed for a split
second, but then -"|stage direction|||
135|TOOTH|"(to her fairies)
San Diego, sector two! Five
incisors, a bicuspid and a really
loose molar on stand-by.
Guardians Screening Script 9/6/12 Avid 12."|speech|TOOTH|F|True
136|"BUNNYMUND
(MOCKING)"|"Come on, mate, Pitch went out with
the dark ages. We made sure of
that - remember?
NORTH (O.S.)
I know it was him. We have serious
situation!
BUNNYMUND (O.S.)
Well, I've got a serious situation
with some eggs.
TOOTH (O.S.)
Hey, I hate to interrupt the, ""We
work so hard once a year club"" but
could we concentrate on the matter--"|speech|BUNNYMUND|M|True
137||"Sandy can't take it anymore, grabs an elf by his hat, and
vigorously shakes it's bell. The other Guardians are finally
silenced and all turn to look at Sandy, who points up, a sand
crescent moon forming above his head. The dizzy elf staggers
away. Finally the others turn to see the shaft of moonlight
as it concentrates on the circle between them."|stage direction|||
138|NORTH|"Aah! Man in Moon! Sandy, why
didn't you say something?"|speech|NORTH|M|True
139||"Sandy gives him a deadpan stare, Dreamsand smoke shoots out
his ears."|stage direction|||
140|NORTH|"(to Man in Moon)
It's been a long time old friend!
What is big news?"|speech|NORTH|M|True
141||"Everyone looks to the center of the intense spot of
moonlight, the light ebbs away, leaving a dark spot --
-- which resolves into the shadowed silhouette of PITCH. The
Guardians look on, stunned."|stage direction|||
142|BUNNYMUND|It is Pitch.|speech|BUNNYMUND|M|True
143||North pats his belly and gives Bunny a look.|stage direction|||
144|NORTH|"(back up to the moon)
Manny...what must we do?
Guardians Screening Script 9/6/12 Avid 13."|speech|NORTH|M|True
145||"In answer, the shadow of Pitch disappears and the circle of
moonlight intensifies and SHRINKS, concentrating further
illuminating an ORNATE SYMBOL on the floor, at the center of
their circle. The symbol rises out of the ground revealing a
large gem at the head of a pillar."|stage direction|||
146|TOOTH|Ah, guys, you know what this means?|speech|TOOTH|F|True
147||"The moons light suddenly refracts through the gem casting
light all over the chamber."|stage direction|||
148|"NORTH
(AWED)"|He's choosing a new Guardian.|speech|NORTH|M|True
149|BUNNYMUND|What?! Why?|speech|BUNNYMUND|M|True
150|NORTH|"Must be big deal! Manny thinks we
need help!"|speech|NORTH|M|True
151|"BUNNYMUND
(ANNOYED)"|Since when do we need help?!|speech|BUNNYMUND|M|True
152|TOOTH|I wonder who it's gonna be?|speech|TOOTH|F|True
153||A Dreamsand Four-Leaf clover forms above Sandy's head.|stage direction|||
154|TOOTH (CONT'D)|Maybe the Leprechaun?|speech|TOOTH|F|True
155|BUNNYMUND|"Please not the groundhog, please
not the groundhog."|speech|BUNNYMUND|M|True
156||"Then A BRIGHT FLASH, a rush of WIND - and a FIGURE resolves
over the central pillar: slight, hooded, bearing a familiar
hooked STAFF."|stage direction|||
157|NORTH|Jack Frost.|speech|NORTH|M|True
158||"The Mini-Teeth all sigh and swoon as the Guardians stand
there, stunned."|stage direction|||
159|BUNNYMUND|"Ah, I take it back! The
Groundhog's fine!
Guardians Screening Script 9/6/12 Avid 14."|speech|BUNNYMUND|M|True
160|TOOTH|"(caught admiring Jack)
Well, ah, as long he helps to
ah...to protect the children,
right?"|speech|TOOTH|F|True
161|BUNNYMUND|"Jack Frost!? He doesn't care about
children! All he does is freeze
water pipes and mess with my egg
hunts. Right? He's an
irresponsible, selfish..."|speech|BUNNYMUND|M|True
162|NORTH|Guardian.|speech|NORTH|M|True
163||This stops Bunnymund in his tracks.|stage direction|||
164|BUNNYMUND|"Jack Frost is many things, but he
is not a Guardian."|speech|BUNNYMUND|M|True
165||As we turn toward the face of the hooded figure.|stage direction|||
166||SEQ. 600 - SNOWBALL FIGHT|stage direction|||
167||EXT. ST. PETERSBURG - NIGHT|location|||
168||"A hooded figure with a familiar looking staff rests atop a
Post Office box on the opposite end of the street. The man
touches the staff to the ground, sending a streak of frost
across the street.
A RUSSIAN BOY approaches a water fountain, turns the handle
and moves in for a sip. But as he does, the water freezes
magically, and the boy's tongue is stuck to the frozen water.
His friends can't help but laugh."|stage direction|||
169|RUSSIAN BOY|(tongue stuck to frozen|speech|RUSSIAN BOY|?|
170|ICE)|Aahhhhh...!|speech|||
171||"A mail man walks across the street and a PATCH OF ICE
magically appears under his feet. He scrambles, and BOOM! -
lands on his butt. Just behind the man, we see the TRAIL OF
FROST climb up the side of a building. We stay on the frost
as it moves up along a rain pipe, and through the windows we
see..."|stage direction|||
172|ICE)|Guardians Screening Script 9/6/12 Avid 15.|speech|||
173||"A boy try to feed his gold fish, but a layer of ice suddenly
forms along the water surface and prevents the fish from
reaching its food. We move along the side of the building...
A writer in his study sits next to stacks of papers. The
window suddenly swings open and a gust of wind sends the
pages flying out the window. We move along the building,
across clothes lines and power lines as they freeze.
We continue to move up, and finally discover the culprit.
Jack Frost makes his way atop a cathedral spire and takes in
the view; the full moon bathes the city in moonlight."|stage direction|||
174|"JACK
(AMUSED)"|Ah, now that, that was fun.|speech|JACK|M|True
175|(BEAT)|Hey wind...|speech|||
176||"Jack chuckles as he calls the wind. The trees begin to sway
and leaves fly into the air. Jack grabs hold of the spire,
smiling as the wind blows past."|stage direction|||
177|JACK|Take me home!|speech|JACK|M|True
178||"Jack lets go and the wind carries him into the air and
through the clouds. Night turns to day as Jack flies from
one horizon to the other."|stage direction|||
179|JACK|Woooooohoooooooooo!|speech|JACK|M|True
180||EXT. BURGESS - DAY|location|||
181||"Jack falls through the clouds, smiling, toward the town of
Burgess."|stage direction|||
182|JACK|SNOOOOOWWWW DAAAAYYYYYY!!!|speech|JACK|M|True
183||"Jack continues on down and zooms through the streets.
Pedestrians clench their jackets and reach for their hats as
gusts of wind, snow, and streaks of frost are left in Jack's
wake."|stage direction|||
184||EXT. FROZEN POND|location|||
185||"Jack flies in, and with the wind behind him skates across an
all too familiar pond. As the wind zips across the pond it
knocks a BOOK out of the hands of a little boy walking alone,
this is JAMIE."|stage direction|||
186|JACK|Guardians Screening Script 9/6/12 Avid 16.|speech|JACK|M|True
187|JAMIE|Whoa, whoa.|speech|JAMIE|M|True
188||"Jamie goes to pick up the book and we get a glimpse of the
cover - ""THEY'RE OUT THERE! - MYSTERIES, MYTHICAL CREATURES
AND THE UNEXPLAINED PHENOMENA."" Jack flies into frame and
lands beside Jamie."|stage direction|||
189|JACK|"Huh, that looks interesting. Good
book?"|speech|JACK|M|True
190||"Suddenly twins CLAUDE and CALEB, come barreling past them,
rough-housing and laughing as they slam each other into
drifts (all the boys are 8)."|stage direction|||
191|JACK|"CLAUDE AND CALEB
Alright! Yeah! Waahoo! Snooow
daaaay!!!"|speech|JACK|M|True
192||Jack calls after the boys...|stage direction|||
193|JACK|You're welcome!|speech|JACK|M|True
194|JAMIE|"(goes running after them)
Hey guys, wait up! Are you guys
coming to the egg hunt Sunday?"|speech|JAMIE|M|True
195|CALEB|Yeah, free candy!|speech|CALEB|M|True
196|CLAUDE|"I hope we can find the eggs with
all this snow!"|speech|CLAUDE|M|True
197||Caleb stuffs a handful of snow down his brother's Jacket|stage direction|||
198||EXT. JAMIE'S BACKYARD - DAY|location|||
199||"The kids arrive at the fence of Jamie's house. Jamie opens
up a secret plank, and heads into his yard. Claude and Caleb
are still messing with each other. Meanwhile, Jack walks
unseen along the top of the fence."|stage direction|||
200|"CALEB
(WALLA)"|Stop!|speech|CALEB|M|True
201|"CLAUDE
(WALLA)"|"No, you stop!
Guardians Screening Script 9/6/12 Avid 17."|speech|CLAUDE|M|True
202|JAMIE|"Whoa, it says here that they found
Big Foot hair samples and DNA, in
Michigan. That's like, super
close!"|speech|JAMIE|M|True
203|CLAUDE|Here we go again.|speech|CLAUDE|M|True
204||"Jamie arrives at his front gate, sled in hand while SOPHIE
(Jamie's 2-year-old sister in fairy wings) sits down on their
Greyhound as it lies in the yard."|stage direction|||
205|JAMIE|"You saw the video too Claude, he's
out there!"|speech|JAMIE|M|True
206|CALEB|That's what you said about aliens.|speech|CALEB|M|True
207|CLAUDE|And the Easter Bunny.|speech|CLAUDE|M|True
208|JAMIE|"(grabs his sled)
Wow, the Easter Bunny is real!"|speech|JAMIE|M|True
209|JACK|"Oh he's real alright. Real
annoying, real grumpy, and really
full of himself."|speech|JACK|M|True
210||"Jack hops off the fence and walks amongst the kids, peering
over their shoulders as they play in the yard."|stage direction|||
211|"CLAUDE
(LAUGHING)"|Come on, you guys believe anything.|speech|CLAUDE|M|True
212|"SOPHIE
(GIGGLES)"|EASTER BUNNY! HOP-HOP-HOP!|speech|SOPHIE|F|True
213|(FALLS OVER)|Ow!|speech|||
214||Sophie begins to cry.|stage direction|||
215|JAMIE|Mom! Sophie fell again!|speech|JAMIE|M|True
216||"JAMIE'S MOM comes outside. Caleb, alongside his brother,
stands at the front gate and calls out to Jamie."|stage direction|||
217|JAMIE|Guardians Screening Script 9/6/12 Avid 18.|speech|JAMIE|M|True
218|JAMIE'S MOM|You okay, Soph?|speech|JAMIE'S MOM|M|True
219|CLAUDE|Are we sledding or what?|speech|CLAUDE|M|True
220|JAMIE'S MOM|"Jamie, hat? We don't want Jack
Frost nipping at your nose."|speech|JAMIE'S MOM|M|True
221||Jamie's mom plunks the hat on his head, tweaks his nose.|stage direction|||
222|JAMIE|Who's Jack Frost?|speech|JAMIE|M|True
223|JAMIE'S MOM|"No one, honey. It's just an
expression."|speech|JAMIE'S MOM|M|True
224|JACK|"(smile drops - offended)
Hey."|speech|JACK|M|True
225||Jack jumps down from the fence as the boys head off.|stage direction|||
226|"JACK
(MIFFED)"|Who's Jack Frost?|speech|JACK|M|True
227||"Jack reaches down and grabs a hand full of snow from off the
ground. With his palm open, Jack uses his magic to form the
perfect snowball.
He then puckers his lips, and blows onto it with his icy
breath. The snowball turns a light shade of blue. There's
something going on here."|stage direction|||
228||EXT. SNOWY HILL|location|||
229||"WHOOSH! - the snowball goes flying through the air and -
BOOF! - the snowball hits Jamie smack in the back of the
head. Jamie looks up, peeved, and turns.
Then we watch as his face changes...a mischievous sparkle
comes into his eyes. A big smile. Make no mistake,
something magical has just happened."|stage direction|||
230|"JAMIE
(LAUGHING)"|Okay, who threw that?|speech|JAMIE|M|True
231||Jack flies in and lands amongst the group of kids.|stage direction|||
232|"JAMIE
(LAUGHING)"|Guardians Screening Script 9/6/12 Avid 19.|speech|JAMIE|M|True
233|JACK|Well, wasn't bigfoot kiddo.|speech|JACK|M|True
234||"Jamie scans the horizon for the culprit. His eyes land on a
couple kids making snow barricades.
MONTY (oddball with big glasses) with his back turned
suddenly gets a snowball to the back of the head, knocking
him face first into the ground."|stage direction|||
235|MONTY|Ow!|speech|MONTY|M|True
236||"PIPPA (brainy, pigtails, pink hat) steps forward and - BOOF!
A magical snowball from Jack hits her, knocking her back.
Pippa's face changes - a mischievous sparkle."|stage direction|||
237|PIPPA|Jamie Bennett! No fair!|speech|PIPPA|F|True
238|"JAMIE
(LAUGHS)"|You struck first!|speech|JAMIE|M|True
239|CLAUDE|Oh!|speech|CLAUDE|M|True
240||"Suddenly we see Caleb struck in the side of the head with one
of Jack's snowballs; Claude can't help but laugh."|stage direction|||
241|JACK|Free for all!|speech|JACK|M|True
242||"And just like that we find ourselves in a take-no-prisoners
snowball fight, the kids pummeling each other mercilessly."|stage direction|||
243|JACK|Alright, who needs ammo?|speech|JACK|M|True
244||"Jack supplies the kids with more snowballs. The kids are
loving this."|stage direction|||
245|"JACK
(WALLA)"|Look at that.|speech|JACK|M|True
246||"The mayhem continues as Jamie, using his sled as a shield, is
knocked backward into a snowman, crushing it underneath him.
A snowball flies overhead and hits CUPCAKE, a tough third
grader as wide as she is tall, in the back of the head.
Dread sets in amongst the other kids, Cupcake squints -
gunslinger eyes."|stage direction|||
