|text|type
115|"will be fine.
Her father puts his hand on her shoulder ."|stage direction
116|ZOR-EL|unknown
117|Be brave, my .daughter. Be wise.|location
118|KARA|unknown
119|As brave as my father. As wise.|location
120|They embrace, briefly. Kara then steps onto a circular platform set into the pavement of the city.|stage direction
121|"Her parents watch as she floats away.
She passes into an air lock through the membrane that surrounds the City, and off into an infinity of space.
MONTAGE: THE JOURNEY OF KARA INSIDE ""HER SPHERE FROM THE INNER DIMENSION TO OUR WORLD.
Her sphere moves from blackness, to a dark green limbo. The atmosphere thickens around her. Soon it is unmistakably water, and she is heading toward the light above. A fish darts past with a flash of silver. The sphere rushes upward faster and faster. It breaks the surface of the , water. Kara springs free of the bubble, which disappears. She is now wearing a blue and red costume like her cousin Superman.
She lands on a nearby beach."|stage direction
122|EXT. EARTH.  BEACH BESIDE THE SEA. SUNRISE|location
123|"She looks around her, feasting with her eyes on the details of this new exciting world.
Kara bends down and picks up a stone from the ground at her feet. To her astonishment, she
crushes it to powder in her hand, and blows the fine dust away with a blast of superbreath.
She looks down at her feet, so firmly planted on the ground. She rises a few inches into the air, and reacts with amazement. Then she looks up into the blue sky overhead and her expression of astonishment is replaced by a look of joyous longing. With a sudden impulse she shoots straight upward."|stage direction
124|EXT. HIGH ABOVE THE EARTH.  DAY|location
125|Kara loops and rolls, swoops and circles, laughing with sheer delight.|stage direction
126|EXT. HIGH ABOVE MOUNTAIN MEADOWS.  HORSES.  DAY|location
127|"Kara swoops down at a herd of horses. The herd parts and gallops off in all directions as she pulls out of her dive and flies away.
CUT TO:"|stage direction
128|EXT. MOUNTAINTOP.  DAY|location
129|"Kara lands on a mountaintop and admires the view. The she bends down and scoops up a handful of snow. She stares at it with awe.
INSERT. MICROSCOPIC SHOT OF SNOW CRYSTALS IN ALL THEIR INFINITE VARIETY AND BEAUTY.
BACK TO SCENE.  DAY
Kara stands up, smiling. She flies into the air again."|stage direction
130|EXT. FOREST.  DAY|location
131|She lands and walks among the huge trunks of a primeval forest. Shafts of sunlight pierce the gloom. These trees are much more impressive than Zaltar's imitation back in Argo City. She hears a mournful sound and pulls back a spray of brambles. She sees a BABY DEER hopelessly tangled in the long canes. She shoots RAYS OF HEAT VISION from her eyes and slices through the tough stems. The fawn scrambles free, and scampers off into the forest. Kara watches it with a benevolent smile. She removes a brunette wig and some street clothing from a secret pocket in her cape.|stage direction
132|EXT. MANSION --- GARDEN PARTY|location
133|"A big impressive house somewhere in the Middle West. People mill about on the neatly manicured lawn sipping drinks and snagging hors d'oeuvres off silver trays from. passing waiters. All the quests have a name tag on, like at some kind of conference.
SELENA, the blonde who discovered the Power Source, is circulating among the quests. She has changed since we saw her last. No longer the girl next door, she now wears a fabulous designer dress dripping with jewels. She walks with the regal air of someone used to being obeyed, and graciously accepts the homage of the quests. A smile, a nod, a kind word from her leaves them all basking in the warm afterglow of her attention. But we notice odd details of the party: the decorations are all based on mystic occult symbols. At the refreshment table, there is a big ten-foot WICKER SCULPTURE OF A FEMALE GOAT covered with paper flowers. And the quests all have an indefinable air of strangeness about them. BIANCA, a tall cold-eyed brunette in black silk dress, whispers in Selena's ear .
BIANCA"|stage direction
134|Be careful. Nigel is going to try something.|location
135|SELENA|unknown
136|Don't worry about old Nigel, I can take care of him.|location
137|"He's just a sore loser.
An ELDERLY MAN in a three-piece pin-stripe suit grabs her elbow.
ELDERLY MAN"|stage direction
138|I don't want much, Selena. I have simple tastes.|location
139|"SELENA
What do you want?"|stage direction
140|Western Europe.|stage direction
141|"I'm sorry, but I already promised Bianca she could
have Switzerland. You know how she loves to ski."|stage direction
142|"No problem. She can have it. I hate mountains.
Selena leaves him negotiating boundary lines with Bianca and strolls over to a sour-faced man in suede who has been scowling at her over his cigarette.
SELENA
Cheer up, Nigel. It's not the end of the world.
NIGEL"|stage direction
143|It may well be. I know how you won that election|location
144|Selena. You can't fool me.|stage direction
145|"I have plans Nigel. You could come with me...
I'm going places."|stage direction
146|NIGEL|unknown
147|You're not going anywhere. Except back to nowheresville.|location
148|"You're too impatient, Selena. Look around you--all
these people have served years and years of apprenticeship.
Some of their families have been in the Craft for generations.
You can't join and take over our whole organization in a few months.
Selena smirks at him, self-confidently.
SELENA"|stage direction
149|I just did. Because I have the Power.|location
150|NIGEL|unknown
151|You're going to pay a terrible price. The power of Shadow|location
152|"is tricky. Use it too much and it takes over.
Nigel drops his cigarette, stubs it out on the lawn, and takes out his platinum cigarette case.
SELENA
Bianca's taught me all! need to know. I'll be safe, as
long as I don't go too far."|stage direction
153|"Cigarette?
He holds the shiny mirror-like cigarette case in front of her so she can see her reflection.
INSERT. SURFACE OF THE CIGARETTE CASE. Selena's reflection. She is still the glamorous beauty, but looming behind her...invisible to ordinary eyes...is a DARK EERIE SHAPE OF SOMETHING HIDEOUS.
BACK TO SCENE.
Quick as a cat, Selena bats the cigarette case out of his hand and sends it spinning into the shrubbery. All traces of the Shadow behind her have disappeared."|stage direction
154|NIGEL|unknown
155|Sorry. Forgot you were trying to quit.|location
156|"Nigel snags a glass of champagne off the tray of a nearby waiter and sips it insolently.
SELENA"|stage direction
157|Nigel, get out of here. And don't come slithering|location
158|"back.
Nigel shakes his head.
NIGEL"|stage direction
159|You need me, Selena. I'm the only one who can save|location
160|you from a terrible fate.|stage direction
161|"I need you like an Eskimo needs a lawnmower. Now
burn rubber.
Nigel locks eyes with her.
NIGEL"|stage direction
162|Make me.|location
163|"He takes another insolent sip of champagne...arid discovers a scorpion perched on the rim of his glass.
Nigel spits out the champagne and, drops the glass. Everyone laughs at him.
NIGEL"|stage direction
164|Balefire on you, Selena!|location
165|"SELENA
(grinning)"|unknown
166|You Scorpios can never take a joke.|location
167|All quests have fallen silent, staring at the altercation between the two of them.|stage direction
168|NIGEL|unknown
169|You think you are on top now. Well there is someone|location
170|coming to challenge you. I saw it in the cards this morning.|stage direction
171|"Throw him out.
Two burly waiters seize Nigel and drag him off toward the valet parking.
NIGEL"|stage direction
172|You won't last a year, Selena. The cards don't lie!|location
173|"The crowd breaks into a buzz of conversation.
Bianca stands up on a chair. The crowd falls silent."|stage direction
174|BIANCA|unknown
175|Let's not let one rotten apple spoil the party. I give you|location
176|"the first woman in eight hundred years to head
the Circle: Selena!
Applause. Selena steps up onto a raised dais. And holds up her hands in an invocational gesture.
SELENA"|stage direction
177|Thank you, sisters and brothers of the Craft. It is a|location
178|"great honor you have given me, and I will try to be
worthy. And when my secret plans are revealed --
you will learn that we are on the threshold of
power and influence undreamed of when Nigel was
our leader.
More applause. One of the cooks applauding at the refreshment table knocks over a fuel-pot under a chafing dish. The fuel-pot falls on the ground at the base of the wicker goat statue."|stage direction
179|SELENA|unknown
180|And now, ,I call upon the Great Mother--the spirit|location
181|"of Nature --- to bless all our endeavors in the
coming year...
A woman in the .audience screams. Everyone looks where, she is pointing. The huge ten-foot tall wicker statue ,bursts into flames.
Panic and pandemonium. Some of the quests run for safety. Others try to throw water onto the blazing, torch-like statue, but in vain. Selena frowns at the spectacle, and, without a word, turns and stalks into her house."|stage direction
182|INT. SELENA'S HOUSE.  LIVING ROOM|location
183|"THE CAMERA FOLLOWS Selena through the French doors and into her large living room. On one wall is a huge, ornate gold-framed MIRROR, covered with a thick veil.
Selena sits down in front of a large hearth, and opens a secret compartment in the floor. She reaches inside and removes a finely wrought METAL BOX IN THE SHAPE OF A GARGOYLE and a pack of cards. She puts the gargoyle box on her lap, and begins to cast tarot cards onto the floor in mystic patterns.
The Elderly Man in the pinstripe suit enters from the garden. Outside the excited shouts and sounds of firefighting can still be heard. Someone runs by in the b.g. with a coil of garden hose. The Elderly Man walks over to Selena, timidly.
ELDERLY MAN
Is this Nigel's doing?
SELENA"|stage direction
184|It's a warning, that's for sure.|location
185|ELDERLY MAN|unknown
186|Maybe it was just an accident.|location
187|"SELENA
(mysteriously)"|unknown
188|There's no such thing as an accident. Everything has|location
189|"meaning, if you can read the signs.
The elderly man looks down at the pattern of tarot cards Selena has cast on the floor.
ELDERLY MAN"|stage direction
190|Then what does it mean???|location
191|"Selena shrugs and puts aside her cards.
SELENA"|stage direction
192|"Don't ask me. I can't read the signs worth spit.
EXT. MIDVALE SCHOOL. DAY"|location
193|In front of the school, LUCY LANE, one of the older girls, is batting in a softball game. She swings and hits one over the fence for a homer. Linda watches the excited, deliriously happy girls---wondering if she will ever be able to share such strong group emotions. Linda walks up the steps to the main building.|stage direction
194|INT. MAIN BUILDING. MIDVALE SCHOOL. STAIRWAY|location
195|"Linda walks up the long stairway in the entrance hall.
MYRA, the school bully, passes with her spy and toady the loathsome MUFFY. As they pass MYRA speaks in a loud voice.
MYRA"|stage direction
196|Geeze, another barfy new student. They're really|location
197|"scraping the bottom of the barrel these days.
Linda walks on up to the next f1oor."|stage direction
198|INT. MAIN BUILDING . MIDVALE SCHOOL. HALL|location
199|Linda walks along the deserted hall and stops at the office of the registrar, MR. Danvers. She enters.|stage direction
200|INT. REGISTRAR'S OFFICE|location
201|MR. Danvers turns from his desk and glares at her.|stage direction
202|Don't you believe in knocking?|location
203|"LINDA
Oh, yes. Knocking. The pre-entry signal. I forgot.
She knocks on the open door. Her manner is so open and guileless that MR. Danvers, though
he gives her a strange look, does not put it down to smart-aleckyness, as he normally would.
MR. DANVERS
What can I do for you?"|stage direction
204|"I'm Linda Lee.
My cousin wrote you.
MR. Danvers stares at her blankly. He's a bit absent-minded.
MR . DANVERS
Cousin? Wrote me?
Linda looks at the metal filing cabinet behind his desk.
Two beams of X-RAY VISION are faintly visible for an instant from her eyes.
LINDA"|stage direction
205|The letter's in your files. Under K, for Kent.|location
206|MR. Danvers opens his file and searches through it.|stage direction
207|LINDA|unknown
208|I mean, it would probably be there, if you received it.|location
209|MR. DANVERS|unknown
210|Here it is. Oh...of course. You're the orphan. I'm so sorry|location
211|"about your parents. We'll try to make you happy here.
He rises and walks around the desk toward her. He puts his hand on her shoulder in a fatherly fashion.
CUT TO:"|stage direction
212|EXT. CAMPUS. DORM|location
213|"MR. Danvers is carrying her suitcase as he shows her around the campus.
MR DANVERS"|stage direction
214|...since your school records were lost in the fire, we'11|location
215|"start you out easy first. You'll have English, Latin,
French, History, Art, Chemistry, Math, Biology
and Computing. Later on, you can add some electives.
I think we'll put you in ""G"" dorm.
He opens the door and ushers her into the dorm."|stage direction
216|INT. DORM. CORRIDOR|location
217|"MR. Danvers leads Linda down the corridor.
A girl dorm monitor sees him and yells out the traditional signal.
STUDENT MONITOR"|stage direction
218|Man on the floor!|location
219|Immediately, several of the room doors along the corridor slam shut. MR. Danvers smiles indulgently and leads Linda along to one of the rooms with an open door.|stage direction
220|INT. DORM ROOM|location
221|"LUCY LANE, still in her softball flannels, is digging mud out of her cleats with a Swiss Army Knife held over a wastebasket. MR. Danvers knocks on the open door, in the pre-entry signal of Earth. Lucy looks up.
LUCY"|stage direction
222|Oh, MR. Danvers, come in and park it.|location
223|MR. DANVERS|unknown
224|Lucy, your roommate still home with anorexia?|location
225|LUCY|stage direction
226|It wasn't anorexia. It was the food.|location
227|MR DANVERS|unknown
228|Linda, this is Lucy Lane. You can room with her.|location
229|"Show her around, Lucy; I believe you know her
cousin, MR., uh, Kent. Lucy turns into a bundle of
enthusiasm. She grabs Linda's suitcase and leads
her into the room chattering away excitedly.
LUCY"|stage direction
230|Wow, you're Clark's cousin?? Fabuloso! Clark's a|location
231|"hunk. My sister Lois was a real nerd to let that one
get away. You'll love it here, we have a great dorm,
some really insane characters, I mean radical craziness...
MR. Danvers slips away, leaving the two new roommates to get acquainted.
Lucy puts Linda's suitcase on the bare mattress of the empty bed and opens the dresser drawers to help her unpack.
LINDA
I can do that."|stage direction
232|"No sweat. When's the rest of your stuff arriving?
She looks down at the nearly empty suitcase.
LINDA
There isn't any.
LUCY
This is all your clothes?
Lucy involuntarily glances over her shoulder at the bulging closet beside. her own bed. Lucy's bed is smothered with teddy bears, and the walls around it are covered with photos and posters of male rock singers, movie stars, and tennis players. Also a large painted poster of SUPERMAN.
LINDA"|stage direction
233|I have money to buy more, but I haven't had a|location
234|chance since...|stage direction
235|"Since what?? Did you have a fire at your house or
something?"|stage direction
236|I'd rather not talk about it.|stage direction
237|You're not...an orphan are you?|stage direction
238|My cousin Clark is my only relative on Earth.|stage direction
239|"Oh wow, I should've known. Me and my big mouth. Listen,
you can borrow any of my clothes you want. Any time.
LINDA"|stage direction
240|Thank you. You're very kind.|location
241|LUCY|stage direction
242|I'm real sorry, Linda, I should've known it was|location
243|"something tragic if you show up without a
wardrobe. Here, try on this. And this.
Lucy starts pulling clothes out of her closet and tossing to Linda."|stage direction
244|CUT TO:|unknown
245|EXT. SCHOOL PLAYING FIELDS. DAY|location
246|"Girls in their adorable school gym outfits run around playing field hockey. Linda hangs back on the outskirts of the mob. She sees Myra put her stick between Lucy's legs and trip her. Linda stops to help Lucy up.
LINDA
She did that deliberately."|stage direction
247|"She's a beast.
The pack turns and heads back toward them, the lead. Myra slaps the puck directly at. steps in front of it to protect Lucy. The and shatters. .Play stops. The girls mill confusion, picking up the little pieces of with Myra in Lucy. Linda puck hits Linda around in puck."|stage direction
248|LUCY|unknown
249|"How'd you do that?
LINDA"|stage direction
250|"Must've been a defective puck.
INT. LOCKER ROOM. DAY"|location
251|Girls pile in and start to take off their uniforms. Showers are running in the background. Linda unlaces her shoes. Lucy is unlacing beside her.|stage direction
252|LUCY|unknown
253|Keep an eye peeled for Myra. She's out to get you.|location
254|"LINDA
But what for?
LUCY"|stage direction
255|"She just hates anybody who isn't afraid of her.
INT. SHOWER. LATER. DAY"|location
256|"Linda and Lucy (seen from the shoulders up) are enjoying a nice warm shower.
Linda looks through the tile wall (with her x-ray vision) and sees Myra next door, fooling with the plumbing."|stage direction
257|INT. PLUMBING ROOM|location
258|MYRA|stage direction
259|(whispering)|unknown
260|"Are they in?
Muffy (Myra's spy) nods yes from her look-out position.
MYRA"|stage direction
261|Listen to the screams when I shut off the cold water.|location
262|"She takes a huge wrench and starts to shut off a valve. Her spy looks worriedly at the valve.
MUFFY"|stage direction
263|But, Myra, why don't you shut off the hot water and|location
264|"give them an ice bath? If you shut off the cold it,
could scald them.
MYRA"|stage direction
265|So they lose a little skin. Serve 'em right.|location
266|Myra pulls on the wrench.|stage direction
267|INT. SHOWER|location
268|Linda shoots a beam of her heat vision through the wall.|stage direction
269|INT. PLUMBING ROOM|location
270|"Myra pulls on the valve, but the wrench glows red hot in her hand. She lets go with a cry of pain. A pipe springs a leak, drenching her in her school uniform. Myra heads for the door, to get out. More pipes spring leaks. Myra is soaked, her hair all bedraggled, her uniform a mess.
CUT TO:"|stage direction
271|INT. COMPUTING CLASS|location
272|"MR. Danvers is putting a fairly complicated equation on the blackboard. All the students sit at the consoles of little personal computers staring at their blank monitor screens. Except for Linda, who is staring intently at the wall on one side of the classroom.
MR DANVERS"|stage direction
273|Now, this is the kind of problem that used to take|location
274|"weeks before the computer. It still takes a long
time without certain algorithms.
Linda stares out through the solid wall with her X-RAY vision."|stage direction
275|EXT. CAMPUS|location
276|"A cat is stalking along a branch of a tree toward a nest of little baby birds. The nest is wedged on top of a window cornice on one of the buildings, but the tree branch passes just close enough by it for the cat to grab the baby birds when he gets there.
Slowly the cat inches along the branch. Suddenly a beam of light hits the branch. It bursts into flame, and falls down to the ground, saving the birds from any future danger. The cat turns around like a felon caught in the act, runs down the tree trunk, and scampers away."|stage direction
277|INT. CLASS|location
278|"Linda smiles to herself.
MR. DANVERS (O.S.)
Linda? Are you with us?
She turns to look at MR. Danvers and finds everyone in class staring at her.
LINDA"|stage direction
279|Uh, yes, MR. Danvers.|location
280|"She looks at the board.
LINDA"|stage direction
281|The answer is 5,271,009,010.|location
282|"Linda smiles, proud that she got the right answer. The other girls in the class laugh at her. Even her friend Lucy snickers. Linda realizes she has made a mistake, but is not sure how serious it is. The class bell rings and the girls dash for the exit. Linda stays in her seat staring at Mr. Danvers as he goes around the room switching off the computers.
MR. DANVERS"|stage direction
283|You may go, Linda. But try not to clown around in|location
284|"the future.
She meekly heads for the door. He turns to erase the blackboard. Something stays his hand, and he looks at the problem. Then he puts down the eraser and starts to copy the problem on a piece of paper."|stage direction
285|EXT. ROAD OUTSIDE SCHOOL. DAY|location
286|Selena's Cadillac drives past the school. softball in front. Girls are playing softball in front.|stage direction
287|INT. CADILLAC|location
288|"Bianca is driving. Selena sits in the back brooding. Her tarot cards and the metal gargoyle box are beside her on the open counter of a  built-in bar. She suddenly calls out to Bianca.
SELENA
Stop the car!
Bianca jams on the brakes and the car screeches to a halt."|stage direction
289|EXT. ROAD OUTSIDE SCHOOL|location
290|The girls stop their softball game and turn to stare at the Cadillac.|stage direction
291|INT. CADILLAC|location
292|"Selena is gathering up her scattered things from the floor of the car.
SELENA"|stage direction
293|I said stop, I didn't say run into a brick wall.|location
294|BIANCA|unknown
295|What is it?|stage direction
296|SELENA|unknown
297|"The Coffer of Shadow. Look at it.
The metal gargoyle box is glowing with an inner radiance."|stage direction
298|SELENA|unknown
299|"What does it mean?
BIANCA"|stage direction
300|The danger. The one Nigel spoke of. It must be near .|location
301|"They stare out the car window at the girls' softball game, which was resumed.
SELENA
Oh, fiddlesticks. What could be dangerous about a
baseball game?"|stage direction
302|"Softball.
SELENA"|stage direction
303|It must be the girls. One of the girls.|location
