|text|type
201|from the Reavers. Jayne switches weapons, tossing another to|stage direction
202|INT. BASEMENT, OVER THE GENERATOR - CONTINUING|location
203|INT. INNER HALL - CONTINUING|location
204|INT. BASEMENT, OVER THE GENERATOR - CONTINUING|location
205|"the clear plastic partition, right in front of the Operative.
There are images first of the city -- of bodies, on the
street, in homes and offices... image after image, jus.t as
we saw on the research vessel -- and in River's mind.
CARON (V.0.)"|stage direction
206|INT. BLACK ROOM - CONTINUING|location
207|INT. BASEMENT, OVER THE GENERATOR - CONTINUING|location
208|INT. INNER HALL - CONTINUING|location
209|INT. BLACK ROOM - CONTINUING|location
210|EXT. DESERT PLANET - SUNSET|location
211|EXT. REPAIR YARD/SERENITY - DAY|location
212|INT. DUCT INSIDE SERENITY - DAY|location
213|EXT. REPAIR YARD/TOP OF SERENITY - DAY|location
214|EXT. REPAIR YARD - CONTINUING|location
215|INT. ENGINE ROOM - DAY|location
216|EXT. SERENITY - DAY|location
217|INT. ENGINE ROOM - DAY|location
218|EXT. REPAIR YARD/SERENITY - DAY|location
219|INT. CARGO BAY - CONTINUING|location
220|INT. FOREDECK HALL - CONTINUING|location
221|INT. BRIDGE - CONTINUING|location
222|EXT. SERENITY - CONTINUING|location
223|INT. BRIDGE - CONTINUING|location
224|EXT. SERENITY - CONTINUING|location
225|EXT. SPACE - MOMENTS LATER|location
