|character|text|type|character_clean|gender|principal_character
87|ENGLISH TEACHER|"The ENGLISH TEACHER strolls among the student's desk. RACHEL
is in social Siberia, sitting in the back."|speech|ENGLISH TEACHER|?|True
88|ENGLISH TEACHER|"Okay, then how many saw the movie?
A show of hands, all the girls, some of the boys."|speech|ENGLISH TEACHER|?|True
89|ENGLISH TEACHER|Now, how many read the play?|speech|ENGLISH TEACHER|?|True
90|AS ASSIGN|A few tentative hands, including JESSE.|speech|AS ASSIGN|?|
91|ENGLISH TEACHER|"I thank you for your honesty, but I am
saddened. I'd like to think we're
here to study William Shakespeare, not
worship at the altar of Leo DiCaprio.
Scattered laughs."|speech|ENGLISH TEACHER|?|True
92|ENGLISH TEACHER|"I was going to calk about the
language. But since you haven't Z&&d
the language, let's talk about the
plot.
12.
Sighs of relief"|speech|ENGLISH TEACHER|?|True
93|ENGLISH TEACHER|"Romeo and Juliet, a tale of two lovers
meant for each other, pulled apart by
their families, society, and, some
might say, by fate."|speech|ENGLISH TEACHER|?|True
94|(BEAT)|"Why is it that we are so moved by love
stories that end with separation?
The STUDENT' s faces are blank."|speech|||
95|ENGLISH TEACHER|"What are some other stories with this
theme?"|speech|ENGLISH TEACHER|?|True
96|(NO RESPONSES)|"How about, Dr. Zhivago? Casablanca?
Still blank. AMY timidly raises her hand."|speech|||
97|AMY|"You meair like in Dumb and
when the girl's husband showed up?
The TEACHER surrenders to the inevitable."|speech|AMY|F|True
98|ENGLISH TEACHER|"Okay, well. Perhaps at some level
we know that Lauren Holly's husband
AIM to show up? What say? Anyone?"|speech|ENGLISH TEACHER|?|True
99|(BEAT)|"Rachel?
I don't know that I believe in it."|speech|||
100|ENGLISH TEACHER|Believe in what?|speech|ENGLISH TEACHER|?|True
101|RACHEL|"Love.
JESSE looks at her, pensive."|speech|RACHEL|F|True
102|"ENGLISH TEACHER
(SYMPATHETIC)"|"Well, then you've got bigger problems
than passing this crass.
13."|speech|ENGLISH TEACHER|?|True
103|ARNIE|"(raises his hand)
Love is fifteen seconds of squishing
noises. Unquote. Johnny Rotten.
Scattered laughs. JESSE overhears TRACY as she nods at
RACHEL, whispers to AMY..."|speech|ARNIE|F|True
104|TRACY|Who would love her?|speech|TRACY|F|True
105|ENGLISH TEACHER|"Do you think that all love stories are
tragedies? I mean, unless they die at
the same time, all lovers are
eventually separated by death."|speech|ENGLISH TEACHER|?|True
106|JESSE|"Well, then Romeo and Juliet isn't a
tragedy, because the only way they
could really be together was in death."|speech|JESSE|F|True
107|ENGLISH TEACHER|"Very good.
(nods at Rachel)
A foul cynic, most cliche.
(turns to Jesse)
A true romantic, how refreshing.
Kids scoff at JESSE, but RACHEL eyes JESSE, struck by this
side of him.
The BELL rings and ARNIE leads the exodus."|speech|ENGLISH TEACHER|?|True
108|ARNIE|Food!|speech|ARNIE|F|True
109|ENGLISH TEACHER|"Next assignment, Brave New World, the
book, not the TV movie.
INT, HIGH SCHOOL HALLWAY - DAY
A stone-faced LISA folds a NOTE, places it within her hallway
locker, jammed to the brim with books; a photo of Fiona Apple
and a Nine Inch Nails sticker are plastered on its door."|speech|ENGLISH TEACHER|?|True
110||EXT. ICE SCHOOL. THE REAR PARKING LOT - LUNCHTIME|location|||
111|ENGLISH TEACHER|"STUDENTS pour out the doors, some heading to a row of outside
lockers. RACHEL appears, searching for LISA."|speech|ENGLISH TEACHER|?|True
112|BACK TO:|"14.
THE SCHOOL HALLWAY
LISA walks as if moving through extremely dense air, hugging
the wall as STUDENTS pass without acknowledging her."|speech|BACK TO:|?|
113|HACK TO:|"THE PARKING LOT
RACHEL looks around the students, sees a GIRL's HEAD from
behind, realizes it isn't LISA."|speech|HACK TO:|?|
114|"BACK TO:
A STAIRWELL"|"LISA ascends several flights, still brushing the wall,
exiting onto the..."|speech|BACK TO:A STAIRWELL|?|
115|SCHOOL'S ROOF|"She walks past a TRIO OF STUDENTS smoking near the roof's
edge. Without slowing or blinking an eyelash LISA simply..
DROPS OUT OF FRAME.
A GIRL turns in the direction of LISA's disappearance."|speech|SCHOOL'S ROOF|?|
116|SMOKING GIRL|"Did you see that?
SHOCK CUT TO:
WITHIN A PARKED CAR
LISA'S FACE smashes into the windshield which cracks in a
spider web pattern. Blood fills the web. The sound of a
droplet hitting car vinyl, then drops SPLATTER RED on our
P.Q.V."|speech|SMOKING GIRL|?|
117||EXT. THE SCHOOL PARKING LOT - DAY|location|||
118|SMOKING GIRL|"Standing in the lot is RACHEL. She stares in horror at --
LISA sprawled on the dented hood of a parked car, her head a
bloody mass nestled in the shattered windshield.
-- and RACHEL opens her mouth, but the SCREAM BOTTLED inside
catches in her throat, which causes --
15.
A ROW OF OUTDOOR LOCKERS
to ""ULQ open, behind her, like dominoes, banging in a wave
away from her, startling KIDS near them."|speech|SMOKING GIRL|?|
119||INT. SCHOOL - DAY|location|||
120|SMOKING GIRL|"BANG as a door marked ""GUIDANCE COUNSELOR"" swings open and..
SUE SNELL whips around in her seat, late 30's, but with the
eyes of someone who's been to hell and back. A YOUNG GIRL is
seated before her for counseling.
in her doorway is the SCHOOL PRINCIPAL, chaos in the hall
behind him."|speech|SMOKING GIRL|?|
121|PRINCIPAL|"You'd better come with me, a girl just
killed herself in the lot."|speech|PRINCIPAL|F|True
122||EXT. SCHOOL PARKING LOT - DAY.|location|||
123|PRINCIPAL|"More chaos. KIDS'rush in to see, others move away.
Next to the car with LISA's body is RACHEL. Slowly,
tentatively, without knowing what she's doing, RACHEL runs
her hand along the car's hood, coating her thumb with blood."|speech|PRINCIPAL|F|True
124|"RACHEL
(TO HERSELF)"|"Best blood.
SUE pushes her way through the crowd, sees a stunned RACHEL,
puts an arm around her shoulder."|speech|RACHEL|F|True
125|SUE|"Corns. Come with me. Let's back off.
One step. Good. Let's back away.
PULL BACK to see the widening circles of shock as the
students of Bergen High realize what's just occurred."|speech|SUE|M|True
126||INT. GUIDANCE OFFICE - DAY|location|||
127|SUE|"A SNOW DOME with a forest scene. RACHEL is in a chair, her
face an ashen mask, staring at the dome on the desk. SUE
offers a glass of water, RACHEL doesn't take it. SUE leans
on the desk's edge."|speech|SUE|M|True
128|SUE|"(low, intimace)
Was she a friend? This is a place
where you can calk about it."|speech|SUE|M|True
129|(MORE)|16.|speech|||
130|"SUE (CONC'D)
(NO RESPONSE)"|"Or not. But if you need to, I'm
always here.
SUE takes RACHEL's hand. RACHEL looks up at her, eyes
welling. Bur she doesn't cry."|speech|SUE|M|True
131|SUE|It's okay. Let it out.|speech|SUE|M|True
132|RACHEL|"(shakes her head)
I never cry. Miss Snell? She was so
happy this morning. I don't
understand. Why would she--
The INTERCOM BOX squawks:
WOMAN (V.0.)
Ms. Snell, would you please come to
the principal's office? Ms. Snell,
please come to the principal's office."|speech|RACHEL|F|True
133|- SUE|"You stay here as long as you need to.
RACHEL nods. SUE moves to the door and exits.
Leaving RACHEL alone, looking all of five years old."|speech|- SUE|?|
134||INT. PRINCIPAL'S OFFICE - DAY|location|||
135|- SUE|"A medium-sized office, standing room only. The PRINCIPAL
addresses SUE and his STAFF as he hands out sheets of paper."|speech|- SUE|?|
136|PRINCIPAL|"The board of education has given us
these procedures to follow. I want
every teacher to read this aloud in
their classrooms in ten minutes.
Do not digress or become overly
emotional or dramatic.
His VOICE under..."|speech|PRINCIPAL|F|True
137||EXT. THE SCHOOL ENTRANCE - DAY|location|||
138|PRINCIPAL|"A door BANGS open as RACHEL runs out and down the steps.
PRINCIPAL (V_O.)
Then I'll ask you to identify any
students who may have been Lisa
Parker's close friends and therefore
may require additional counseling.
17.
PRINCIPAL'S OFFICE - DAY
He scans the faces of his troops."|speech|PRINCIPAL|F|True
139|PRINCIPAL|"No memorials. No assembly. We want a
return to the normal life of the
school. what do we not want?"|speech|PRINCIPAL|F|True
140|(PAUSE)|"Copycats. Everybody got it?
Nods all around."|speech|||
141|PRINCI PAL|"Then let's go with the drill.
A TEACHER reads from the prepared statement to her class."|speech|PRINCI PAL|?|
142|TEACHER|"One of our students died today.
-- A FOREST -- Glimpses of RACHEL running through the trees.
-- SUE at a microphone, reading from a sheet of paper:"|speech|TEACHER|F|
143|SUE|"We will observe, at exactly two
p.m...
-- Her voice emanates from an INTERCOM BOX high on a
classroom wall. STUDENTS bow their heads.
SUE (V.O.)
.a moment of silence."|speech|SUE|M|True
144||EXT. FOREST - DAY|location|||
145|SUE|"th RACHEL -- running, branches tearing at her clothes.
SUE (V.3.)
Lisa Parker may be gone, but she will
not be forgotten by her friends."|speech|SUE|M|True
146||INT. CLASSROOM - DAY|location|||
147|SUE|"ERIC surreptitiously passes MARK something under a desk, a
large pocket NOTEBOOK.
A GIRL picks her nose. A 3CY yawns. Another BOY absently
fiddles with his crucifix as he reads a comic book.
18.
A GIRL and a BOY whisper to each other, then stifle a laugh.
SUE {V.0.)
She will not be forgotten, by her
fellow students, her teachers, and
her school."|speech|SUE|M|True
148||EXT. THE FOREST - DAY|location|||
149|SUE|"RACHEL sits on rock in a clearing, observing her own moment
of silence.
She looks at her hand. It's trembling and still covered with
LISA's BLOOD."|speech|SUE|M|True
150||EXT. ARI{HAM STATE MENTAL HOSPITAL - DAY|location|||
151|SUE|"th a sign identifying it as such. A fenced-in complex of
spooky Victorian and Queen Anne buildings."|speech|SUE|M|True
152||EXT. A BUS - DAY|location|||
153|SUE|"CHEL sits, removing her nose stud and earrings as the bus
approaches the hospital."|speech|SUE|M|True
154||INT. HOSPITAL BATHROOM - DAY|location|||
155|SUE|"RACHEL is washing off her makeup, which runs black into the
institutional porcelain sink.
She changes into a white cotton shirt."|speech|SUE|M|True
156||INT. STATE HOSPITAL, VISITING AREA - DAY|location|||
157|SUE|"The dilapidated room is a statue garden of catatonics and
depressives seated on vinyl furniture before a static-filled
T.V. PATIENTS shuffle past like motorized corpses.
BARBARA LANG, now in her 40's, sits on a couch with a
transformed RACHEL. BARBARA is lucid and beaming at her."|speech|SUE|M|True
158|BARBARA|"Yes, baby, I really am feeling so much
better. I feel so good on the inside,
I must be glowing on the outside."|speech|BARBARA|F|True
159|RACHEL|You look great, mama.|speech|RACHEL|F|True
160|BARBARA|"Lord, you come all the way out here,
we can't keep talking about me. How
are you? I wane to hear every little
thing I'm missing.
19.
RACHEL takes a deep breath, working extra hard to seem happy
and well adjusted today."|speech|BARBARA|F|True
161|RACHEL|"Things are really great. Last night
I, um, I had this slumber party, with
some girlfriends. And this morning,
Mrs. Wallace made us all pancakes
before school."|speech|RACHEL|F|True
162|BARBARA|The Wallaces sure are a nice family.|speech|BARBARA|F|True
163|RACHEL|"(her smile falters)
Oh, they are. A nice family."|speech|RACHEL|F|True
164|BARBARA|What's wrong?|speech|BARBARA|F|True
165|RACHEL|"Nothing, I just... I miss those crepes
you used to make me."|speech|RACHEL|F|True
166|BARBARA|"Oh, honey, those.crepes weren't
nothing but watered down pancakes.
(holds out her arms)
Come here baby.
She gives her daughter a big hug."|speech|BARBARA|F|True
167|BARBARA|"Now you listen to me, the doctors say
I'm doing well. You know what that
means? That means someday, soon, you
and I are gonna be eating crepes for
breakfast, lunch and dinner.
For the first time, RACHEL's smile is genuine."|speech|BARBARA|F|True
168|RACHEL|That would be so great.|speech|RACHEL|F|True
169|BARBARA|"(holds her at arm's length)
Oh, I look at you, remembering what
you were like at five, at ten...
(decides not to go down a sad path)
All I need is a little Loving Care for
these grey hairs and we'll make up for
all the time we've lost.
ooks at a wall clock)"|speech|BARBARA|F|True
170|(MORE)|"20.
BARBARA (cont ' d)
Now you get going before you're late
for work."|speech|||
171|RACHEL|Yes, mama.|speech|RACHEL|F|True
172||INT. HOSPITAL HALLWAY - DAY|location|||
173|RACHEL|"RACHEL stands before glass doors, reinforced with chicken
wire, waiting to be buzzed out.
The NURSE on the other side is on the phone.
RACHEL turns and sees graffiti reading:
klnq of heLL
She cocks her head, noting the capitalized letters reveal a
hidden message: SLL."|speech|RACHEL|F|True
174||"A smiling TEENAGE GIRL wears a nightgown with a large wet
spot where she's soiled herself, without warnin she lets."|stage direction|||
175|RACHEL|"out a arcing ; ,e.
RACHEL wheels and pounds on the door."|speech|RACHEL|F|True
176|RACHEL|"C'mon, c'mon. Let me out!
The door buzzes and she shoves through."|speech|RACHEL|F|True
177||EXT. THE KENNEL - DAY|location|||
178|RACHEL|"A restaurant/bar decorated with the BULLDOG insignia on a
football helmet."|speech|RACHEL|F|True
179||INT. THE KENNEL - DAY|location|||
180|RACHEL|"The rear end of a young WOMAN in tight jeans walking away.
MARK (V.0.)
Backfield in motion.
PULL BACK TO -- Pub decor with football paraphernalia
everywhere; Bulldog lamps and paw prints painted on the
floor. The bar's packed with local BUSINESSMEN.
JESSE, MARK and the other BULLDOGS are in a corner booth.
A.middle-aged, bearded WAILER with half his face bur -SS-arred
approaches."|speech|RACHEL|F|True
181|WAITER|"Boys, what can Z get you?
21."|speech|WAITER|?|
182|MARK|"Hey, Al, we'll have three 1�.rge pepperoni
pies and two pitchers of beer."|speech|MARK|M|True
183|WAITER|"(heading off) ,
Three large pizzas and cokes all around."|speech|WAITER|?|
184|B|"I can't wait to play Carlin, man, I'm
onna bash Todd Simpson's face in."|speech|B|F|
185|CHUCK|"He scored two touchdowns on you last
time, dude."|speech|CHUCK|F|True
186|B|"Yeah, I wish hl would jump off a roof.
TRACY, MONICA and AMY are at a table across the Kennel."|speech|B|F|
187|MARK|"Yo, Jes$, I think Tracy's following
you.
He pulls out the black NOTEBOOK.
ERIC eyes it, gets very nervous."|speech|MARK|M|True
188|MARK|"Now then, according to the scoreboard
Jess, you'd have to bag every girl
here to catch up. You need the
points. I'll give ya ten for Tracy."|speech|MARK|M|True
189|BRAD|Do her, Jess.|speech|BRAD|M|True
190|CHUCK|"(a low chant)
Do her, do her, do her.
d the others join in."|speech|CHUCK|F|True
191|JESSE|"All right, all right.
ERIC leans over to MARK, urgently whispers, and the two of
them move to...
22.
ANOTHER BOOTH --"|speech|JESSE|F|True
192|ERIC|"(nervous, jumpy)
When Lisa asked me to lunch, she was
actin' like were on the road to
marriage or something. I told her to
wake up, she was just a pump, a nut."|speech|ERIC|F|True
193|MARK|And she freaked and took a header.|speech|MARK|M|True
194|ERIC|"And now I freakin.'. The Notre Dame
scout's comin' Friday and it this gets
out, I mean, sex and suicide?
Catholic schools frown on that shit."|speech|ERIC|F|True
195|MARK|No one knows 'bout you and her.|speech|MARK|M|True
196|ERIC|Lisa took a picture of me with. her.|speech|ERIC|F|True
197|MARK|Shit. Okay. I'll handle it.|speech|MARK|M|True
