;vocab_male;vocab_male_count;vocab_female;vocab_female_count
343;action;32;dude;22
344;marriage;32;group;22
345;bring;32;dick;22
346;ball;32;bus;22
347;cop;32;jack;22
348;club;32;trip;22
349;michelle;32;cool;22
350;mark;32;mouth;21
351;sound;32;team;21
352;boss;32;cover;21
353;catch;32;suit;21
354;boom;32;supervisor;21
355;summer;31;brain;21
356;mall;31;drop;21
357;golf;31;hurry;21
358;age;31;damn;21
359;worry;31;walter;21
360;none;31;piece;21
361;share;31;lunch;21
362;fine;31;shop;21
363;meeting;31;find;21
364;mention;31;gas;21
365;list;31;gift;21
366;arm;31;rob;21
367;mike;31;favor;21
368;hold;30;attention;21
369;bedroom;30;conversation;21
370;cat;30;power;20
371;brain;30;leg;20
372;month;30;stand;20
373;history;30;window;20
374;round;30;card;20
375;bottle;30;front;20
376;gay;30;computer;20
377;gift;30;surprise;20
378;sure;30;film;20
379;chair;29;fall;20
380;pick;29;ride;20
381;writer;29;thirty;20
382;l;29;sure;20
383;bed;29;aaron;20
384;dick;29;whoa;20
385;crazy;29;graham;20
386;norman;29;pass;19
387;shop;29;church;19
388;color;29;hang;19
389;ha;29;blood;19
390;dress;28;park;19
391;stand;28;tom;19
392;pocket;28;driver;19
393;horse;28;tea;19
394;e;28;court;19
395;answer;28;style;19
396;hobson;28;joe;19
397;maxine;28;camp;18
398;gas;28;plane;18
399;bill;28;sea;18
400;cup;28;crossword;18
401;ride;28;bedroom;18
402;conversation;28;stage;18
403;jennie;27;cannot;18
404;professor;27;worry;18
405;saul;27;justice;18
406;choice;27;dana;18
407;sister;27;kate;18
408;smoke;27;interest;18
409;message;27;living;18
410;run;27;shoe;18
411;alison;27;bill;18
412;star;27;cut;18
413;lawyer;27;speech;18
414;knock;27;van;18
415;bye;27;hold;17
416;fall;27;rule;17
417;earth;27;security;17
418;thirty;27;fight;17
419;hotel;27;article;17
420;lord;26;cookie;17
421;science;26;ya;17
422;living;26;ginty;17
423;pellit;26;shoulder;17
424;park;26;run;17
425;bud;26;crazy;17
426;apartment;26;bullshit;17
427;annie;26;mon;17
428;angle;26;jackie;17
429;machine;25;hospital;17
430;child;25;pre;17
431;player;25;respect;17
432;loan;25;carrie;17
433;scene;25;drunk;17
434;frank;25;lance;17
435;band;25;wine;16
436;bruce;25;message;16
437;churchill;25;shower;16
438;space;25;dougie;16
439;card;25;scene;16
440;throw;25;rex;16
441;desk;25;board;16
442;cell;25;cat;16
443;blaine;25;price;16
444;cousin;25;thinking;16
445;interest;25;put;16
446;jacket;25;lie;16
447;agent;25;jump;16
448;girlfriend;25;cell;16
449;film;25;star;16
450;field;25;shakespeare;16
451;twenty;25;afternoon;16
452;yesterday;25;rock;16
453;train;25;rachel;16
454;monkey;25;pain;16
455;charge;25;corner;16
456;table;25;alright;16
457;taste;25;mess;16
458;cookie;25;earth;16
459;spot;24;cash;16
460;pull;24;ok;16
461;experience;24;storm;16
462;cover;24;shirt;16
463;lee;24;apple;16
464;daughter;24;percent;16
465;pool;24;fix;15
466;foot;24;fox;15
467;station;24;offer;15
468;peter;24;sr;15
469;sugar;24;saw;15
470;schwartz;24;experience;15
471;difference;24;imagine;15
472;marylin;24;doubt;15
473;court;24;aunt;15
474;doin;23;sun;15
475;boat;23;speak;15
476;information;23;post;15
477;leg;23;cab;15
478;jay;23;remember;15
479;waste;23;rope;15
480;idiot;23;anchor;15
481;hurry;23;magazine;15
482;jail;23;mommy;15
483;grab;23;sound;15
484;decision;23;grabs;15
485;ms;23;yesterday;15
486;bastard;23;knock;15
487;baseball;23;mirror;15
488;computer;23;partner;15
489;nick;23;join;15
490;haggard;22;judge;15
491;saw;22;officer;15
492;johnny;22;matsutani;15
493;video;22;becca;15
494;count;22;light;15
495;fan;22;view;15
496;kitchen;22;fear;15
497;carter;22;glass;14
498;captain;22;pull;14
499;buddy;22;smile;14
500;opportunity;22;nurse;14
501;shoulder;22;action;14
502;daddy;22;science;14
503;manager;22;police;14
504;corner;22;bell;14
505;tub;22;meant;14
506;brandi;22;building;14
507;toilet;22;drink;14
508;romeo;22;gun;14
509;drunk;22;cost;14
510;hurt;21;space;14
511;smell;21;size;14
512;traffic;21;television;14
513;w;21;read;14
514;coffin;21;evening;14
515;pressure;21;control;14
516;thinking;21;marylin;14
517;miss;21;ticket;14
518;department;21;credit;14
519;keep;21;answer;14
520;lunch;21;grade;14
521;force;21;butter;14
522;calm;21;editor;14
523;harken;21;cancer;14
524;pill;21;dollar;14
525;mama;21;advice;14
526;mountain;21;restaurant;14
527;bunch;21;honor;14
528;position;21;leopold;14
529;buy;21;wish;14
530;mess;21;zoil;14
531;serendipity;21;shoot;14
532;george;21;ms;14
533;style;21;estate;14
534;peace;21;bleeker;14
535;wine;20;report;14
536;valium;20;charlie;14
537;actor;20;puzzle;14
538;act;20;bath;14
539;tripp;20;uncle;14
540;plane;20;mister;14
541;imagine;20;moon;14
542;put;20;flight;14
543;board;20;g;14
544;speed;20;student;14
545;justice;20;junk;14
546;credit;20;hole;13
547;surprise;20;bomb;13
548;wonder;20;jerk;13
549;speech;20;spot;13
550;cynthia;20;note;13
551;exchange;20;grace;13
552;tan;20;garbage;13
553;hospital;20;video;13
554;murder;20;david;13
555;radio;20;stomach;13
556;pot;20;jay;13
557;driver;20;sweetie;13
558;tea;20;ball;13
559;sue;20;schedule;13
560;light;20;bruce;13
561;joe;20;mistake;13
562;respect;20;teacher;13
563;roll;19;wessex;13
564;boyfriend;19;fool;13
565;breath;19;miss;13
566;gimme;19;rhiannon;13
567;grace;19;silence;13
568;gold;19;type;13
569;race;19;hook;13
570;appreciate;19;neck;13
571;speak;19;jail;13
572;denton;19;kevin;13
573;fight;19;angus;13
574;p;19;neighborhood;13
575;fool;19;none;13
576;silence;19;share;13
577;go;19;gay;13
578;page;19;decision;13
579;hostage;19;train;13
580;wake;19;monkey;13
581;find;19;rache;13
582;fucker;19;buy;13
583;bus;19;rain;13
584;ice;19;ray;13
585;engine;19;boss;13
586;blow;19;birthday;13
587;mood;19;joy;13
588;quit;19;taste;13
589;gang;19;return;13
590;van;19;goddamn;13
591;bomb;18;dale;13
592;prison;18;gold;13
593;offer;18;travel;12
594;hole;18;chair;12
595;rush;18;jim;12
596;maggie;18;quarter;12
597;victor;18;expression;12
598;r;18;newspaper;12
599;post;18;image;12
600;building;18;information;12
601;hollywood;18;w;12
602;distance;18;writer;12
603;cock;18;wildlife;12
604;bull;18;h;12
605;rain;18;josh;12
606;wedding;18;foot;12
607;roach;18;event;12
608;hit;18;station;12
609;art;18;department;12
610;wall;18;jacket;12
611;release;17;round;12
612;bobby;17;till;12
613;cream;17;track;12
614;scott;17;oil;12
615;relationship;17;conor;12
616;system;17;diamond;12
617;government;17;position;12
618;iron;17;guard;12
619;maya;17;christ;12
620;size;17;property;12
621;blame;17;brandon;12
622;issue;17;catch;12
623;juice;17;christmas;12
624;governor;17;ron;12
625;wish;17;period;12
626;jersey;17;bishop;12
627;grabs;17;idiot;12
628;mma;17;deserve;12
629;bear;17;rubber;12
630;goin;17;sandra;12
631;hide;17;gang;12
632;finger;17;chicken;12
633;level;17;happiness;12
634;birthday;17;feeling;11
635;mister;17;accident;11
636;weed;17;crowd;11
637;harrison;17;bottom;11
638;stick;17;proud;11
639;view;17;screen;11
640;camp;16;boat;11
641;address;16;stone;11
642;tail;16;package;11
643;smile;16;ad;11
644;self;16;section;11
645;bird;16;male;11
646;drug;16;golf;11
647;rule;16;funny;11
648;negotiator;16;pastor;11
649;mistake;16;waste;11
650;evidence;16;annabelle;11
651;remember;16;gentleman;11
652;breakfast;16;kitchen;11
653;robert;16;contact;11
654;button;16;test;11
655;attack;16;vegas;11
656;shakespeare;16;kurt;11
657;group;16;equipment;11
658;mail;16;throw;11
659;pair;16;pool;11
660;island;16;fence;11
661;tiffany;16;alison;11
662;pleasure;16;page;11
663;clive;16;pardon;11
664;rep;16;goodbye;11
665;tom;16;therapy;11
666;report;16;explain;11
667;favor;16;carlson;11
668;bowl;16;effort;11
669;energy;16;fly;11
670;flight;16;butt;11
671;asshole;16;wonder;11
672;listen;15;coat;11
673;dealer;15;pee;11
674;jim;15;center;11
675;sea;15;murder;11
676;shower;15;veronica;11
677;emergency;15;football;11
678;process;15;level;11
679;lock;15;chocolate;11
680;stomach;15;hug;11
681;cd;15;trade;11
682;garage;15;duty;11
683;forty;15;pot;11
684;cost;15;blow;11
685;notice;15;patrick;11
686;base;15;fan;11
687;vehicle;15;rate;11
688;neck;15;glad;11
689;well;15;anna;11
690;cough;15;crane;11
691;therapy;15;asshole;11
692;shame;15;wall;11
693;maguire;15;column;11
694;soul;15;beauty;10
695;wallet;15;push;10
696;barry;15;afford;10
697;responsibility;15;grandma;10
698;kornblut;15;blah;10
699;mirror;15;gimme;10
700;joke;15;rush;10
701;guard;15;beautiful;10
702;enjoy;15;community;10
703;property;15;realize;10
704;bullet;15;la;10
705;ow;15;site;10
706;glad;15;desk;10
707;column;15;count;10
708;lemme;15;beach;10
709;suzy;15;bank;10
710;press;15;photo;10
711;block;15;market;10
712;percent;15;safety;10
713;jerk;14;juice;10
714;stifler;14;jeff;10
715;pass;14;donna;10
716;afternoon;14;rub;10
717;church;14;go;10
718;tara;14;blaine;10
719;marry;14;keep;10
720;doubt;14;beg;10
721;counter;14;grab;10
722;beach;14;well;10
723;bang;14;patricia;10
724;flash;14;loss;10
725;america;14;candy;10
726;stainer;14;force;10
727;concern;14;fuckin;10
728;event;14;opportunity;10
729;walter;14;yep;10
730;pack;14;pair;10
731;career;14;donovan;10
732;admit;14;client;10
733;ship;14;expert;10
734;martin;14;bunch;10
735;bluntman;14;bear;10
736;track;14;practice;10
737;oil;14;chick;10
738;drinking;14;risk;10
739;shock;14;fashion;10
740;honor;14;flor;10
741;gibson;14;reputation;10
742;lake;14;wear;10
743;roper;14;focus;10
744;bug;14;row;10
745;roy;14;memory;10
746;chicken;14;term;10
747;memory;14;sherman;10
748;rent;14;jazz;10
749;eulogy;14;model;10
750;storm;14;quit;10
751;anna;14;fat;10
752;vitti;14;cross;10
753;leader;14;luke;10
754;lori;13;interview;10
755;relax;13;angle;10
756;project;13;kinda;10
757;crowd;13;hero;9
758;chain;13;hurt;9
759;expression;13;professor;9
760;pop;13;blonde;9
761;crossword;13;player;9
762;incident;13;st;9
763;belt;13;say;9
764;land;13;knew;9
765;babe;13;traffic;9
766;comedy;13;scottie;9
767;hartman;13;groom;9
768;linda;13;sell;9
769;handle;13;self;9
770;monday;13;set;9
771;study;13;emergency;9
772;sentence;13;code;9
773;hank;13;bird;9
774;client;13;counter;9
775;market;13;system;9
776;cap;13;handle;9
777;television;13;pressure;9
778;michael;13;smoke;9
779;massey;13;elevator;9
780;kick;13;cop;9
781;hook;13;craig;9
782;sake;13;carpenter;9
783;dennis;13;coverage;9
784;pain;13;hit;9
785;christine;13;tire;9
786;neighborhood;13;hollywood;9
787;search;13;cousin;9
788;advice;13;yeh;9
789;jewelry;13;deaf;9
790;patient;13;die;9
791;lesson;13;soul;9
792;kirk;13;guys;9
793;bernie;13;barry;9
794;mcgrath;13;pam;9
795;galaxy;13;scout;9
796;j;13;lawyer;9
797;judge;13;pleasure;9
798;corn;13;ike;9
799;copy;13;century;9
800;duty;13;patient;9
801;howard;13;f;9
802;direction;13;mention;9
803;treat;13;staff;9
804;return;13;knowledge;9
805;king;13;bud;9
806;orange;13;julia;9
807;crash;13;saturday;9
808;insane;13;cnn;9
809;ho;13;bradshaw;9
810;nature;12;playing;9
811;lift;12;wood;9
812;birth;12;color;9
813;attorney;12;table;9
814;cocksucker;12;ten;9
815;artist;12;stick;9
816;fix;12;weird;9
817;stone;12;fucking;9
818;jen;12;freak;9
819;courtney;12;peace;9
820;garbage;12;genius;9
821;send;12;sky;9
822;h;12;virginity;9
823;site;12;scream;8
824;stage;12;pocket;8
825;toast;12;split;8
826;secretary;12;actor;8
827;photo;12;agreement;8
828;twelve;12;address;8
829;teach;12;pretend;8
830;lie;12;residence;8
831;chancellor;12;exit;8
832;county;12;neighbor;8
833;roof;12;luck;8
834;goodbye;12;mask;8
835;explain;12;condition;8
836;editor;12;cable;8
837;fork;12;research;8
838;skin;12;insane;8
839;milk;12;project;8
840;kevin;12;nope;8
841;horowitz;12;connection;8
842;grip;12;sweetheart;8
843;jake;12;opinion;8
844;permission;12;confidence;8
845;f;12;babe;8
846;collection;12;mannie;8
847;la;12;drug;8
848;loveless;12;co;8
849;wheel;12;romance;8
850;christmas;12;pregnancy;8
851;pre;12;marianne;8
852;fat;12;toast;8
853;hill;12;brad;8
854;prince;12;reception;8
855;steve;12;ed;8
856;tommy;12;album;8
857;genius;12;fifty;8
858;lead;12;title;8
859;thunder;11;lou;8
860;unit;11;amount;8
861;strike;11;yo;8
862;travel;11;bride;8
863;beauty;11;authority;8
864;basketball;11;ryan;8
865;plate;11;massey;8
866;passenger;11;defense;8
867;push;11;tuesday;8
868;cassius;11;teach;8
869;kong;11;ho;8
870;internet;11;hm;8
871;meal;11;captain;8
872;ad;11;ward;8
873;condition;11;grady;8
874;jet;11;kim;8
875;river;11;nerve;8
876;devil;11;sale;8
877;stephanie;11;skin;8
878;slip;11;bomber;8
879;wet;11;sake;8
880;crack;11;making;8
881;protection;11;agent;8
882;lab;11;dennis;8
883;medication;11;grow;8
884;test;11;killer;8
885;cannot;11;language;8
886;miracle;11;maxine;8
887;safety;11;reading;8
888;narrator;11;shopping;8
889;larry;11;doll;8
890;william;11;lotte;8
891;farm;11;penderghast;8
892;sara;11;courage;8
893;pie;11;champagne;8
894;penny;11;papa;8
895;type;11;penis;8
896;crew;11;chicago;8
897;tank;11;debbie;8
898;mile;11;account;8
899;jackson;11;collection;8
900;lotte;11;labor;8
901;malkovich;11;mix;8
902;restaurant;11;samantha;8
903;century;11;j;8
904;planet;11;sleep;8
905;bachelor;11;pride;8
906;chief;11;hearing;8
907;staff;11;top;8
908;center;11;conference;8
909;risk;11;n;8
910;julia;11;rumor;8
911;sobel;11;corn;8
912;beef;11;cowboy;8
913;cook;11;til;8
914;season;11;bambi;8
915;period;11;charge;8
916;model;11;copy;8
917;towel;11;guitar;8
918;ok;11;telephone;8
919;ten;11;relief;8
920;divorce;11;flower;8
921;cigarette;11;sue;8
922;dump;11;friday;8
923;intelligence;11;king;8
924;duck;11;vice;8
925;practice;11;sexy;8
926;cross;11;walt;8
927;member;11;hmm;8
928;sweat;11;cake;8
929;kinda;11;goodness;8
930;tree;10;strike;7
931;feeling;10;ra;7
932;disaster;10;wash;7
933;pinot;10;listen;7
934;accident;10;menu;7
935;afford;10;release;7
936;quarter;10;goodnight;7
937;grandma;10;bachelorette;7
938;janitor;10;haggard;7
939;note;10;attorney;7
940;mate;10;honeymoon;7
941;vacation;10;support;7
942;image;10;role;7
943;buying;10;smell;7
944;aw;10;roll;7
945;learn;10;santa;7
946;register;10;stress;7
947;attitude;10;hancock;7
948;guest;10;draft;7
949;cry;10;dark;7
950;nope;10;meal;7
951;spring;10;tail;7
952;code;10;th;7
953;kiss;10;sauce;7
954;owner;10;joey;7
955;pause;10;sec;7
956;command;10;patty;7
957;bro;10;lester;7
958;pizza;10;bianca;7
959;aunt;10;garden;7
960;sun;10;charity;7
961;puppeteer;10;customer;7
962;teacher;10;perfect;7
963;hall;10;kiss;7
964;title;10;davis;7
965;stare;10;garage;7
966;hire;10;annabel;7
967;evening;10;worth;7
968;angie;10;study;7
969;league;10;sarah;7
970;buzz;10;sweater;7
971;fella;10;megan;7
972;joint;10;phase;7
973;give;10;pellagrino;7
974;meat;10;cow;7
975;helen;10;aid;7
976;poison;10;humor;7
977;character;10;evidence;7
978;save;10;trial;7
979;map;10;franklin;7
980;johnson;10;churchill;7
981;cute;10;hall;7
982;monster;10;ring;7
983;middle;10;america;7
984;dragon;10;taxi;7
985;rat;10;fortune;7
986;peanut;10;miracle;7
987;debbie;10;laugh;7
988;arnie;10;charlotte;7
989;rex;10;pack;7
990;puppet;10;william;7
991;comment;10;reservation;7
992;weapon;10;structure;7
993;coke;10;button;7
994;sleep;10;poetry;7
995;orion;10;art;7
996;enter;10;freeze;7
997;heat;10;admit;7
998;tin;10;pie;7
999;coach;10;medieval;7
1000;elroy;10;freedom;7
1001;term;10;penny;7
1002;hug;10;janine;7
1003;contract;10;calm;7
1004;pennsylvania;10;bat;7
1005;tower;10;exception;7
1006;gregory;10;laura;7
1007;mission;10;flu;7
1008;license;10;sunday;7
1009;loss;10;pamela;7
1010;range;10;rehearsal;7
1011;tad;10;tour;7
1012;billingsley;10;cock;7
1013;closet;10;dragon;7
1014;discuss;10;lawrence;7
1015;cake;10;motherfucker;7
1016;k;9;thomas;7
1017;backpack;9;leslie;7
1018;ate;9;malkovich;7
1019;scream;9;jewelry;7
1020;lowrey;9;grammy;7
1021;suck;9;lesson;7
1022;st;9;random;7
1023;punk;9;stock;7
1024;draft;9;matt;7
1025;future;9;occasion;7
1026;zoo;9;perfection;7
1027;phil;9;fucker;7
1028;marnie;9;lake;7
1029;exit;9;doyle;7
1030;dirty;9;success;7
1031;midget;9;bug;7
1032;cable;9;pig;7
1033;section;9;junebug;7
1034;set;9;enjoy;7
1035;lester;9;hide;7
1036;gettin;9;enter;7
1037;opinion;9;victory;7
1038;davis;9;wheel;7
1039;wire;9;election;7
1040;sarah;9;discount;7
1041;bread;9;affair;7
1042;steal;9;advantage;7
1043;con;9;cocktail;7
1044;tony;9;boobs;7
1045;humor;9;season;7
1046;hannah;9;ann;7
1047;vegas;9;reveal;7
1048;douche;9;toilet;7
1049;cab;9;weight;7
1050;ed;9;prejudice;7
1051;terrific;9;script;7
1052;touch;9;sweet;7
1053;poop;9;rip;7
1054;friday;9;confession;7
1055;parade;9;closet;7
1056;kate;9;romeo;7
1057;win;9;adoption;7
1058;sword;9;lead;7
1059;burbage;9;sweat;7
1060;bloodbath;9;unit;6
1061;gallery;9;relax;6
1062;lincoln;9;example;6
1063;tongue;9;hon;6
1064;museum;9;wind;6
1065;diego;9;jennie;6
1066;swat;9;ate;6
1067;gordon;9;engagement;6
1068;bone;9;louise;6
1069;anxiety;9;disaster;6
1070;bat;9;nature;6
1071;vernon;9;windham;6
1072;anchor;9;lift;6
1073;dear;9;cunt;6
1074;magazine;9;biff;6
1075;effort;9;bush;6
1076;till;9;internet;6
1077;max;9;seventy;6
1078;killer;9;future;6
1079;interview;9;lawn;6
1080;teller;9;salt;6
1081;california;9;assistant;6
1082;reading;9;borrow;6
1083;conor;9;vacation;6
1084;alien;9;thousand;6
1085;response;9;broadcast;6
1086;playing;9;dirty;6
1087;insurance;9;appointment;6
1088;paint;9;harry;6
1089;outta;9;past;6
1090;champagne;9;gosh;6
1091;raise;9;enemy;6
1092;talent;9;tainot;6
1093;sack;9;majesty;6
1094;throat;9;firm;6
1095;bean;9;spring;6
1096;pig;9;spending;6
1097;contact;9;magic;6
1098;wear;9;pencil;6
1099;football;9;producer;6
1100;rod;9;cage;6
1101;chocolate;9;linda;6
1102;ahm;9;pause;6
1103;wood;9;edition;6
1104;tiger;9;crack;6
1105;competition;9;passion;6
1106;grass;9;convince;6
1107;program;9;ink;6
1108;ticket;9;monday;6
1109;version;9;jacob;6
1110;activity;9;pizza;6
1111;meaning;9;appreciate;6
1112;buffalo;9;carlos;6
1113;hmm;9;forty;6
1114;inch;9;strength;6
1115;loser;9;luxury;6
1116;biscuit;9;personality;6
1117;weather;9;victim;6
1118;branch;9;reality;6
1119;reporter;8;flash;6
1120;cocaine;8;discussion;6
1121;silver;8;happen;6
1122;series;8;frame;6
1123;bust;8;prick;6
1124;fair;8;concert;6
1125;split;8;blame;6
1126;bottom;8;javier;6
1127;crowne;8;tradition;6
1128;boca;8;stare;6
1129;badge;8;bless;6
1130;bloody;8;todd;6
