|character|text|type
54|EVEY (V.O.)|"I never saw them again.  Overnight,
my life, my entire world was
erased."|speech
55||INT.  BATHROOM|location
56||"A nun with a switch in her crossed arms watches as Evey and
several other little girls scrub the floor of a dormitory
bathroom."|stage direction
57|EVEY (V.O.)|"It was done so quickly and
violently, so completely, that it
began to seem that it had never
even existed."|speech
58||A tear rolls down Little Evey's cheek.|stage direction
59||EXT.  HOUSE|location
60||"A gay man is dragged violently from his Piccadilly home.
Outside, he sees his lover being forced to the cobblestones."|stage direction
61|EVEY (V.O.)|"The homosexuals were next.  What
God had started with AIDS had to be
finished by man.  It was God's
work.  That's what we were told."|speech
62||"He reaches for him as the clubs rise and fall, vicious and
bloody."|stage direction
63|EVEY (V.O.)|"But once they were gone, there was
someone else.  Someone different."|speech
64||"In another neighborhood, we see the police arresting
Pakistanis."|stage direction
65|EVEY (V.O.)|Someone dangerous.|speech
66||"In a different area, young black men are packed into a caged
van so tightly they are unable to move."|stage direction
67|EVEY (V.O.)|"There were those who understood
what was happening, who knew it was
wrong but who kept silent."|speech
68||"A young detective named Finch looks down as the van pulls
away.  When he looks up, another man in a military uniform
whose name is Almond is watching him."|stage direction
69|EVEY (V.O.)|"And in the vacuum of that silence,
order was imposed."|speech
70||Finch sticks his pipe in his mouth and turns away.|stage direction
71||EXT.  STREET|location
72||Again, we see the marching boots.|stage direction
73|EVEY (V.O.)|"Order that was like those boots,
order that required rigorous
discipline.  Order that is exactly
the same, where each single step
falls with every step.  The order
of the many shaped into one."|speech
74||"We move through the columns of marching soldiers to a wall
where a poster has been plastered up.  The poster reads,
""Strength Through Purity, Purity Through Faith."""|stage direction
75|EVEY (V.O.)|"Somehow in my heart, I knew it
wouldn't last."|speech
76||"As the sound of the marching fades, a shadow falls over the
sign.
After a moment, we hear the hiss of spray paint."|stage direction
77|EVEY (V.O.)|"What they thought they had crushed,
the spirit they believed trampled
and ground beneath the marching of
their boots, rose up, rose as if
from a four hundred year old grave,
rose to remind us all that day."|speech
78||"The shadow sprays a ""V"" over the poster."|stage direction
79||FADE OUT.|location
80||"FADE IN:
Close on a loudspeaker.  There is one on every major street
corner."|stage direction
81|FATE (V.O.)|"Good evening, London.  It's nine
o'clock, the fourth of November in
the year 2019 and this is the voice
of Fate broadcasting on 275 and 285
of the medium wave."|speech
82||"Beneath the loudspeaker is a surveillance system labeled,
""For your protection.""
Bubble eyed lenses iris at the end of stalks that move,
insect-like, racheting and clicking as they watch a little
girl pedal her bicycle.  The little girl glances nervously
over her shoulder up at the mechanical eyes watching her."|stage direction
83|FATE (V.O.)|People of London, be advised --|speech
84||EXT.  EVEY'S APARTMENT|location
85||There is a radio on a small makeup table.|stage direction
86|FATE (V.O.)|"-- that Braxton and Streathon are
quarantine zones as of today."|speech
87||"Evey is now a young woman.  She slips into a dress that is
little more than a nightgown.  She tries to adjust it,
pulling it down at the hem, pulling it up at the thin
shoulder straps, but it is like trying to hide behind a
lamppost."|stage direction
88|FATE (V.O.)|"It is suggested that these area be
avoided for reasons of health and
safety."|speech
89||INT.  SHADOW GALLERY|location
90||Another radio in a room that seems to be of another world.|stage direction
91|FATE (V.O.)|"Good news following the
productivity reports from
Herefordshire indicating a possible
end to meat rationing starting mid
February."|speech
92||"A man enters the room as he once entered the world.  His body
is lean and strong and though we do not see his face, there
is a strength in his carriage, a power to his presence."|stage direction
93||INT.  EVEY'S APARTMENT|location
94||"She packs tissue paper into the toes of a pair of high heels
that are too big for her."|stage direction
95|FATE (V.O.)|"Police raided seventeen homes in
the Birmingham area, uncovering
what is believed to be a major
terrorist ring."|speech
96||INT.  SHADOW GALLERY|location
97||"We move over a dressing bureau, past a wig and over a pair of
black leather gloves, moving until we find the mask; it is
like something from the masquerade ball of another era.  It
has an exaggerated goatee, harlequin cheeks and a smile,
forever fixed, at once be-guiling and be-deviling."|stage direction
98|FATE (V.O.)|"Twenty eight people, eight of them
women, are currently in detention
awaiting trial."|speech
99||INT.  EVEY'S APARTMENT|location
100||"Evey coats her lips with a lascivious red.  She stares into
the mirror, her makeup like a mask over her own face."|stage direction
101|FATE (V.O.)|"And that is the face of London
tonight."|speech
102||INT.  SHADOW GALLERY|location
103||"The man, now fully dressed in cloak, hat, and mask gazes into
the mirror.
This is V."|stage direction
104|FATE (V.O.)|"And this is the voice of Fate
signing off and bidding you a
pleasant evening."|speech
105||EXT.  CITY STREET|location
106||"Close on Evey's high heels, stumbling and awkward as she
walks down a dark cobblestoned street."|stage direction
107||EXT.  CITY STREET|location
108||"Close on V's boots walking in the opposite direction so that
it seems they are walking towards each other."|stage direction
109|EVEY (V.O.)|"I don't know what brought us
together that night.  I had never
been to that part of Westminster
but ever since I've known him, I've
stopped believing in coincidence."|speech
110||EXT.  CITY STREET|location
111||Evey looks up and sees a man standing mostly in shadow.|stage direction
112|EVEY|"Excuse me?  Uh... excuse me,
Mister?"|speech
113||The man turns around.  It is not V.|stage direction
114|EVEY|"Would you like... uh, would you
like to sleep with me?"|speech
115||He smiles.|stage direction
116|EVEY|I mean, for money.|speech
117|MAN|"That is the clumsiest bit of
propositioning I've ever heard."|speech
118|EVEY|Oh god, I'm sorry.|speech
119|MAN|Is this your first time, darling?|speech
120|EVEY|"Yes, no, I mean for money.  But I
know what you want and I'll do it."|speech
121||"She presses her body to his, using her little girl eyes and
her woman's mouth."|stage direction
122|EVEY|"Anything you want, mister.  Please,
I need the money.  I know I'm young
but I promise I know what I'm
doing."|speech
123|MAN|"No.  You don't know what you're
doing."|speech
124||"He pulls out his wallet and shows her a badge.  The sight of
it knocks the breath out of her."|stage direction
125|EVEY|Christ, you're a Fingerman.|speech
126|FINGERMAN 1|Give the little lady a prize.|speech
127|FINGERMAN 2|I've got something to give her.|speech
128||Evey turns and there are more Fingermen behind her.|stage direction
129|FINGERMAN 1|"Prostitution is a class H offense.
Know what that means?  It means
that we get to exercise our own
judicial discretion --"|speech
130|FINGERMAN 2|And you get to swallow it.|speech
131||The Fingermen laugh.|stage direction
132|EVEY|"Oh god, please.  It's my first
time.  Please don't hurt me."|speech
133|FINGERMAN 1|"Gosh, fellas, look at those big
innocent eyes.  What do you think?"|speech
134|FINGERMAN 3|Spare the rod, spoil the child.|speech
135||Fingerman 2 laughs hard as he drops his pants.|stage direction
136|EVEY|Oh no!|speech
137||"He shoves her face first against a brick wall, lifting her
dress to expose her bottom."|stage direction
138|EVEY|Please, don't!|speech
139|FINGERMAN 3|"You heard the man, sweetie.  This
rod's for your own good."|speech
140||Suddenly, they are no longer alone.|stage direction
141|V|"""The multiplying villainies of
nature do swarm upon him."""|speech
142|FINGERMAN 3|What the hell --|speech
143|V|"""And fortune, on his damned
quarrel, smiling, showed like a
rebel's whore."""|speech
144|FINGERMAN 1|We're police officers, pal.|speech
145|FINGERMAN 4|We're with the Finger.|speech
146|FINGERMAN 3|So bugger off!|speech
147|V|"""Disdaining fortune with his
brandished steel, which smoked with
bloody execution."""|speech
148||"In the clenched fist of black leather, we see a flash of
steel."|stage direction
149|FINGERMAN 1|He's got a knife!|speech
150||"V attacks and at once we know this is no normal human being.
A single blow sends the largest of the Fingermen flying
backwards.
But more than his strength, it is his speed.
A gun is cocked but before the hammer falls, a knife is
buried in the Fingerman's chest and --
Before the body falls, the knife is gone.
It takes a handful of seconds and three bodies lay on the
ground.  V turns to the last Fingerman who is struggling to
pull his pants up."|stage direction
151|FINGERMAN 3|Jesus Christ!  Don't hurt me!|speech
152||"V steps forward and he screams, bolting while holding his
pants up."|stage direction
153|V|Good evening.|speech
154|EVEY|Who -- Who are you?|speech
155|V|"Me?  I imagine all manner of names
shall be heaped upon my humble
visage but, for now, let us simply
say I am the villain."|speech
156||He throws wide his cloak and bows deeply to her.|stage direction
157|V|And you would be?|speech
158|EVEY|Evey.|speech
159|V|Of course.|speech
160||"They hear sirens rushing towards them.  In a blink, he scoops
her up and dashes into the shadows of a narrow alleyway."|stage direction
161||EXT.  ROOFTOPS|location
162||"Police cars and several ambulances swarm over the area with
the dead Fingermen.
V watches them from above."|stage direction
163|EVEY|"Why did you do that?  Why did
you... help me?"|speech
164|V|Why indeed?|speech
165||"He takes out an old antique pocket watch.  It is almost
midnight."|stage direction
166|V|Almost time.|speech
167|EVEY|For what?|speech
168|V|For the music.|speech
169|EVEY|Music?|speech
170|V|"Yes, music.  My music.  You see.
Evey, I am a performer."|speech
171|EVEY|Is that why you're wearing a mask?|speech
172|V|"We all wear masks.  Life creates
them and forces us to find the one
that fits.  Do you know what day it
is?"|speech
173|EVEY|Uh... November fourth.|speech
174|V|Not for long.|speech
175||"He looks out where, rising above the rooftops, he can see Big
Ben."|stage direction
176|V|"""Remember, remember, the fifth of
November, the gunpowder treason and
plot.  I know of no reason why the
gunpowder treason should ever be
forgot."""|speech
177||The second hand sweeps into the final minute.|stage direction
178|V|"Tell me, Evey, what good is an
actor that plays his part to an
empty theatre?"|speech
179|EVEY|I don't know.|speech
180|V|"Nor do I.  That's why you are here.
I need you, Evey.  I need someone
to listen."|speech
181|EVEY|To your music?|speech
182|V|Yes.  Yes, to my music.|speech
183||From his sleeve, he pulls a conductor's wand.|stage direction
184|V|"Can you hear it?  It's already
begun."|speech
185||"He begins to lightly tap the wand in the air and, very
faintly, we hear it."|stage direction
186|EVEY|I can't hear anything.|speech
187|V|"At first, you have to listen very
carefully..."|speech
188||"He continues to conduct and we begin to hear the music,
violins and horns that seem almost like a whisper or a wind
that steadily swells."|stage direction
189|V|"Ahh, yes.  There it is.  Beautiful,
is it not?"|speech
190||"He turns to the parapet, his gestures growing grander as the
music rises and we recognize Tchaikovsky's 1812 overture.
The music mounts a climax and V points the wand at Big Ben as
cymbals crash --
Big Ben explodes with such force the world seems to shake,
while --
V, smiling, always smiling, points again with another
crescendo and --
The statue of justice is blown to smithereens.
V nods in appreciation while mustering the music towards it's
finale as fireworks begin lighting up the sky."|stage direction
191|EVEY|Oh my...|speech
192||"Everywhere across the city, people stand transfixed by the
dazzling shimmer of the fireworks until --
A strobing final blitz leaves a single, starry image floating
in the smoke filled sky.
It is the letter V."|stage direction
193|EVEY|It's beautiful...|speech
194|V|Thank you.|speech
195||"From every direction, the city screams with the panicked
sound of sirens."|stage direction
196||EXT.  NEW GOVERNMENT BUILDING|location
197||"A massive modern building that is the seat of the new
government.
A long, black car pulls up to the entrance.  Adam Susan gets
out, wearing a long black trenchcoat over his pajamas.  He is
the Leader and he looks older, heavier, and meaner.
He hurries past the heavily armed guards, barely
acknowledging the snap and cock of their Nazi-like salute."|stage direction
198||INT.  LEADER'S OFFICE|location
199||"The Leader enters his main chambers and we see the Fate
computer system.
It is a cerebral cortex for a vast intelligence network.
Information can almost be felt coursing through its hard
drives.
The Leader sits, at once regaining a measure of composure.
He takes a deep calming breath and accesses the system.
Dozens of monitors fill with images from all across the city,
most of them are of the damage caused by V."|stage direction
200|LEADER|"Gentlemen, I will hear your reports
now.  Mr. Heyer, speak for the Eye."|speech
201||"Conrad Heyer appears on one of the screens.  He is at his
desk inside the command center for the Eye, the governmental
organization responsible for the visual surveillance systems."|stage direction
202|CONRAD|"We have less than two minutes of
usable footage, Leader.  It took
the suspect less than a minute to
dispatch the Finger's vice patrol."|speech
203||"On an insert screen, we see grainy footage of V rescuing Evey
from one of the pole-mounted cameras."|stage direction
204|CONRAD|"As you can see, the suspect's
reflex speed is extraordinary.  As
is his strength."|speech
205||"As the last body falls, V seems to pause and looks back over
his shoulder straight into the camera."|stage direction
206|LEADER|Freeze it!|speech
207||The Leader stares at the smiling face.|stage direction
208|CONRAD|"I'm afraid the mask makes retinal
identification impossible."|speech
209|LEADER|Mr. Etheridge, report for the Ear!|speech
210||"Bunny Etheridge appears on another screen.  Behind him, huge
spooling reels of audiotape wind constantly."|stage direction
211|ETHERIDGE|"We were able to triangulate the
origin of the fireworks.  We also
are currently monitoring a lot of
phone surveillance indicating a
high percentage of conversation
concerned with the explosions.  All
suspect or significant transcripts
are being forwarded to Mr. Almond."|speech
212|LEADER|"Very good.  Mr. Finch, speak for
the Nose."|speech
213||"Finch, no longer the same young man, stands at the site of
the fireworks launch."|stage direction
214|FINCH|"Thanks to Etheridge, we found the
launch for the fireworks.  These
appear to be individually weighted
flares and we have found traces of
the same chemicals at both of the
detonation sites which leads us to
conclude that, despite a level of
sophistication, these devices are
all home-made with over the counter
chemicals, making them impossible
to trace.  Whoever he is, Leader,
he's good."|speech
215|LEADER|"Thank you for that professional
annotation."|speech
216||An intercom opens.|stage direction
217|LIEUTENANT (V.O.)|Leader, Mr. Almond has arrived.|speech
218|LEADER|"Very good.  Gentlemen, keep me
informed of any further
developments.  England prevails."|speech
219||"They answer in unison as Almond enters the office.  His face
is harder but he has the same violent gleam in his eye.
The Leader turns in his chair."|stage direction
220|LEADER|"Mr. Almond, do you know what this
is behind me?"|speech
221|ALMOND|"Uh... the Fate computer system,
sir?"|speech
222|LEADER|"No.  No sir.  It's more than that.
This, this computer is a symbol,
Mr. Almond.  A symbol of the
highest attainable goal of mankind.
Do you know what that goal is, Mr.
Almond?"|speech
223||"Almond does not.  The Leader leaps from his chair while
pounding the desk."|stage direction
224|LEADER|"Control, Mr. Almond!  Control!  The
world around us is a changing,
directionless, amoral morass and it
is up to man and man alone to set
things right!"|speech
225||He moves around the desk at Almond.|stage direction
226|LEADER|"Without control, man is nothing
more than any other stinking,
sweating, brute animal.  Control,
Mr. Almond.  The control that we
have painstakingly built up over
the last ten years.  Now, do you
understand what happened last
night?"|speech
227|ALMOND|We... lost control.|speech
228|LEADER|"Yes, Mr. Almond.  Last night
someone did the unthinkable.
Someone hurt us.  It is imperative
that we act swiftly and precisely.
I want that man found, Mr. Almond.
I want his head or, by god, I'll
have yours."|speech
229||INT.  SHADOW GALLERY|location
230||"Evey is wearing a blindfold and V leads her by her
fingertips, guiding her almost as if they were dancing...
His fingers slip free of her and she reaches out."|stage direction
231|EVEY|Wait.  I've lost you.|speech
232|V|No, you haven't.|speech
233||"He is behind her and he removes the blindfold, revealing his
house to her."|stage direction
234|EVEY|Oh...|speech
235||"It is a labyrinth of interconnecting underground tunnels and
rooms.
The gallery is the main room as it is filled with an amazing
collection of human culture.  There is art that spans from
the renaissance to the painted covers of Eerie comics,
literature that ranges from Shakespeare to Spillane,
philosophy from Plato to Bukowski, and a vast collection of
nonfiction.
There are movie posters everywhere and an entire wall is
lined with videocassettes.
A jukebox stands in front of an enormous vinyl and CD
collection of music."|stage direction
236|EVEY|A jukebox?  Where did you get it?|speech
237|V|I saved it.  Like everything here.|speech
238||She punches a button and Billie Holiday begins to sing.|stage direction
239|EVEY|"Oh, it's beautiful.  I've never
heard anything like it."|speech
240|V|"Of course not.  You grew up in
their world.  Art is created by
individuals and there are no
individuals in a world where you
are told what to think."|speech
241|EVEY|This place is amazing.|speech
242|V|You're welcome to stay.|speech
243||"She stops suddenly and looks at him.  The offer is terribly
exciting but it is so unlike anything she has ever done that
it's almost impossible to imagine."|stage direction
244|EVEY|Stay here... with you?|speech
245|V|Yes.  If you like.|speech
246|EVEY|I... I don't even know your name.|speech
247|V|"I don't have a name.  But you can
call me V."|speech
248|EVEY|V?  V... I like that.|speech
249||And she returns his smile.|stage direction
250||EXT.  JORDAN TOWER|location
251||"The only operating broadcast tower in London; home of the
Mouth."|stage direction
252||INT.  RADIO BROADCAST BOOTH|location
253||"Lewis Prothero leans forward and lets his voice pour like
syrup over the microphone."|stage direction
254|PROTHERO|"Good morning, London.  This is the
voice of Fate -- Damn."|speech
255||He stops and coughs.|stage direction
256|PROTHERO|"Good morning -- ack.  Good morning
Lond-- Goddammit!  Where is my
bloody tea?!"|speech
257||"In the control booth, Roger Dascombe, his hair thinner now,
rubs his temple."|stage direction
258|DASCOMBE|"Would someone get his lordship his
bloody tea?"|speech
259||He clicks on the microphone.|stage direction
260|DASCOMBE|"Lewis, they want this report on the
first hour --"|speech
261|PROTHERO|"I know.  I know.  Damned
inconvenient this entire affair.
Fine.  Let's try again."|speech
262||"He clears his voice and the red ""record"" light turns on."|stage direction
263|PROTHERO|"Good morning, London.  It is 6 am,
the fifth of November 2019 and this
is the voice of Fate.  The new day
brings good news and bright
prospects from overseas, where
negotiations with New China are
moving in a positive direction.
Last night's scheduled demolition
of two deteriorating landmarks went
off without a hitch."|speech
264||Dascombe is unable to stop himself from smiling.|stage direction
265|PROTHERO|"Spokesman for the Interior ministry
said both structures were severely
damaged and judged to be a danger
to the unsuspecting public.  Plans
for new landmarks are well
underway."|speech
266||Prothero sits back, shaking his head.|stage direction
267|PROTHERO|Do you believe this crap, Dascombe?|speech
268|DASCOMBE|"It's not our job to believe it,
Lewis.  Our job is to tell the
people --"|speech
269|PROTHERO|"""Exactly what they tell us.""  I
Know but do you think that people
will believe it?"|speech
270|DASCOMBE|"They will if it's you that's
telling it to them.  Now let's try
it again."|speech
271||INT.  SHADOW GALLERY|location
272||V is alone, listening to the first morning broadcast.|stage direction
273|PROTHERO (V.O.)|"... plans for new landmarks are
already well underway."|speech
274||"He clicks off the radio.  Walking down a hall, he stops and
peers into Evey's new bedroom.
She is fast asleep, looking remarkably at peace.  Quietly, he
shuts the door."|stage direction
275||EXT.  TRAIN STATION|location
276||People are hurrying to board a departing train.|stage direction
277||INT.  TRAIN CAR|location
278||Prothero is staring out his window.|stage direction
279|PROTHERO|"""Remember, remember, the fifth of
November..."""|speech
280||He talks to his bodyguards almost as if talking to himself.|stage direction
281|PROTHERO|"Do you suppose that's why he did
it?"|speech
282|BODYGUARD 1|Sir, who did what, sir?|speech
283|PROTHERO|"Guy Fawkes.  He tried to blow up
Parliament."|speech
284||The guards look at each other, confused.|stage direction
285|PROTHERO|"Don't they teach history in school
anymore?"|speech
286|BODYGUARD 1|"Sir, we're both straight military,
sir."|speech
287|BODYGUARD 2|"Sir, yes, sir.  I was fighting in
Ireland by the time I was sixteen."|speech
288|PROTHERO|Yes, of course.  My mistake.|speech
289||He turns back to his window.|stage direction
290||EXT.  RAILROAD|location
291||The train rumbles along, heading for a tunnel.|stage direction
292||INT.  TRAIN CAR|location
293||Prothero watches the countryside rolling past.|stage direction
294|PROTHERO|"I love trains.  I remember riding
the underground with my father.
Shame they shut them all down."|speech
295||"Bodyguard 1 looks out the opposite window just as the train
enters the tunnel."|stage direction
296|BODYGUARD 1|What the hell's that!|speech
297||EXT.  TRAIN|location
298||"For a flashing instant, we see V in silhouette, cloak
swirling around him like dark wings as he jumps from the
bridge onto the train."|stage direction
299||INT.  TRAIN CAR|location
300||Prothero and Bodyguard 2 stare at Bodyguard 1.|stage direction
301|BODYGUARD 1|"I thought I saw a man jumping onto
the train."|speech
302|BODYGUARD 2|"The train's doing almost seventy.
It would break his legs."|speech
303|BODYGUARD 1|"You're right, I... It must have
been rags."|speech
304||EXT.  TRAIN|location
305||Deep in the tunnel, a dark figure glides across the rooftops.|stage direction
306||INT.  CONDUCTOR'S CAB|location
307||"The conductor hears something on the roof.  He peers up just
as V swings down, smashing feet first into the cab."|stage direction
308||INT.  TRAIN CAR|location
309||The brakes suddenly lock, throwing Bodyguard 2 into Prothero.|stage direction
310|PROTHERO|Get off of me!|speech
311||"A moment later, the lights are cut off and the entire train
is plunged into complete darkness."|stage direction
312|BODYGUARD 2|What the fuck is going on?|speech
313|BODYGUARD 1|Lock the car doors.|speech
314|PROTHERO|I have a lighter... somewhere...|speech
315|BODYGUARD 2|"I can't find the lock -- wait.  Hey
wha--"|speech
316||There is a muffled shriek followed by a sharp snap.|stage direction
317|BODYGUARD 1|What's happening --|speech
318||"There is another sound, like the leather slap of a boxer
pounding a heavy bag, followed by the sound of the heavy bag
collapsing onto the floor."|stage direction
319|PROTHERO|I found it!|speech
320||"He flicks on the lighter and, in the dim light of its flame,
he sees the smiling face."|stage direction
321|PROTHERO|Oh god.|speech
322||"V sits casually, arms folded, across from Prothero.  The
bodyguards lay dead on the floor."|stage direction
323|PROTHERO|"Who are you?  What do you want?
Money?  Is that it?"|speech
324||V just smiles.|stage direction
325|PROTHERO|"Wait, wait.  You're, you're the one
that blew the Bailey."|speech
326||V nods and Prothero's eyes go wide.|stage direction
327|PROTHERO|"You're making a mistake.  I'm
nobody --"|speech
328||"On the floor, he sees the bodyguard's gun.  He kills the
lighter and dives for it.
In the darkness, we hear the struggle.  It ends quickly.
When the lighter flicks back on, V is holding it and the gun."|stage direction
329|PROTHERO|Oh god, what do you want?|speech
330|V|"I've come to offer you a choice.
Commander Prothero."|speech
331|PROTHERO|What -- What did you call me?|speech
332|V|Commander Prothero.|speech
333||Prothero's heart begins to pound.|stage direction
334|V|"That was your title at Larkhill.
You remember Larkhill, don't you,
Commander?"|speech
335||EXT.  LARKHILL RESETTLEMENT CAMP - FLASHBACK|location
336||"A sign reads, ""Larkhill Resettlement Camp."""|stage direction
337|V (V.O.)|Where they sent the undesirables.|speech
338||"A caged truck packed with minorities rolls into the gates
which are topped with spools of razor wire."|stage direction
339||INT.  TRAIN CAR|location
340||Prothero is sweating.|stage direction
341|PROTHERO|"I don't know what you're talking
about."|speech
342|V|"Maybe I can help your memory.
Let's see.  Larkhill opened in the
summer of 2009.  You were appointed
it commander.  You wore a uniform
in those days.  You looked very
good in it."|speech
343||INT.  LARKHILL - PROTHERO'S OFFICE - FLASHBACK|location
344||Prothero admires his uniform in the mirror.|stage direction
345|V (V.O.)|"You were a man of many
responsibilities.  You made sure
Larkhill made all its quotas,
especially the oven quotas even
though they required an excessive
amount of maintenance."|speech
346||EXT.  LARKHILL OVENS - FLASHBACK|location
347||"We see a detail of black and Indian men, shoveling mounds of
black ash from a series of furnace like ovens.
As the shovels lift, we see blackened bones and burnt skulls."|stage direction
348||EXT.  LARKHILL MAIN YARD - FLASHBACK|location
349||Prothero saunters through the lines of camp prisoners.|stage direction
350|V (V.O.)|"But there was one task you took to
with exceptional relish.  Remember
the medical block, Commander?  I
believe you called it the funny
farm.  You were the one that
selected the prisoners.  You hand
picked each one."|speech
351||"Prothero steps in front of a woman who remains beautiful
despite the suffering she has endured.  Prothero smiles."|stage direction
352|PROTHERO|Her.|speech
353||"As the guards grab her, we become aware of a man that is
staring at Prothero.  He is one of the prisoners but we do
not see his face.
Prothero notices the man.  He doesn't like the way the man is
staring at him."|stage direction
354|PROTHERO|You.|speech
355||INT.  TRAIN CAR|location
356||Prothero is terrified.|stage direction
357|PROTHERO|You!  You're him, aren't you?|speech
358||V nods.|stage direction
359|PROTHERO|"Oh my god!  What are you going to
do?"|speech
360|V|"You gave us a choice, remember,
Commander?  You said we could
cooperate with the doctors or..."|speech
361||V cocks the gun.|stage direction
362|V|Hold out your hand.|speech
363||"Trembling, Prothero sticks out his hand.  V lets the light
die for a moment.
When he flicks it back on, Prothero is holding a long, metal
syringe filled with a murky liquid."|stage direction
364|PROTHERO|"Oh no, no!  Please I was just doing
what I was told!"|speech
