|text|type
55|"Scuttle: Hey there, sweetie!  Quite a show, eh?
Ariel: Scuttle, be quiet!  They'll hear you.
Scuttle: Oooh, I gotcha, I gotcha.  We're being intrepidatious.  WE'RE OUT TO"|stage direction
56|Ariel: I've never seen a human this close before.  Oh - he's very handsome,|stage direction
57|"Scuttle: (Looking at Max) I dunno, he looks kinda hairy and slobbery to me.
Ariel: Not that one - the one playing the snarfblat.
Grimsby: Silence!  Silence!  It is now my honour and privilege to present our"|stage direction
58|"Eric: Ah, Grimsby - y'old beanpole, you shouldn't have.
Grimsby: I know. Happy birthday, Eric! (Large, gaudy statue of Eric is"|stage direction
59|"Eric: Gee, Grim.  It's, err, it's, err - it's really somethin'. . . .
Grimsby: Yes, I commissioned it myself.  Of course, I had hoped it would be a"|stage direction
60|Eric: Come on, Grim, don't start.  Look, you're not still sore because I didn't|stage direction
61|Grimsby: Oh, Eric, it isn't me alone.  The entire kingdom wants to see you|stage direction
62|"Eric: Well, she's out there somewhere.  I just - I just haven't found her yet.
Grimsby: Well, perhaps you haven't been looking hard enough.
Eric: Believe me, Grim, when I find her I'll know - without a doubt.  It'll"|stage direction
63|"Sailor: Hurricane a'commin'!! Stand fast! Secure the riggin'! (Storm hits.)
Scuttle: Whoa! The wind's all of a sudden on the move here. (He is blown"|stage direction
64|Eric: Look out! . . . (Ship crashes and all are thrown overboard except Max.)|stage direction
65|Grimsby: ERIC! (Ship explodes. Ariel finds Eric near drowning and pulls him|stage direction
66|(On beach. Ariel is sitting next to an unconscious Eric.)|unknown
67|"Ariel: Is he - dead?
Scuttle: (Opens Eric's eyelid.) It's hard to say. (Puts his ear against Eric's"|stage direction
68|Ariel: No, look! He's breathing. He's so, beautiful.|stage direction
69|"What would I give
To live where you are?
What would I pay
To stay here beside you?
What would I do to see you
Smiling at me?
Where would we walk?
Where would we run?
If we could stay all day in the sun?
Just you and me
And I could be
Part of your world"|location
70|Grimsby: Eric!  Oh, Eric.  You really delight in these sadistic strains on my|stage direction
71|Eric: A girl - rescued me. . . .  She was - singing . . . she had the most -|stage direction
72|Grimsby: Ah, Eric, I think you've swallowed a bit too much seawater.  Off we|stage direction
73|Sebastian: We just gotta forget this whole thing ever happened.  The sea king|stage direction
74|Ariel:|stage direction
75|"I don't know when
I don't know how
But I know something's starting right now
Watch and you'll see
Some day I'll be
Part of your world"|location
76|(Flotsam and Jetsam appear. Fade to Ursula watching from her chamber.)|unknown
77|Ursula: Oh, no, no, no, no, no, no.  I can't stand it - it's too easy.  The|stage direction
78|(Fade to palace. Then sister's dressing room.)|unknown
79|Andrina: Ariel, dear, time to come out.  You've been in there all morning.|stage direction
80|"Atina: What is with her lately?
Ariel: Morning, Daddy.  (Ariel swims off.)
Atina: Oh, she's got it bad.
Triton: What? What has she got?
Andrina: Isn't it obvious, Daddy?  Ariel's in love.
Triton: Ariel?  In love?"|stage direction
81|(Cut to Sebastion pacing on rock outside.)|unknown
82|Sebastian: O.K. So far, so good.  I don't think the king knows. But it will not|stage direction
83|Ariel: (Picking petals off a flower) He loves me . . . hmmm, he loves me|stage direction
84|"Sebastian: Ariel, stop talking crazy.
Ariel: I gotta see him again - tonight!  Scuttle knows where he lives.
Sebastian: Ariel - please.  Will you get your head out of the clouds and back"|stage direction
85|Ariel: I'll swim up to his castle.  Then Flounder will splash around to get his|stage direction
86|Sebastian: Down HERE is your home! Ariel - listen to me.  The human world -|stage direction
87|"The seaweed is always greener
In somebody else's lake
You dream about going up there
But that is a big mistake
Just look at the world around you
Right here on the ocean floor
Such wonderful things surround you
What more is you lookin' for?
Under the sea
Under the sea
Darling it's better
Down where it's wetter
Take it from me
Up on the shore they work all day
Out in the sun they slave away
While we devotin'
Full time to floatin'
Under the sea
Down here all the fish is happy
As off through the waves they roll
The fish on the land ain't happy
They sad 'cause they in their bowl
But fish in the bowl is lucky
They in for a worser fate
One day when the boss get hungry
Guess who's gon' be on the plate
Under the sea
Under the sea
Nobody beat us
Fry us and eat us
In fricassee
We what the land folks loves to cook
Under the sea we off the hook
We got no troubles
Life is the bubbles
Under the sea
Under the sea
Since life is sweet here
We got the beat here
Naturally
Even the sturgeon an' the ray
They get the urge 'n' start to play
We got the spirit
You got to hear it
Under the sea
The newt play the flute
The carp play the harp
The plaice play the bass
And they soundin' sharp
The bass play the brass
The chub play the tub
The fluke is the duke of soul
(Yeah)
The ray he can play
The lings on the strings
The trout rockin' out
The blackfish she sings
The smelt and the sprat
They know where it's at
An' oh that blowfish blow
Under the sea
Under the sea
When the sardine
Begin the beguine
It's music to me
What do they got? A lot of sand
We got a hot crustacean band
Each little clam here
know how to jam here
Under the sea
Each little slug here
Cuttin' a rug here
Under the sea
Each little snail here
Know how to wail here
That's why it's hotter
Under the water
Ya we in luck here
Down in the muck here
Under the sea"|location
88|Seahorse: Sebastian!  Sebastian, I've been looking all over for you.  I've got|stage direction
89|"Sebastian: The sea king?
Seahorse: He wants to see you right away - something about Ariel.
Sebastian: He knows!"|stage direction
90|(In palace throne room. Triton looking at flower.)|unknown
91|Triton: Let's see, now. . . .  Oh, who could the lucky merman be? (Notices|stage direction
92|Sebastian: (Sotto) I mustn't overreact.  I must remain calm.  (Five octaves|stage direction
93|Triton: Now, Sebastian, I'm concerned about Ariel.  Have you noticed she's been|stage direction
94|"Sebastian: Peculiar?
Triton: You know, moaning about, daydreaming, singing to herself. . . .  You"|stage direction
95|"Sebastian: Oh - well, I -
Triton: Sebastian. . . .
Sebastian: Hmmm?
Triton: I know you've been keeping something from me. . . .
Sebastian: Keeping . . . something?
Triton: About Ariel?
Sebastian: Ariel . . . ?
Triton: In love?
Sebastian: I tried to stop her, sir.  She wouldn't listen.  I told her to stay"|stage direction
96|"Triton: Humans?  WHAT ABOUT HUMANS?
Sebastian: Humans?  Ho ho ho ho. . . . Who said anything about humans?"|stage direction
97|(Fade to Ariel and Flounder entering cave.)|unknown
98|"Ariel: Flounder, why can't you just tell me what this is all about?
Flounder: You'll see. It's a suprise.
Ariel: (Sees statue of Eric.) Oh, Flounder- Flounder you're the best! it looks"|stage direction
99|Triton: I consider myself a reasonable merman. I set certain rules, and I|stage direction
100|"Ariel: But Daddy!-
Triton: Is it true you rescued a human from drowing?
Ariel: Daddy, I had to-
Triton: Contact between the human world and the mer-world is strictly for-"|stage direction
101|"Ariel: He would have died-
Triton: One less human to worry about!
Ariel: You don't even know him.
Triton: Know him? I don't have to know him. They're all the same. Spineless,"|stage direction
102|"Ariel: Daddy, I love him!
Triton: No . . . Have you lost your senses completely? He's a human, you're"|stage direction
103|"Ariel: I don't care.
Triton: So help me Ariel, I am going to get through to you. And if this is the"|stage direction
104|Ariel: Daddy!. . . No . . . No, please- Daddy, stop!. . . Daddy, Nooo!!. . .|stage direction
105|"Sebastion: Ariel, I . . .
Ariel: (Still crying.) Just go away. (He leaves and Flotsan and Jetsam appear.)
Flotsam: Poor child.
Jetsam: Poor, sweet child.
Flotsam: She has a very serious problem
Jetsam: If only there were something we could do.
Flotsam: But there is something.
Ariel: Who - who are you?
Jetsam: Don't be scared.
Flotsam: We represent someone who can help you.
Jetsam: Someone who could make all your dreams come true.
Flotsam and Jetsam: Just imagine -
Jetsam: You and your prince -
Flotsam and Jetsam: Together, forever. . . .
Ariel: I don't understand.
Jetsam: Ursula has great powers
Ariel: The sea witch?  Why, that's - I couldn't possibly - no!  Get out of"|stage direction
106|here!  Leave me alone!|unknown
107|"Flotsam: Suit yourself.
Jetsam: It was only a suggestion."|stage direction
108|"Ariel: [Looking at the face] Wait.
Flotsam and Jetsam: Yeeeeeeeeeess?"|stage direction
109|(Cut to outside of cave with Flounder and Sebastion.)|unknown
110|"Flounder: (snif) Poor Ariel.
Sebastion: I didn't mean to tell, it was an accident. (Ariel passes by.)"|stage direction
111|"riel: I'm going to see Ursula.
Sebastian: Ariel, no!  No, she's a demon, she's a monster!
Ariel: Why don't you go tell my father?  You're good at that.
Sebastion: But . . . But, I . . . (To Flounder.) Come on. (They travel towards"|stage direction
112|Flotsam and Jetsam: This way. (Ariel enters and is hung up in the garden of|stage direction
113|Ursula: Come in.  Come in, my child.  We mustn't lurk in doorways - it's rude.|stage direction
114|"Ariel: Can you DO that?
Ursula: My dear, sweet child. That's what I do - it's what I live for. To help"|stage direction
115|"I admit that in the past I've been a nasty
They weren't kidding when they called me, well, a witch
But you'll find that nowadays
I've mended all my ways
Repented, seen the light and made a switch
True? Yes
And I fortunately know a little magic
It's a talent that I always have possessed
And here lately, please don't laugh
I use it on behalf
Of the miserable, lonely and depressed
(Pathetic)
Poor unfortunate souls
In pain
In need
This one longing to be thinner
That one wants to get the girl
And do I help them?
Yes, indeed
Those poor unfortunate souls
So sad
So true
They come flocking to my cauldron
Crying, ""Spells, Ursula please!""
And I help them?
Yes, I do
Now it's happened once or twice
Someone couldn't pay the price
And I'm afraid I had to rake 'em 'cross the coals
Yes, I've had the odd complaint
But on the whole I've been a saint
To those poor unfortunate souls"|location
116|"Sebastion: No Ariel! (He is silenced by Flotsam and Jetsam.)
Ursula: Have we got a deal?
Ariel: If I become human, I'll never be with my father or sisters again.
Ursula: That's right. . . .  But - you'll have your man.  Life's full of tough"|stage direction
117|"Ariel: But I don't have any -
Ursula: I'm not asking much. Just a token, really, a trifle.  You'll never even"|stage direction
118|"Ariel: My voice?
Ursula: You've got it, sweetcakes.  No more talking, singing, zip.
Ariel: But without my voice, how can I -
Ursula: You'll have your looks! Your pretty face! And don't underestimate the"|stage direction
119|"The men up there don't like a lot of blabber
They think a girl who gossips is a bore
Yes, on land it's much preferred
For ladies not to say a word
And after all, dear, what is idle prattle for?
Come on, they're not all that impressed with conversation
True gentlemen avoid it when they can
But they dote and swoon and fawn
On a lady who's withdrawn
It's she who holds her tongue who gets her man
Come on, you poor unfortunate soul
Go ahead!
Make your choice!
I'm a very busy woman
And I haven't got all day
It won't cost much
Just your voice!
You poor unfortunate soul
It's sad
But true
If you want to cross a bridge, my sweet
You've got to pay the toll
Take a gulp and take a breath
And go ahead and sign the scroll!
Flotsam, Jetsam, now I've got her, boys
The boss is on a roll
This poor unfortunate soul."|location
120|"Paluga, sarruga, come winds of the Caspian Sea.
Now rings us glossitis and max laryngitis,
La voce to me!"|location
121|"Ariel: (Sings.)
Ursula: Keep singing! (Giant magical hands rip out Ariel's voice and give it to"|stage direction
122|(Fade to beach. Eric and Max are walking near castle.)|unknown
123|Eric: (Playing flute.) That voice. I can't get it out of my head. I've looked|stage direction
124|Scuttle: Well, look at what the catfish dragged in!  Look at ya!  Look at ya!|stage direction
125|Sebastian: SHE'S GOT LEGS, YOU IDIOT!  She traded her voice to the sea witch|stage direction
126|"Scuttle: I knew that.
Flounder: Ariel's been turned into a human. She's gotta make the prince fall in"|stage direction
127|Sebastion: And she's only got three days. Just look at her. On legs. On human|stage direction
128|Scuttle: Now, Ariel, I'm tellin' ya, if you wanna be a human the first thing|stage direction
129|(Cut to Eric and Max. Max smells Ariel and gets excited.)|unknown
130|"Eric: Max? Huh . . . what, Max!
Scuttle: (Whistles.) Ya look great kid. Ya look - sensational. (They hear Max."|stage direction
131|Eric: Max . . . Max - Quiet Max! What's gotten into you fella? (Sees Ariel.)|stage direction
132|(Fade to Ariel in bath playing with bubbles.)|unknown
133|Carlotta: Washed up from a shipwreck.  Oh, the poor thing.  We'll have you|stage direction
134|(Cut to Sebastion in dress getting washed.)|unknown
135|"Woman 1: Well you must have at least heard about this girl.
Woman 2: Well, Gretchen says . . . (Sebastion is dunked.) . . . since when has"|stage direction
136|"Sebastion: Madame, please ! . . .
Woman 2: . . . not my idea of a princess. If Eric's looking for a girl, I know"|stage direction
137|(Cut to castle dining room.)|unknown
138|Grimsby: Oh, Eric, be reasonable.  Nice young ladies just don't - swim around|stage direction
139|Eric: I'm tellin' you, Grim, she was REAL!  I'm gonna find that girl - and I'm|stage direction
140|Carlotta: Ha Ha. Come on honey. Don't be shy. (Ariel enteres in a beautiful|stage direction
141|"Grimsby: Oh, Eric, isn't she a vision?
Eric: You look - wonderful.
Grimsby: Come come come, you must be famished. Let me help you my dear. There"|stage direction
142|"Carlotta: Oh, my!
Eric: Ahem, so sorry Grim.
Carlotta: Why, Eric, that's the first time I've seen you smile in weeks.
Grimsby: (Wiping his face.) Oh, very amusing. Carlotta, my dear, what's for"|stage direction
143|Carlotta: Oooh, you're gonna love it.  Chef's been fixing his specialty,|stage direction
144|(Cut to Sebastion watching Louis cook. He is humming to himself.)|unknown
145|Louis:|stage direction
146|"Les poissons
Les poissons
How I love les poissons
Love to chop
And to serve little fish
First I cut off their heads
Then I pull out the bones
Ah mais oui
Ca c'est toujours delish
Les poissons
Les poissons
Hee hee hee
Hah hah hah
With the cleaver I hack them in two
I pull out what's inside
And I serve it up fried
God, I love little fishes
Don't you?
Here's something for tempting the palate
Prepared in the classic technique
First you pound the fish flat with a mallet
Then you slash through the skin
Give the belly a slice
Then you rub some salt in
'Cause that makes it taste nice"|location
147|"Sacre bleu
What is this?
How on earth could I miss
Such a sweet little succulent crab?
Quel dommage
What a loss
Here we go in the sauce
Now some flour, I think
Just a dab
Now I stuff you with bread
It don't hurt 'cause you're dead
And you're certainly lucky you are
'Cause it's gonna be hot
In my big silver pot
Toodle loo mon poisson
Au revoir!"|location
148|(Cut to dining room. Huge crash is heard.)|unknown
149|Carlotta: I think I'd better go see what Louis is up to.|stage direction
150|(Back to kitchen. Louis is trashing the place.)|unknown
151|"Louis: Come out you little pipsqueak and fight like a man!
Carlotta: Louis!  What are you doing?
Louis: Well - I - I was just - er, er, I'm sorry, madame."|stage direction
152|(Cut back to dining room.)|unknown
153|Grimsby: You know, Eric, perhaps our young guest might enjoy seeing some of the|stage direction
154|"Eric: I'm sorry, Grim, what was that?
Grimsby: You can't spend all your time moping about, you need to get out.  Do"|stage direction
155|Eric: Easy, Grim, Easy.  (Ariel lifts her own plate cover and signals for|stage direction
156|Grimsby: Wonderful, now let's eat, before this crab wanders off my plate.|stage direction
157|(Fade to Ariel watching Eric and Max from balcony.)|unknown
158|Eric: Come here boy! . . . Arrr . . . (He sees Ariel and waves. She is emb-|stage direction
159|Sebastian: This has got to be, without a doubt, the single most humiliating day|stage direction
160|(Fade to undersea palace. Seahorse swims up to Triton.)|unknown
161|"Triton: Any sign of them?
Seahorse: No, Your Majesty.  We've searched everywhere.  We've found no trace"|stage direction
162|Triton: Well, keep looking.  Leave no shell unturned, no coral unexplored.  Let|stage direction
163|"Seahorse: Yes sire. (He leaves.)
Triton: Oh, what have I done? What have I done?"|stage direction
164|(Morning at castle. Ariel and Eric leave for their tour. Ariel is amazed|unknown
165|"by everything.)
Flounder: (As they pass water.) Has he kissed her yet?
Sebastion: Not yet.
Flounder: Ohh . . . (Ariel and Eric go dancing and see the town.)
Scuttle: Yo, Flounder! Any kissing?
Flounder: No, not yet.
Scuttle: Hmm. Well they - they better get crackin'. (They leave town and Ariel"|stage direction
166|"Flounder: Move over - move your big feathers.  I can't see a thing.
Scuttle: Nothing is happening. . . .  Only one day left, and that boy ain't"|stage direction
167|"Eric: Wow. Somebody should find that poor animal and put it out of its misery.
Sebastian: Jeez, man, I'm surrounded by amateurs!  You want something done,"|stage direction
168|"There you see her
Sitting there across the way
She don't got a lot to say
But there's something about her
And you don't know why
But you're dying to try
You wanna kiss the girl"|location
169|"Eric: Did you hear something?
Sebastion:"|stage direction
170|"Yes, you want her
Look at her, you know you do
Possible she wants you too
There is one way to ask her
It don't take a word
Not a single word
Go on and kiss the girl
Sha la la la la la
My oh my
Look like the boy too shy
Ain't gonna kiss the girl
Sha la la la la la
Ain't that sad?
Ain't it a shame?
Too bad, he gonna miss the girl"|location
171|Eric: You know, I feel really bad not knowing your name.  Heh - maybe I could|stage direction
172|"Sebastian: Ariel.  Her name is Ariel.
Eric: Ariel?  Ariel?  Well, that's kinda pretty.  O.K. - Ariel. . .
Sebastion:"|stage direction
173|"Now's your moment
Floating in a blue lagoon
Boy you better do it soon
No time will be better
She don't say a word
And she won't say a word
Until you kiss the girl
Sha la la la la la
Don't be scared
You got the mood prepared
Go on and kiss the girl
Sha la la la la la
Don't stop now
Don't try to hide it how
You want to kiss the girl
Sha la la la la la
Float along
And listen to the song
The song say kiss the girl
Sha la la la la
The music play
Do what the music say
You got to kiss the girl
You've got to kiss the girl
You wanna kiss the girl
You've gotta kiss the girl
Go on and kiss the girl"|location
174|Eric: Whoa, hang on - I've gottcha. (Flotsam and Jetsam congradulate each|stage direction
175|(Cut to Ursula's cavern.)|unknown
176|Ursula: Nice work, boys.  That was a close one.  Too close.  The little tramp!|stage direction
177|(Fade to castle at night. Eric is playing the flute and contemplating as|unknown
178|"Grimsby approaches.)
Grimsby: Eric, if I may say, far better than any dream girl, is one of flesh"|stage direction
179|(Scuttle flying toward castle in morning.)|unknown
180|Scuttle: Ariel!  Ariel, wake up!  Wake up!  I just heard the news.  Congratula-|stage direction
181|"Sebastian: What is this idiot babbling about?
Scuttle: Right - as if you two didn't know, uh?  The whole town's buzzin' about"|stage direction
182|Grimsby: Well, uh - err, Eric.  I-it appears that I was mistaken.  This mystery|stage direction
183|"Eric: We wish to be married as soon as possible.
Grimsby: Oh, yes - of course, Eric, but, er - but these things do take time,"|stage direction
184|"Eric: This afternoon, Grimsby.  The wedding ship departs at sunset.
Grimsby: Oh, oh - very well, Eric - as you wish. (Ariel runs off crying.)"|stage direction
185|(Cut to late afternoon as wedding ship starts to leave. Ariel on pier|unknown
186|crying bitterly as Sebastion and Flounder look on.)|stage direction
187|(Cut to Scuttle flying and humming to himself.)|unknown
188|Vanessa: What a lovely little bride I'll make, my dear I'll look divine|stage direction
189|Scuttle: (Seeing real Ursula in mirror.) The sea witch! Oh no . . . She's-|stage direction
190|"Sebastian: Are you sure about this?
Scuttle: Have I ever been wrong?  I mean when it's important!
Flounder: What are we gonna do!? (Ariel hears Ursula's voice in her head as the"|stage direction
191|Ursula: . . . Before the sun sets on the third day. . . . (Ariel jumps in water|stage direction
192|Sebastion: Ariel, grab on to that. Flounder, get her to that boat as fast as|stage direction
193|"Flounder: I'll try.
Sebastian: I've gotta get to the sea king.  He must know about this.
Scuttle: What - What about me?  What about ME?
Sebastian: You - find a way to STALL THAT WEDDING!
Scuttle: Stall the wedding. Wh- what am I - what - that's it! (He flies off to"|stage direction
194|(Cut to wedding in progress. Max growls at Vanessa but she kicks him.)|unknown
195|"Priest: Dearly beloved . . . (Flounder is pulling Ariel toward ship.)
Flounder: Don't worry Ariel. ugh - we - we're gonna make it. We're almost"|stage direction
196|Priest: Yes, um, do you Eric, take Vanessa, to be your lawfully wedded wife,|stage direction
197|"Eric: (Under spell.) I do.
Priest: Eh, and do you . . . (Birds and animals swoop in for attack, causing"|stage direction
198|Vanessa: Get away from me you slimy little- Oh, why you little- (In the|stage direction
199|"Eric: Ariel?
Ariel: Eric.
Eric: You - you can talk.  You're the one.
Vanessa: Eric, get away from her!
Eric: It - it was you all the time.
Ariel: Oh, Eric, I - I wanted to tell you.
Vanessa: ERIC NO! (The sun sets and Ariel becomes a mermaid.)
Ursula: You're too late!  You're too late!  So long, loverboy.
Eric: Ariel! (Ursula and Ariel go overboard.)
Ursula: Poor little princess - it's not you I'm after.  I've a much bigger fish"|stage direction
200|"Triton: Ursula, stop!
Ursula: Why, King Triton!  Ha ha ha - How ARE you?
Triton: Let her go.
Ursula: Not a chance, Triton!  She's mine now.  We made a deal.
Ariel: Daddy, I'm sorry!  I - I - I didn't mean to.  I didn't know -"|stage direction
201|Ursula: You see? The contract's legal, binding and completely unbreakable -|stage direction
202|(Cut to Eric rowing away from ship.)|unknown
203|"Grimsby: Eric! What are you doing?
Eric: Grim, I lost her once. I'm not going to lose her again."|stage direction
204|(Back to Ursula and Triton.)|unknown
205|Ursula: Now! Do we have a deal? (Triton signs contract.) Ha! It's done then.|stage direction
206|"Ariel: No . . . Oh, No!
Sebastion: Oh, your majesty . . .
Ariel: Daddy? . . .
Ursula: (Picks up crown.) At last, it's mine. Ho, Ho . . .
Ariel: You - You monster!
Ursula: Don't fool with me you little brat! Contract or no- AAAAHH! (She is hit"|stage direction
