|text|type
24|"Phil shakes his head and points to the chart which is headed
""Phil's Phorecast"" with a cute caricature of himself drawn next
to the title."|stage direction
25|"Hawley looks across the studio and sees RITA HANSON enter, a
very attractive segment producer in her late twenties."|stage direction
26|"Rita is relatively new to the station, but very competent,
personable, humorous, self-assured and very pretty-- in short,
a genuine princess, though Phil is too self-absorbed at this
point to realize it."|stage direction
27|"Hawley exits leaving Phil and Rita alone in the studio. She
knows Phil mainly by his reputation and it isn't good. Still,
she finds him appealing in an odd way."|stage direction
28|"STEPHANIE DECASTRO , an attractive, dark-eyed, dark-haired
correspondent, glares at Phil from across the studio."|stage direction
29|INT. PHIL'S OFFICE - LATER|location
30|"Phil is in his cluttered cubicle talking on a headset phone
while he reviews cassettes of his groundhog spots from the past
two years on a small monitor. As he talks, he stuffs a number
of personal items in an overnight bag, all the time watching
himself on the TV monitor."|stage direction
31|"Stephanie enters and stands in the doorway looking at Phil for
a long moment. There is something vaguely off-center about
this woman, not quite FATAL ATTRACTION but still a little
scary."|stage direction
32|Phil sighs.|stage direction
33|"He takes off the headset, gets up and closes the door for
privacy."|stage direction
34|"He throws some papers and his datebook into a briefcase and
puts on his jacket."|stage direction
35|"He pats her on the shoulder and brushes past her, leaving her
standing there with a malevolent look on her face."|stage direction
36|EXT. A HIGHWAY - AFTERNOON|location
37|"A VAN marked "".Channel 9 Action News"" speeds along a two-lane
highway through the winter landscape of West Central
Pennsylvania. Mounted atop the van is a microwave transmitter.
Rita is riding up front with LARRY, the union cameraman and
techie. Phil is following close behind the van in a new Lexus
coupe. His car has a bumper-sticker that reads ""Weathermen
Like it Wet."""|stage direction
38|INT. THE LEXUS - CONTINUOUS|location
39|"Phil is talking to one of his girlfriends, sorting through a
stack of CD's, as usual, grabbing at the good life with both
hands."|stage direction
40|Phil loads a CD and a great, driving song kicks in.|stage direction
41|"A SIGN
""Welcome to Punxsutawney - The Original Weather Capitol of the
World Since 1887."" Depicted on the sign is a large cartoon
GROUNDHOG wearing a top hat and clutching an umbrella under his
arm.
The mini-convoy passes some fast food places on the outskirts
of town."|stage direction
42|EXT. MAIN STREET - PUNXSUTAWNEY - LATER|location
43|"The van drives along , the small-town main drag. There are
cartoon groundhogs everywhere you look and the whole town has
been gaily festooned with banners and bunting.
EXT . MOTEL - LATER
The van pulls into the parking lot at a Quality Inn. The
announcement billboard in ;front of the motel reads: ""Groundhog
Day Breakfast Special - Feb.2 - All You Can Eat - $5.99."" The
parking area is already crowded with cars including a number of
other news vans. The Lexus pulls in behind the van and
everybody gets out.
Phil takes one look at the motel and shakes his head."|stage direction
44|Rita is already helping Larry unload equipment from the van.|stage direction
45|"She crosses to the Lexus where Phil is trying to make another
call on his earphone."|stage direction
46|She hands him a card.|stage direction
47|He drives off, leaving her standing there shaking her head.|stage direction
48|Larry snorts and continues unloading their gear.|stage direction
49|EXT. CHERRY STREET - DAWN|location
50|"The first light of morning colors the sky behind the Cherry
Street Inn, a rambling, white Victorian bed and breakfast.
CLOSE UP - CLOCK
A digital clock-radio changes from 5:59 to 6:00 AM. The radio
comes on, playing the end of the Sonny and Cher hit, ""I Got
You, Babe.""
SUPER: FEBRUARY 2"|stage direction
51|INT. PHIL'S ROOM - DAWN|location
52|"Phil sits up in bed and looks around the room. The decor is
typical bed and breakfast, flocked wallpaper, framed prints,
and an odd assortment of mismatched furniture. His suit is
hanging neatly on the back of the closet door and his suitcase
is open on a stand at the foot of the bed, still neatly packed.
A iradio, DEEJAY and his SIDEKICK come on with hyped-up,
drivetime Chappy talk."" Phil stares at the radio and listens
to them."|stage direction
53|Phil grimaces and swings out of bed.|stage direction
54|"The deejay laughs. Phil shakes his head at the cheesy repartee
as he crosses to the sink and starts brushing his teeth."|stage direction
55|Phil splashes some water on his face and prepares to shave.|stage direction
56|Phil looks up at himself in the mirror, admiring his own face.|stage direction
57|"SOUND EFFECT of GRUNTING GROUNDHOGS.
Phil grunts at his reflection in the mirror."|stage direction
58|INT. CORRIDOR - DAWN|location
59|"Phil heads for the breakfast room of the inn, now well-dressed
in a suit and tie, a nice overcoat slung over his arm. A
CHUBBY MAN passes."|stage direction
60|INT. BREAKFAST ROOM - CONTINUOUS|location
61|"Phil enters the old library of the house now set up with a
breakfast buffet. An old spinet piano stands in the corner.
One wall is lined with .bookcases filled with books. A handful
of guests are seated around the room, eating.
The matron of the house, MRS. LANCASTER, spots Phil as she
comes out of the kitchen with a fresh pot of coffee."|stage direction
62|He heads for the door.|stage direction
63|Phil exits.|stage direction
64|EXT. BOARDING HOUSE - MOMENTS LATER|location
65|"Sipping at the steaming coffee, Phil manages to put on his coat
and gloves as he descends the front steps of the house and
joins the flow of pedestrian traffic on the street."|stage direction
66|EXT. MAIN STREET -KPUNXSUTAWNEY - CONTINUOUS|location
67|"There are a lot of people on the street for this hour. Traffic
is so heavy in fact, the pedestrians are moving faster than the
cars. Everyone seems to be going in the same direction, making
the annual trek to see the groundhog.
An OLD BUM is sitting on the sidewalk leaning against a
storefront. Someone throws him a coin. Phil walks by without
taking any notice."|stage direction
68|"A big pie-faced man, NED RYERSON, comes huffing and puffing
right up to him. There is something about this guy that makes
us dislike him on sight."|stage direction
69|Phil looks at him vaguely.|stage direction
70|Phil stares, trying to remember.|stage direction
71|Phil starts to walk away,,but Ned won't take the hint.|stage direction
72|"As they continue walking, Phil steps into what looks like a
shallow puddle and ends up ankle deep in wet slush. Ned laughs
like a donkey."|stage direction
73|Phil looks at him with murderous contempt.|stage direction
74|EXT. GOBBLER'S KNOB - DAWN|location
75|"A big crowd is standing in a park-like clearing off a
residential street. They are gathered around a large mound of
dirt enclosed by a rail fence, waiting for the big moment. For
a cold gray dawn, there is the atmosphere of a festival here.
An area close to the mound is roped off for news reporters and
cameras. Rita stands there, a pocket of genuine beauty in this
sea of potbellied old union guys and blow-dried reporters."|stage direction
76|"Stomping her feet against the cold, Rita looks at her watch and
glances around. Larry, the cameraman, just looks bored."|stage direction
77|Rita spots Phil heading into the crowd.|stage direction
78|"Phil joins them in the press area. Rita pulls him to his mark
near the rail fence."|stage direction
79|Rita holds up a slate for Larry to ID the tape.|stage direction
80|"Phil takes the microphone from Rita and positions himself
against the fence.
The Groundhog Club Officials in top hats, striped trousers and
cutaway coats parade out to the burrow that houses Punxsutawney
Phil."|stage direction
81|"Rita silently counts down from five and cues Phil who instantly
snaps into announce mode."|stage direction
82|"Rita turns to Larry. This is impressive-- so far, so good.
A Groundhog Club Official kneels at the burrow and
ceremoniously knocks on the small wooden door, then opens it
and retreats."|stage direction
83|"The groundhog sticks his head out, looks around, steps out of
the hole, and runs over to the other side of the mound, about
as far away from the cameras as he can get."|stage direction
84|"Larry zooms in as far as he can but the best he can manage is
a close-up of the groundhog's back. The groundhog stands there
a moment, his body casting a long shadow, then he lets out a
squeak and runs back into the hole."|stage direction
85|"BUSTER GREENE, dressed up in his top hat and cutaway coat,
walks onto the mound and hushes the crowd."|stage direction
86|"The crowd lets out a good-natured ""Awwwwww"" in disappointment."|stage direction
87|Larry cuts the camera.|stage direction
88|"As he exits, Phil tosses the mike to Larry, who isn't expecting
the throw and bobbles it, dropping the mike on the ground."|stage direction
89|"INT . DINER - LATER
Phil is sitting alone having a cup of coffee in a busy, loud
and lively cafe. Rita enters, sees him sitting there, crosses
to his table and sits down across from him."|stage direction
90|"Rita is so irritated by him she can't even respond.
Phil looks at her evenly for a long moment."|stage direction
91|"Larry pokes his head in the doorway, looks around, spots Rita
and makes his way over to their table."|stage direction
92|EXT. HIGHWAY - DAY|location
93|INT. THE CAR - CONTINUOUS|location
94|EXT. THE CAR - CONTINUOUS|location
95|"""J PATROLMEN."|stage direction
96|Phil glowers at him and shivers.|stage direction
97|INT. GAS STATION - LATER|location
98|"Phil is on a pay phone. Snow is falling heavily outside.
GAS STATION ATTENDANT is shovelling around the pumps."|stage direction
99|"The door opens and Phil is blasted with frigid Arctic wind and
blowing snow. The GAS STATION ATTENDANT enters the tiny office
and in trying to squeeze past Phil accidentally bangs him on
the head with his snow shovel."|stage direction
100|INT. HOTEL BAR - EVENING|location
101|"Phil is at the bar in Punxsutawney ' s oldest and best hotel , the
Pennsylvanian. He looks very bored, drinking a beer,
unsuccessfully hustling an attractive local girl named NANCY."|stage direction
102|"Nancy just stares at him, clearly not into his sense of humor.
Suddenly, a BRIDE in full white wedding gown and veil rushes
into the bar, crying and shouting. A gaggle of BRIDESMAIDS
flutters around her trying to coax her back to her own wedding
but she won't budge. Then the GROOM, wearing a bad rented tux,
comes storming in and tries to drag her back, until the BEST
MAN restrains him and the bridesmaids hustle the bride away.
Phil watches the whole drama play out, then turns back to
Nancy ."|stage direction
103|She gets up to leave.|stage direction
104|"He watches her go, then tosses a tip on the bar and exits
somewhat unsteadily."|stage direction
105|"INSERT - A THICK BOOK
The cover reads ""101 Curses, Spells and Enchantments You Can Do
at Home."" A well-manicured feminine hand opens the book to a
marked page ."|stage direction
106|INT. CHERRY STREET INN - NIGHT - SAME TIME|location
107|"Phil enters his room and drunkenly tosses his overcoat, scarf
and gloves on the floor in a heap."|stage direction
108|INT. STEPHANIE'S BEDROOM - NIGHT|location
109|"Stephanie Decastro, Phil ' s disaffected ex-lover, is sitting
cross-legged on the floor with the book of curses open in front
of her. Her hair is down, she's wearing a caftan with a Zodiac
print, there are candles everywhere and other vaguely occult
decorating touches.
INSERT
Phil's business card is dropped into a dish. Then the Tarot
card of the Hanged Man, a chicken bone, and a feather are
placed on top of it .
PHIL
He stands at the sink, looking at himself in the mirror,
flexing his muscles .
STEPHANIE
Reading from the book> she mutters incantations in a secret
language, then she sprinkles some powder on the plate, then a
few drops of oil. Then she makes a few passes over it with her
hands and, much to her surprise, the contents of the plate
spontaneously combust.
PHIL
As he crosses to the bed, he accidentally knocks over the
suitcase stand, spilling his clothes out onto the floor."|stage direction
110|"He contemplates picking them up for a moment, decides to leave
them there, and flops down on the bed. He lies there looking
u up at the ceiling until the room starts to spin around, then
he closes his eyes and quickly drops off to sleep, still fully
clothed.
STEPHANIE
To complete the spell, she picks up a broken wristwatch and
drops it into the fire.
INSERT
Phil's business card, the Hanged Man and the broken watch in
flames. The watch crystal is cracked and the hands are frozen
at 5:59."|stage direction
111|"C LOSE UP - CLOCK
The digital clock-radio changes from 5:59 to 6:00 AM. The
radio comes on, playing the end of the Sonny and Cher hit, ""I
Got You, Babe,"" just as it did the day before."|stage direction
112|INT. PHIL'S ROOM - DAWN|location
113|"Phil sits up in bed, quickly alert, and looks around the room.
Something is wrong. He's wearing pajamas, his suit is once
again hanging neatly on the closet door and his suitcase is
back on its stand at the foot of the bed, again neatly packed.
The song ends and the same radio deejay and his sidekick come
on with the same manic energy. Phil stares at the radio and
listens to them. A look of astonishment comes over his face as
they banter."|stage direction
114|"The deejay laughs. Phil ""mock"" laughs at exactly the same
time, recognizing the repartee from the previous morning."|stage direction
115|"Phil crosses to the sink and gets a towel off the rack, only
half-listening to the radio."|stage direction
116|"Phil turns on the water and splashes some on his face as if
trying to wake himself up, vaguely disturbed by the repetition
of the broadcast."|stage direction
117|Phil supplies the next line in unison with the radio.|stage direction
118|Some vague doubt causes Phil to go to the window.|stage direction
119|"SOUND EFFECT of GRUNTING GROUNDHOGS as Phil pulls back the
curtains and looks out.
HIS POV
The street is full of people heading toward Gobbler's Knob,
exactly as they did the day before."|stage direction
120|INT. BED AND BREAKFAST - DAWN|location
121|"Phil rushes out into the corridor, hastily tying his tie, his
suit jacket and overcoat over his arm. As he heads for the
breakfast room, the same Chubby Man passes."|stage direction
122|"Phil grabs him by the front of his shirt and looks deep into
his eyes."|stage direction
123|"Phil can see he's telling the truth and relaxes his grip on the
poor man."|stage direction
124|Phil walks on, leaving the chubby man baffled and insulted.|stage direction
125|INT. BREAKFAST ROOM - CONTINUOUS|location
126|"Phil enters the old library of the house and finds everything
exactly as it was the day before. Mrs. Lancaster spots Phil as
she comes out of the kitchen with the fresh pot of coffee."|stage direction
127|He heads for the door, still in a daze.|stage direction
128|Phil exits.|stage direction
129|EXT. BOARDING HOUSE - MOMENTS LATER|location
130|"Phil gulps down the steaming coffee, still trying to wake up
from what he assumes is a dream, and descends the front steps
of the house. He accosts a PASSERBY."|stage direction
131|"The coffee cup drops from Phil's hand as he stands there open-
mouthed. Then he slaps his own face and shakes his head as if
trying to clear it and starts off down the street."|stage direction
132|EXT. MAIN STREET - PUNXSUTAWNEY - CONTINUOUS|location
133|"Phil rushes down the street, again failing to notice the OLD
BUM sitting on the sidewalk leaning against a storefront."|stage direction
134|Ned Ryerson approaches with the same obnoxious attitude.|stage direction
135|Phil just stares at him and keeps walking.|stage direction
136|"He backs away from Ned and steps right into the same deep,
slushy puddle he stepped in the day before."|stage direction
137|"Phil looks down at his wet shoes and cuffs and stumbles off
toward Gobbler's Knob."|stage direction
138|"EXT . GOBBLER ' S KNOB - DAWN
The crowd is gathered as before for the big moment.
In the press area, Rita is having the same dialogue with Larry,
when she spots Phil heading into the crowd."|stage direction
139|"Phil waves to her and heads straight for an obscure corner of
the Knob, gesturing for her to follow.
Larry shakes his head as Rita charges through the crowd toward
Phil. She catches up to him just as he is scratching a mark in
the snow with his foot. She notices immediately that he is
uncharacteristically dishevelled, his tie askew, his hair
mussed."|stage direction
140|She gives up and taps him lightly on the cheek.|stage direction
141|. . .. ... .RITA .|stage direction
142|Rita shrugs and slaps him very hard.|stage direction
143|The crowd begins to hush.|stage direction
144|"Rita takes a forlorn glance towards the press area, where all
of the other cameras are set up ."|stage direction
145|"Rita looks at him like he's crazy, then looks at her watch and
gives up."|stage direction
146|"She charges off toward the cameras.
In the Press Area, several reporters are already talking to
their cameras, dribbling on about how ""He could appear any
second now."" Rita and Larry grab their gear and rush back to
Phil.
Larry hurriedly sets up the camera."|stage direction
147|"Larry glances over at the other news reporters, all talking to
their cameras and pointing towards the mound."|stage direction
148|Rita looks helplessly at Phil.|stage direction
149|Phil glances down at his watch.|stage direction
150|He crosses over to Larry and taps him on the shoulder.|stage direction
151|"Phil takes the microphone from Rita and positions himself
against the fence."|stage direction
152|"Phil does a similar intro to the one he did before, though this
time it's a bit tentative."|stage direction
153|"The Groundhog Club Official knocks on the groundhog's door,
then opens it and retreats.
Phil takes a deep breath and makes his first experimental
prediction, recalling the previous day."|stage direction
154|Phil looks at his watch.|stage direction
155|"Phil points to the hole and Larry zooms in.
The groundhog sticks his head out, looks left, looks right,
steps out of the hole, and runs away from the press pool,
directly over to Larry's camera. As he stands there, his body
casts a long shadow. The groundhog looks right into the
camera, lets out a squeak, and runs back into the hole.
Rita and Larry are completely amazed as the crowd cheers the
brief appearance of the groundhog. Larry pans back to Phil.
Phil just stands there speechless, staring at the groundhog
burrow."|stage direction
156|"Buster Greene, the Groundhog club official, walks onto the
mound and hushes the crowd, exactly as before."|stage direction
157|"Again the crowd lets out a good-natured ""Awwwwww"" in
disappointment.
Larry pans back to Phil just in time to see him walking away in
a fog, without signing off. Then he pans back to Rita."|stage direction
158|"She holds for a moment then makes the cut sign, drawing her
finger across her throat."|stage direction
159|"INT; PHIL'S ROOM
Phil is on the phone desperately trying to make a call."|stage direction
160|"He hangs up and shakes his head which is now really starting to
ache, then he pops a handful of Tylenol, lies down and pulls
the covers up over his head. A moment later, he sits up, takes
a pencil from the nightstand, breaks it in half and puts the
pieces back on the nightstand. Then he lies back down and
retreats back under the covers."|stage direction
161|"CLOSE UP - CLOCK
The digital clock-radio changes from 5:59 to 6:00 AM. The
radio comes on, playing the end of the Sonny and Cher hit, ""I
Got You, Babe,"" just as it did the day before."|stage direction
162|INT. PHIL'S ROOM - DAWN|location
163|"Phil sits up in bed fearing the worst and looks on the
nightstand. The pencil is whole again. Completely stunned by
the phenomenon, he jumps out of bed and starts dressing
hurriedly as the morning Deejays begin their now familiar rap."|stage direction
164|Phil rushes out of the room.|stage direction
165|EXT. CHERRY STREET - LATER|location
166|"Phil hurries toward the bed and breakfast carrying two gallon
buckets of paint, and a couple of big bags from a hardware
store."|stage direction
167|INT. BED AND BREAKFAST - CONTINUOUS|location
168|Phil enters and passes Mrs. Lancaster in the breakfast room.|stage direction
169|INT. PHIL'S ROOM - LATER|location
170|"Phil enters and dumps the bags on the bed. Out fall a couple
of big paintbrushes, a small sledgehammer, a handsaw, a
crowbar, plastic goggles and assorted other tools. He puts on
the goggles, grabs a hammer and some nails and starts nailing
the door shut."|stage direction
171|EXT. CORRIDOR - LATER|location
172|"Mrs. Lancaster and several other guests are gathered in the
hall outside Phil's room, listening at the door and looking
very worried. Loud music is playing inside the room.
From inside the room, they hear the sound of loud hammering,
wood splintering and glass breaking."|stage direction
173|INT. PHIL'S ROOM - CONTINUOUS|location
174|"Phil, has demolished just about all the furniture and woodwork
in the room. He rips off the last of the wooden moldings with
the crowbar, then crosses to the mirror over the demolished
sink.
Phil stands there, staring at his image in the mirror, trying
to figure out what's happening to him. He starts breathing
heavier, as if gathering courage, then, just when we think he's
going to cut off his ear or something, he raises an electric
barber clipper and shaves a bald stripe up the middle of his
head. He studies his new look for a moment then smashes the
mirror with his sledgehammer.
Then he opens the cans of paint, dips the two big brushes into
the cans and starts slapping bright red paint onto the walls,
madly, feverishly, splashing himself and everything else in the
room with it.
As a final touch he grabs the bed pillows and rips them open,
then shakes them all around the room creating a storm of
feathers.
Finally, Phil falls exhausted on the bed. From outside we can
hear outraged hotel employees pounding on the door.
We pan over to the clock radio, the only undamaged object in
the room. Feathers drift down past the face of the clock which
reads 5:59 AM. The time changes to 6:00, the radio clicks on
and ""I Got You, Babe"" starts playing as we pan back to Phil
sleeping on the bed.
He opens his eyes, jumps out of bed and looks around. No
paint, no feathers, no damage. Everything is as clean and tidy
as the day he checked in.
He races over to the unbroken mirror and looks at himself. His
hair is completely restored, as if it had never been shaved.
The song ends and the deejays come on. Phil says every word
right along with them, shocked into a state of complete
wonderment."|stage direction
175|The deejay laughs. Phil laughs insanely along with him.|stage direction
176|"EXT . GOBBLER ' S KNOB - EARLY MORNING
Phil is wrapping up another groundhog report, trying to be
completely professional despite the circumstances."|stage direction
177|He holds until Larry stops tape, then approaches Rita.|stage direction
178|EXT. MAIN STREET - A BIT LATER|location
179|"Phil and Rita cross the street and walk past a crowd of
concerned citizens gathered around what looks like a car
accident. As an ambulance arrives, Phil and Rita enter the
cozy looking diner on the corner."|stage direction
180|INT. DINER.- CONTINUOUS|location
181|"Phil and Rita sit together at the same table they had
previously. The WAITER approaches."|stage direction
182|The waiter pours her a cup.|stage direction
183|Rita looks at him for a long moment.|stage direction
184|"Larry pokes his head in the doorway, looks around, spots Rita
and makes his way over to their table."|stage direction
185|"INSERT
X-rays of Phil's skull are slapped up onto a light box."|stage direction
186|INT. MEDICAL CLINIC - DAY|location
187|Phil is having his head examined by a NEUROLOGIST.|stage direction
188|INT. PSYCHOLOGIST'S OFFICE - DAY|location
189|"Punxsutawney's only PSYCHOLOGIST is a marriage and family
counselor at the local Lutheran church. His appearance and
manner indicate he may have some serious problems of his own."|stage direction
190|Phil is lying on a couch. His head is completely shaved.|stage direction
191|A discreet little alarm sounds.|stage direction
192|Phil glowers at him.|stage direction
193|"INSERT - A MODEL OF THE SOLAR SYSTEM
A SCIENTIST in a white lab coat is holding up the model. Phil
looks on with interest."|stage direction
194|"A paper airplane sails past his head, accompanied by a noisy
outburst of juvenile laughter. We pull back to REVEAL:"|stage direction
195|INT. CLASSROOM - DAY|location
196|Twenty-five eighth-graders running amok.|stage direction
197|The kids sit back down, but keep up their noisy chatter.|stage direction
198|INT. SCHOOL CORRIDOR - LATER|location
199|"Phil is walking toward the exit when he passes a first grade
classroom. The door is open and the TEACHER is discussing a
story with the class."|stage direction
200|Phil stops outside the door to listen.|stage direction
201|INT. CLASSROOM - CONTINUOUS|location
202|The whole class erupts in giggles and shrieks.|stage direction
203|INT. THE CORRIDOR - SAME TIME|location
204|"Phil is leaning against the wall listening. There is something
very arresting about the fairy tale, but finally he just shakes
his head and exits."|stage direction
205|INT. DEW DROP INN - LATER THAT NIGHT|location
206|"Phil is at a bar getting drunk with two local blue-collar
workers, GUS and PHIL."|stage direction
207|They salute each other and drink.|stage direction
208|EXT. THE STREET - LATER|location
209|"Phil, Gus and Ralph approach Ralph's big, black, old Buick
convertible parked outside the bar. They are even drunker than
they were before."|stage direction
210|"He's as wasted as they are, but Ralph hands over his keys
without a fight."|stage direction
211|They all pile into the front seat with Phil at the wheel.|stage direction
212|"Ralph and Gus give him the thumbs up sign and start digging
around in the seat cracks for their seatbelts. Suddenly, Phil
floors the accelerator and peels away, sideswiping a parked car
as he screeches around the corner."|stage direction
213|INT. THE BUICK - CONTINUOUS|location
214|"Phil is having a great time. Gus and Ralph are whooping it up
like kids on a roller coaster."|stage direction
215|Phil passes the intersection.|stage direction
216|"EXT . MAIN STREET - CONTINUOUS
Phil throws the car into a high-speed, skidding U-turn, goes up
on the curb, across a couple of lawns, takes out a mailbox and
a STOP sign and bounces back onto the street.
A POLICE CAR parked in front of the hardware store pulls out
and takes off after him."|stage direction
217|INT. THE BUICK - CONTINUOUS|location
218|"Phil swerves in and out of oncoming traffic. Gus is starting
to look a little green."|stage direction
219|EXT. THE STREET - CONTINUOUS|location
220|The Buick demolishes a parked car.|stage direction
221|"He mows down a row of parking meters.
POLICE CAR
It comes screaming around a corner in hot pursuit of the Buick"|stage direction
222|INT. THE BUICK - CONTINUOUS|location
223|Ralph hears the siren and looks back at the police car.|stage direction
224|EXT. THE STREET - CONTINUOUS|location
225|A second police car joins the chase.|stage direction
226|"Phil speeds up to a hundred miles and hour. Gus is looking
even worse from the liquor and the motion of the car."|stage direction
227|"THEIR POV - THE INTERSECTION AHEAD
Two police cars with lights flashing are parked sideways,
completely blocking the road. Officers stand in the roadway,
motioning for Phil to stop."|stage direction
228|"He tromps the gas pedal to the floor. Gus's eyes go wide with
terror.
The police dive out of the way."|stage direction
229|"THEIR POV - THROUGH THE WINDSHIELD
The Buick crashes head on into one of the police cars."|stage direction
230|"C LOSE UP - CLOCK
The time changes from 5:59 to 6:00. The radio starts playing
""I Got You, Babe.""
Phil sits up suddenly and looks around, completely amazed. He
is in his room at the bed and breakfast, everything exactly the
same as before. He hops out of bed and quickly examines
himself for signs of physical injury. Nothing. The music ends
and the two deej ays come on."|stage direction
231|Phil talks out loud along with them.|stage direction
232|"The deejays laughs. Phil laughs, too, exhilirated at having
survived the car wreck, still very confused and perplexed, but
just beginning to see the possibilities of his unique
situation. He starts dressing in a hurry."|stage direction
233|INT. BREAKFAST ROOM - CONTINUOUS|location
234|"Phil rushes into the breakfast room just as Mrs. Lancaster
comes out of the kitchen with the coffee. Everything is
exactly the same as before."|stage direction
235|"Phil interrupts, answering all her questions before she even
asks them."|stage direction
236|"Phil gooses her, grabs a sweet roll, and heads for the door,
starting to believe now that he can truly do anything he wants
to."|stage direction
237|EXT. BOARDING HOUSE - DAWN|location
238|"Phil stops on the steps, puts on his coat and gloves and again
joins the traffic heading toward Gobbler's Knob."|stage direction
239|EXT. MAIN STREET - MOMENTS LATER|location
240|Phil passes the old bum, ignoring him as usual.|stage direction
241|Phil slips off his glove as Ned Ryerson lumbers toward him.|stage direction
242|"Before Ned can say another word, Phil SLUGS HIM. Ned goes
down, Phil puts his glove back on and keeps walking.
Phil deftly avoids the slushy pothole he stepped in before. A
PEDESTRIAN walking behind him steps right into it."|stage direction
243|"EXT . GOBBLER'S KNOB - LATER
Phil is passing through the crowd on his way to the press area
when he notices NANCY, the girl he met at the hotel bar, and
stops to talk to her."|stage direction
244|"She gives him a look. It's obvious she's never seen him
before."|stage direction
245|"She really doesn't know what to make of Phil but she decides to
play along."|stage direction
246|Phil walks off and joins Rita at their camera position.|stage direction
247|INT. DINER - LATER THAT MORNING|location
248|"Phil is sitting at his usual table, which is covered with an
incredible variety of rich foods-- eggs, bacon, sausage,
pancakes, pies, cakes, eclairs, ice cream, puddings, etc.
Rita sits across from him, watching in amazement as he stuffs
himself with pastry."|stage direction
249|"Phil scrapes a plate and takes a final bite of a chocolate
eclair."|stage direction
250|He takes a big bite of cake. Rita shakes her head.|stage direction
251|Rita shrugs. Phil lights up a cigarette.|stage direction
252|Larry enters the diner and spots them.|stage direction
253|EXT. GOBBLER'S KNOB - NEXT MORNING|location
254|"Phil comes through the crowd and finds Nancy in the same spot
she was in the day before."|stage direction
255|Nancy turns and looks at him quizzically.|stage direction
256|Nancy, right?|stage direction
257|I'm sorry, I--|stage direction
258|"Nancy Taylor? Lincoln High? I
sat next to you in Mrs. Walsh's
English class."|stage direction
259|T h at --|stage direction
260|Phil Connors.|stage direction
261|--is amazing!|stage direction
262|You don't remember me, do you?|stage direction
263|I don't-- sure, I think--|stage direction
264|We used to shoot spit balls--|stage direction
265|Yeah, oh, God--|stage direction
266|I even asked you to the prom.|stage direction
267|Phil Connors.|stage direction
268|Yeah.|stage direction
269|How ARE you?!|stage direction
270|"I ' m great. Wow, you look
terrific. Hey, listen, I gotta
d o this report--"|stage direction
271|You're a reporter?|stage direction
272|"Weatherman. Channel 9,
Pittsburgh."|stage direction
273|Right, I should've known--|stage direction
274|"Rita is calling from across the crowd. She looks at him with
disapproval ."|stage direction
275|INT. PHIL'S ROOM - NIGHT|location
276|Phil is making passionate love to a WOMAN in the dark.|stage direction
