|text|type
223|INT. HUDSON - DILLINGER|location
224|"races around the block. Comes up on the same side of the
street as the tavern behind the Federal cars.
THE THOMPSON
in his lap. He checks his 45.
HE SEES.. .HER"|stage direction
225|EXT. STATE STREET -- DILLINGER + THE HUDSON|location
226|INT. BANKER'S BUILDING - BILLIE - NIGHT|location
227|INT. OUTER OFFICE - REINECKE|location
228|"drinks from a water cooler. In the background are a dozen
agents with Tommy guns in every corner as if Public Enemy"|stage direction
229|INT. INTERROGATION ROOM - REINECKE|location
230|"On Addison. 1148...
REINECKE
When?
BILLIE
Now."|stage direction
231|INT. 1148 W. ADDISION, APARTMENT - WIDE ON DOOR - DAWN|location
232|INT. COOK COUNTY JAIL .- PURVIS|location
233|INT. CELL - PROBASCO|location
234|INT. WOMEN'S SECTION - DRUNK TANK - PURVIS|location
235|INT. B OF I OFFICE, INTERROGATION ROOM - REINECKE'S|location
236|EXT. OUTER OFFICE - PURVIS + WINSTEAD|location
237|INT. INTERROGATION ROOM - BILLIE|location
238|INT. JAMES PROBASCO'S HOUSE ( 2509 NORTH CRAWFORD) - PIQUETT -|location
239|INT. BARREL OF FUN NIGHTCLUB - MARTY ZARKOVICH - NIGHT|location
240|Zarkovich, the crooked cop, takes Anna's hand. The 40 year|stage direction
241|ZARKOVICH|stage direction
242|"He turns her chin so that her eyes look right into his.
ZARKOVICH (CONT'D)"|stage direction
243|ANNA. SAGE|stage direction
244|EXT. 707 WEST FULLERTON STREET - NIGHT|location
245|EXT. LAKEFRONT - PURVIS' CAR - NIGHT|location
246|INT. POOLHALL PAYPHONE - MARTY ZARKOVICH - NIGHT|location
247|EXT. BLUFF OVERLOOKING TRAIN STATION (STEVENS POINT,|location
248|"(that's $4.5 million each
adjusted for inflation)"|stage direction
249|"KARPIS
Nelson. .that he told me if he ever got
$20,000 together, he'd up and quit"|stage direction
250|INT. ANNA SAGE APARTMENT - ANNA SAGE - SUNDAY|location
251|"We SLIDE onto Dillinger with his wrists under the water. He
turns off the tap and starts out..."|stage direction
252|INT. PURVIS,' OFFICE - CLOCK: 3PM|location
253|"PHONE RINGS. ,Purvis snatches it up.
ANNA SAGE (O.S.)"|stage direction
254|INT. AUBURN - DILLINGER. + POLLY - DAY|location
255|INT. 11TH AND STATE STREET STATION, LOBBY - DILLINGER|location
256|"""Licenses Examination"" is on the 8th Floor. ""Detective"|stage direction
257|INT. SIXTH FLOOR, LOBBY - ON DILLINGER|location
258|brushes under his jacket his .45, checking..|stage direction
259|EXT. CHICAGO POLICE STATION - AUBURN - POLLY - DAY|location
260|"DILLINGER
You pass?
POLLY
I have to go back. They needed a blood
test."|stage direction
261|INT. PURVIS OFFICE - WIDE: BRIEFING - SUNDAY LATE AFTERNOON|location
262|"We SEE the East Chicago cops and the ex-Texas Rangers
Winstead, Campbell and Hurt. Twenty other agents are in the"|stage direction
263|INT. ANNA SAGE APARTMENT, BATHROOM - DILLINGER - EVENING|location
264|INT. BEDROOM - A LOCKED CASE|location
265|Opens. From it Dillinger pockets a Colt 380 automatic and|stage direction
266|EXT. MARBRO THEATER - SOPSIC - NIGHT|location
267|EXT. BIOGRAPH - AGENT BROWN|location
268|INT. CAR: VIS|location
269|INT. THEATER|location
270|EXT. BIOGRAPH - TICKETSELLER|location
271|The movie runs an hour and 34 minutes and|stage direction
272|INT. THEATER -- DILLINGER + POLLY|location
273|secretary. She is against her boss inviting gangster Blackie|stage direction
274|EXT. BIOGRAPH - 19 BUREAU AGENTS + 5 EAST CHICAGO COPS|location
275|WINSTEAD (CONT'D)|stage direction
276|EXT. REAR ALLEY - THREE BUREAU AGENTS|location
277|INT. MANAGk'S OFFICE - JANITOR|location
278|EXT. BIOGRAPH - CHARLIE SHAPIRO|location
279|INT. MANAGER'S OFFICE - CHARLIE SHAPIRO|location
280|DESK SERGEANT'S VOICE (O.S.)|stage direction
281|EXT. BIOGRAPH ALLEY - AGENT SURAN|location
282|INT. BIOGRAPH - SCREEN: MYRNA LOY|location
283|EXT. LINCOLN BOULEVARD - AGENT MCCARTHY + EAST CHICAGO COPS|location
284|INT. CAR - PURVIS|location
285|INT. BIOGRAPH - SCREEN: BLACKIE GALLAGHER (CLARK GABLE)|location
286|walks the long walk through the cell block...|stage direction
287|"enters the execution chamber.
CUT TO:"|stage direction
288|EXT. BIOGRAPH - PURVIS|location
289|EXT. DOORWAY - WINSTEAD + CLARENCE HURT|location
290|INT. CAR - REINECKE'S|location
291|EXT. BAKERY STEPS - ZARKOVICH|location
292|"ignores the Chicago detectives.
CUT TO:"|stage direction
293|INT. BIOGRZPH - ANNA SAGE|location
294|EXT. BIOGRAPH - PURVIS|location
295|EXT. ALLEY BEHIND BIOGRAPH - SPECIAL AGENTS|location
296|EXT. BIOGRAPH LOBBY - POLLY, THEN DILLINGER + ANNA|location
297|INT. CAR - REINECKE|location
298|shoves the Chicago Sergeant out of his way and races across|stage direction
299|EXT. SIDEWALK - REINECKE|location
300|approaches Dillinger from the rear. He's 15 steps behind|stage direction
301|towards Purvis.. .and bumps into a pedestrian named Ella|stage direction
302|INT. CANAL STREET DRY CLEANERS (NEW ORLEANS) - HOOVER -|location
303|EXT. CANAL STREET HOTEL - DOOR|location
304|EXT. STREET - HOOVER|location
305|"in his white suit and Tolson rush in from the dry cleaners
where they were stashed. The agents part. They suddenly stand"|stage direction
306|INT. CLYDE TOLSON'S OUTER OFFICE - MELVIN PURVIS - DAY|location
307|INT. HOOVER'S OFFICE - HOOVER - DAY|location
308|INT. MILAN WOMEN'S PRISON - GRANITE WALL - DAY|location
309|INT. CELL BLOCK - TRACKING A WOMAN'S FEET|location
310|INT. INTERVIEW CELL - DOOR OPENS|location
