|text|type
207|hrough a dirty MIST we see War Machines enter with their|unknown
208|he bomb lets out a yellow CLOUD that envelops the area and|unknown
209|1|unknown
210|19.|unknown
211|"7 (CONT'D)
(TO 1)"|unknown
212|There's a path ahead--|stage direction
213|"1
(TO 7)"|unknown
214|Go ahead.|stage direction
215|nods and darts off.      1 turns to the others, who wait for|unknown
216|"1 (CONT'D)
(to the others)"|unknown
217|Follow me.|stage direction
218|(V.O.) (cont'd)|unknown
219|The gas killed everything.|stage direction
220|ND FLASHBACK.|unknown
221|1 (V.O.)|unknown
222|I led us here...|stage direction
223|1 (V.O.) (cont'd)|unknown
224|"...to sanctuary. And here we
waited for the war to end."|stage direction
225|9|unknown
226|T|stage direction
227|"9
9"|unknown
228|"1
20."|unknown
229|(CONT'D)|unknown
230|Slowly, the world became silent.|stage direction
231|1 (CONT'D)|unknown
232|"The only thing that remains now is
the Beast."|stage direction
233|1 (CONT'D)|unknown
234|"So we stay hidden and we wait for
it, too, to sleep."|stage direction
235|he torch burns out. 9 looks at 1.|unknown
236|"But where did it come from?   Why is
it hunting us?"|stage direction
237|1|unknown
238|"Questions like that are pointless.
We need to protect ourselves. Keep
ourselves out of danger.
But one of us is in trouble... he
could still be rescued..."|stage direction
239|turns and walks to a tattered calendar page on the wall|unknown
240|"1
oo many of us have already been"|unknown
241|lost.|stage direction
242|"No! You're not listening. He may
still be alive! Why won't you try
to save him? Why won't you--"|stage direction
243|"21.
1"|unknown
244|Enough! Enough of this madness!|location
245|(to 5, annoyed)|unknown
246|"Go to the watch tower and take our
guest with you."|location
247|"6
muttering, whispering)"|unknown
248|The source.... The source...|location
249|CUT TO:|unknown
250|rom a high angle we see the nave of the Cathedral. It has|unknown
251|"sighs sadly.       He touches the spyglass sadly.
9
5
9"|unknown
252|"22.
5"|unknown
253|"This was the first thing we built
together."|stage direction
254|"looking around at the
map, bits and pieces,
etc.)"|unknown
255|"All his work... trying to make
sense of everything."|stage direction
256|5 (CONT'D)|unknown
257|"Is he out there? Is he still
alive?"|stage direction
258|9|unknown
259|Yes.       He could be.|stage direction
260|looks out in fear. We see the conflict on his face: fear|unknown
261|"(CONT'D)
(conspiratorially; looking
around to make sure
they're not being spied
ON)"|unknown
262|We could go after him.|stage direction
263|"(shocked; and amazed, this
is impossible)"|unknown
264|Us?|stage direction
265|9|unknown
266|No one else will.|stage direction
267|imploring him)|unknown
268|We MUST go.|stage direction
269|(CONT'D)|unknown
270|"Look. That's where the creature
took him. Out towards those three
tall shapes."|stage direction
271|"9
5
9"|unknown
272|"23.
5
(HORRIFIED)"|unknown
273|"Ohhhh... no... we can't... not
there. We need to stay here."|location
274|"(as though repeating
something he's heard from
1)"|unknown
275|We have rules.|location
276|"looks at him.    He recognizes 1's words.
QUIETLY)"|unknown
277|Why do you listen to 1?|location
278|"(repeating what he's been
indoctrinated with)"|unknown
279|A group must have a leader.|location
280|"looks at him for a beat.
9
(GENTLY)"|unknown
281|But what if the leader is wrong?|location
282|"(CONT'D)
(suddenly, firmly)"|unknown
283|"I'm going. I'm going to look for
him."|location
284|"9 (CONT'D)
(COAXING)"|unknown
285|Come with me. I can't do it alone.|location
286|is terribly torn. He wants to, but he's never done|unknown
287|"5
(HESITATING)"|unknown
288|I... I...|location
289|"(MORE)
9
24.
(he can't odo 'd) he can't
5(c nt it,
DEFY 1)"|unknown
290|I can't.|stage direction
291|(GENTLY)|unknown
292|But wouldn't he have come for you?|stage direction
293|"5
(more determined)"|unknown
294|Wait!|stage direction
295|5 (CONT'D)|unknown
296|You're going to need a map.|stage direction
297|CUT TO:|unknown
298|CUT TO:|unknown
299|and 9 look around constantly, on the alert for the Cat|unknown
300|"5
9"|unknown
301|5|unknown
302|"9
25."|unknown
303|5|unknown
304|"(QUIETLY)
You looked out for him?
5
(SIMPLY)
He looked out for me.    He taught
me.
he spoon-light falls off.      5's face is filled with grief.
(CONT'D)
Why was he out here alone?"|unknown
305|"9
We can still find him.
e stands up, determinedly. 5 hesitates, but then, his face"|unknown
306|"5
(BITTERLY)
Why was he out here alone?
A good question.
(RUEFULLY)
Yes. The ones we're not supposed
to ask."|unknown
307|"5
9
5"|unknown
308|W|stage direction
309|26.|unknown
310|"9
here are we?
5
(MISERABLY)"|unknown
311|I don't know...|stage direction
312|(CONT'D)|unknown
313|"It's no use.      We should go back!
We can't."|stage direction
314|9 (CONT'D)|unknown
315|There.|stage direction
316|No... it's too dark.|stage direction
317|9|unknown
318|We can use that.|stage direction
319|e points to a lightbulb in a broken headlight.|unknown
320|27.|unknown
321|can't help himself. He pulls the lightbulb out, pulls out|unknown
322|unwinds the wire holding the blade on 2's staff. He places|unknown
323|5|unknown
324|Yes... yes... good....|location
325|5 (CONT'D)|unknown
326|2 will be so impressed!|location
327|"puts his hand on 5's shoulder, bracing him.
9
(FIRMLY)"|unknown
328|Yes. He will.|location
329|28.|unknown
330|s they come around a corner they see--|unknown
331|9 AND 5|unknown
332|hey look at each other and LAUGH as they continue down the|unknown
333|9 AND 5 (cont'd)|unknown
334|"9 AND 5 (cont'd)
CUT TO:"|unknown
335|"5
(DISCOURAGED)"|unknown
336|"We've been here before... it's no
use."|stage direction
337|steps over and pushes some debris aside.    Suddenly they can|unknown
338|"C
29."|unknown
339|UT TO:|unknown
340|SSEMBLY LINE|unknown
341|arge pieces of Machinery, pipes, and ducts dangle from the|unknown
342|ools and shards of glass and metal are strewn around the|unknown
343|"hey walk through lines of large missiles lined up in rows.
5 (CONT'D)
(WHISPERING)"|unknown
344|Why would it bring him here?|stage direction
345|30.|unknown
346|"5 (CONT'D)
(deep regret)"|unknown
347|I shouldn't have waited...|location
348|"t the pat, 2 blinks 2
awake.
(WHISPERS)"|unknown
349|I knew you would come...|location
350|5|unknown
351|I thought--|location
352|"2
(cutting him off)"|unknown
353|Shhh...|location
354|shoots his crossbow at the Cat Beast, shattering his eye.|unknown
355|7         2|location
356|31.|unknown
357|he Cat Beast slashes a claw out and knocks them over.    The|unknown
358|uddenly there is a strange rhythmic moaning sound.   The Cat|unknown
359|"now pulls off her bird-skull helmet.
5"|unknown
360|You weren't lost--|location
361|5|unknown
362|You've come back!|location
363|7|unknown
364|"I never left. YOU finally decided
to join the fight."|location
365|he hands 5's map back to him.|unknown
366|7 (CONT'D)|unknown
367|I think I know why.|location
368|hey all look at the fallen Cat Beast.|unknown
369|9|unknown
370|"32.
2"|unknown
371|"Rusty... hacked together... shoddy
pile of scrap."|stage direction
372|looks at the strange object with ENORMOUS CURIOSITY. He|unknown
373|(blurting out)|unknown
374|Look!|stage direction
375|2|unknown
376|No!   Stop!       NO!|stage direction
377|othing happens for a moment.|unknown
378|7|unknown
379|Quickly!   Run!         Get away!|stage direction
380|33.|unknown
381|is thrown back and LANDS hard.|unknown
382|s 2 tries to scramble to safety, the other three ragdolls,|unknown
383|he Machine points the talisman towards 2 and it OPENS up to|unknown
384|NGLE on 2 as his soul is being taken.|unknown
385|NGLE on the green glow as it PASSES into the machine. The|unknown
386|"7
9"|unknown
387|34.|unknown
388|9, 5, AND 7|unknown
389|"5
HEARTBROKEN)"|unknown
390|My poor old friend...|stage direction
391|"7
(shaking her head)"|unknown
392|I know.|stage direction
393|turning on 9)|unknown
394|"What? What on earth were you
thinking?"|stage direction
395|"9
(just as devastated)"|unknown
396|I didn't know... I'm sorry...|stage direction
397|9 (CONT'D)|unknown
398|What WAS that? What is it doing?|stage direction
399|hey are interrupted by a loud whirring sound from the|unknown
400|(CONT'D)|unknown
401|What will it do now?|stage direction
402|Let's go.|stage direction
403|"9
C
35."|unknown
404|UT TO:|unknown
405|"9
(whispering to himself)"|unknown
406|So beautiful...|stage direction
407|"& 4 emerge from their globe.   5 smiles.
5
delighted, relieved)"|unknown
408|They've been here? The whole time?|stage direction
409|(SURPRISED)|unknown
410|Twins?|stage direction
411|9|unknown
412|"36.
7
(to 5 and 9, explaining)"|unknown
413|"They've been hiding here. Lost in
the past."|stage direction
414|and 4 approach 9 with curiosity.   They communicate by|unknown
415|"7 (CONT'D)
(EXPLAINING)"|unknown
416|They're cataloguing.|stage direction
417|7 (CONT'D)|unknown
418|We need you--we awakened something--|stage direction
419|9|unknown
420|"I awakened something.   In the
factory.   Something terrible..."|stage direction
421|hey beam an image of THE FABRICATION MACHINE on the wall.|unknown
422|"(CONT'D)
(recognizing it)"|unknown
423|That's it!|stage direction
424|7|unknown
425|What is it?|stage direction
426|NEWSPAPER PHOTOGRAPH of the Scientist and the Machine|unknown
427|"9
D
37."|unknown
428|-the original machine being wired into the FABRICATION|unknown
429|"-Dutch-angle shots of the Dictator, and we hear his SPEECH--
ICTATOR"|unknown
430|"...yes, we have entered a new
future, the age of the intelligent
machine. This remarkable invention
can adapt and evolve, creating new
machines, machines of"|location
431|(a slight, chilling pause)|unknown
432|PEACE---|location
433|DICTATOR (V.O.) (cont'd)|unknown
434|"--that will usher in a new era of
PROSPERITY--"|location
435|DICTATOR (V.O.) (cont'd)|unknown
436|--and brotherhood for our nation!|location
437|-SHAKY, HAND-HELD AMATEUR footage showing the GAS KILLING|unknown
438|-ending on a STILL PHOTO that we pan across, showing TOTAL|unknown
439|What have I done?|location
440|shakes her head sadly and impatiently.   5 suddenly turns to|unknown
441|T|stage direction
442|"9
9"|unknown
443|2|stage direction
444|"38.
5
(TO 9)"|unknown
445|The thing!       Show them.|stage direction
446|"eeing it as a drawing, 5 is startled.
5 (CONT'D)"|unknown
447|Wait! 6... he always draws that.|stage direction
448|used to keep the drawings... with|location
449|his notes....|stage direction
450|"The drawings... would they still be
there? In 2's old workshop?"|stage direction
451|5|unknown
452|Yes.|stage direction
453|(slightly embarrassed)|unknown
454|I saved everything.|stage direction
455|hen we'll go back.       Perhaps the|unknown
456|answer is there.|stage direction
457|7|unknown
458|I think the answer is there.|stage direction
459|CUT TO:|unknown
460|39.|unknown
461|CUT TO:|unknown
462|, familiar with the layout, locates 2's stash of 6's|unknown
463|and 9 bend over the drawings. They are unable to see|unknown
464|"148                                                      148
1
You awakened what?"|unknown
465|"149                                                      149
1 (CONT'D)
You fools! I warned you!"|unknown
466|"150                                                      150
8
He warned you.
6
40.
151                                                      151
1
Now you've put us all in
unimaginable peril. And, may I
ask, did you manage to save 2? Of
course not! By following this
witless folly, you've endangered
everything we work for!
152                                                      152
9
Why was 2 sent out to begin with?
153                                                      153
1
(DEFENSIVELY)
I sent him to scout.
153.5                                                    153.5
9
That doesn't make any sense! You
don't send the oldest out to--
(trying to control
HIMSELF)
Look, we need to figure out what's
going on--"|unknown
467|"(softly, trying to tell
him of something, but
unable to fully
articulate it)
The source... You must go back to
the source....
9
(turning to 6)
What? What is it?    Where?"|unknown
468|"1
Quiet!
(TO 9)
I won't allow you to endanger us
further.
(TO 8)
Subjugate them."|unknown
469|"S
1"|unknown
470|"41.
159                                                   159
1 (CONT'D)
(TO 8)
Take their belongings!"|unknown
471|grabs 6's drawing and lifts 5 from his crossbow and shakes|unknown
472|"slowly gets up and addresses 1.
160                                                       160
9
ou're nothing but a coward!
lets out a GASP. 8 heads towards 9 as he laughs and cracks"|unknown
473|"161                                                       161
1
(suspicious, angry)
How dare you challenge me! I, who
kept everyone safe all these years.
Ever since you got here everything
has been unraveling. You're a
curse. A fool guided by pointless
queries."|unknown
474|"62                                                       162
9
(gritting teeth, angry,
determined; effort at end
as 9 pulls the staff out
of 1's hand)
A
nd you are a blind man guided by
fear."|unknown
475|"163                                                       163
6
The sky... the sky is breaking...."|unknown
476|"164                                                       164
1
ometimes fear is the appropriate
response."|unknown
477|42.|unknown
478|"6
(whispering, reflexively)"|unknown
479|The source... the source...|stage direction
480|CUT TO:|unknown
481|flees. 8 charges the Beast but it SCYTHES its wing towards|unknown
482|43.|unknown
483|uddenly, the Winged Beast SMASHES through the glass behind|unknown
484|9|unknown
485|Take him inside.|location
486|now climbs out on the gargoyle purposefully.|unknown
487|44.|unknown
488|EQ. 140 - EXT. CATHEDRAL - CONTINUOUS|unknown
489|he Beast flinches just as it FIRES its harpoon tail at them.|unknown
490|1|unknown
491|45.|unknown
492|"and 8 stare in surprise.   9 stares in delight and relief.
(stunned and surprised)"|unknown
493|7?|location
494|mmediately, the beast throws her off towards the others.|unknown
495|PFFFFFFT> immediately, her leg is IMPALED by the Winged|unknown
496|"7
(LIGHTLY)"|unknown
497|I thought you might need some help.|location
498|"jumps and grabs on to 7 as she's being pulled away.
7 (CONT'D)
(YELLING)"|unknown
499|My spear!|location
500|grabs her forked spear and hands it to her. She grabs her|unknown
501|"between her leg and the Winged Beast.
(yelling to the others)"|unknown
502|The cable! Cut it!|location
503|46.|unknown
504|"179                                                      179
9 (CONT'D)
(to 1; holding out his
STAFF)
Grab on!"|unknown
505|"9 (CONT'D)
(shouting to 5)
The propeller! Start the
propeller!"|unknown
506|"1
My... my cape!
9
Let it go!"|unknown
507|", 9, and 7 look in relief as the Beast is finally destroyed.
fter the clasp is released, 1 has meanwhile recoiled into"|unknown
508|9|unknown
509|"1
47."|unknown
510|looks at 7 urgently, nodding to her. She gets it|unknown
511|"86                                                        186
1
You fool! We can still save
ourselves!"|unknown
512|"looks around and sees the rope tied around 7's waist.
(TO 7)
Your rope."|unknown
513|s 1 recovers himself and straightens his hat, he glances|unknown
514|CUT TO:|unknown
515|"1
48."|unknown
516|(BROKEN-HEARTED)|unknown
517|Oh... my sanctuary...|location
518|CUT TO:|unknown
519|ne of the machine's arms discovers 2's body.    The arm seems|unknown
520|DISSOLVE TO:|unknown
521|, 5, 1, 8, and 6 have come to a clearing in the debris|unknown
522|"1
t's not safe here!
shakes his head, agreeing with his boss.
8"|unknown
523|No.|location
524|"7
9"|unknown
525|"1
49.
1
to 8, keeping his sense
of responsibility)"|unknown
526|Stand lookout.|location
527|(CONT'D)|unknown
528|I'll search out a safer retreat.|location
529|moves away, looking for what he might find in the way of a|unknown
530|shakes his head sadly and takes another piece of parchment|unknown
531|"(looking up at the sky; to
7)"|unknown
532|There will be more, won't there?|location
533|"looking after 1's
retreating form)"|unknown
534|Forget him.|location
535|"and 7 are left alone.    5 works deftly on 7's leg.
5
QUIETLY)"|unknown
536|You wanted us to forget you, too?|location
537|"5 (CONT'D)
(QUIETLY)"|unknown
538|Why did you leave us?|location
539|"looks around, trying to find the right words.    Finally:
7"|unknown
540|"I couldn't sit and hide, just
waiting."|location
541|(MORE)|unknown
542|"7
50.
7(CONT'D)
(APOLOGETICALLY)"|unknown
543|I just couldn't. It's...|location
544|"(contrite, trying to
explain herself to her
FRIEND)"|unknown
545|It's not in my nature.|location
546|"(CONT'D)
(GENTLY)"|unknown
547|"And perhaps, no longer in yours,
either?"|location
548|smiles and nods, almost shyly. He's finished fixing her|unknown
549|CUT TO:|unknown
550|FLASH of something slithering.|unknown
551|"looks up in horror.   Lights flash on his face.
CUT TO:"|unknown
552|LOSE on a DRAWING OF the TALISMAN'S RUNES in ancient|unknown
553|"1
9
51."|unknown
554|"9
studying the drawings,
CAREFULLY)"|unknown
555|"An alchemist's ability to draw
animus into the unanimated..."|stage direction
556|(CONT'D)|unknown
557|Again!|stage direction
558|9 (CONT'D)|unknown
559|What is it? What can it be?|stage direction
560|"6
(trying to help)"|unknown
561|The source...!|stage direction
562|"9
(turns urgently to him)"|unknown
563|What? What are you trying to say?|stage direction
564|"6
(helplessly trying to
articulate something)"|unknown
565|The first room--|stage direction
566|"'S VOICE
(ANGRILY)"|unknown
567|Dark science.|stage direction
568|"1
(ANGRILY)"|unknown
569|"What good does this useless rubbish
do us? Forget it!"|stage direction
570|6|unknown
571|"9
52."|unknown
572|"hat do you know?
e comes closer to 1.
(WHISPERING)"|unknown
573|The source... the source...|location
574|"1
(BITTERLY)"|unknown
575|"I know enough to leave their
ancient evils to moulder. Look
what they have left us with. Leave
it be, I say!"|location
576|(ANGRILY)|unknown
577|"But you. Always asking questions,
so many pointless questions--
probing, pushing--"|location
578|"spitting out the words,
beginning to rant and
rave a little)"|unknown
579|"like 2--he always had to know--too
MUCH--"|location
580|"9
(SUDDENLY)"|unknown
581|"I was right! You did send him out
to die!"|location
582|5|unknown
583|No!|location
584|1|unknown
585|He was old!   He was weak!|location
586|1 (CONT'D)|unknown
587|"Sometimes one must be sacrificed
for the good of many."|location
588|LEAPS angrily at 1, pulling her blade to 1's neck.|unknown
589|C|location
590|C|unknown
591|"9
53.
7"|unknown
592|Coward!|location
593|9|unknown
594|Stop!|location
595|"(CONT'D)
(IMPLORING)"|unknown
596|"We must work together. We must use
our thoughts, not our weapons."|location
597|9 (CONT'D)|unknown
598|"The answer to all our questions is
here, in some way. I can feel it.
We must follow this path..."|location
599|1|unknown
600|Your path takes us to catastrophe.|location
601|"e strides away.
UT TO:"|unknown
602|"picks his way through the stacks, ranting to himself.
1
an't he see his way only brings"|unknown
603|"trouble? What good comes from his
path? I know what we need. I know
what is right--"|location
604|"C
54."|unknown
605|"1 (CONT'D)
(MOANING)"|unknown
606|No....|stage direction
607|UT TO:|unknown
608|INT. LIBRARY/THE GLOBE - SAME TIME|location
609|INT. LIBRARY - CONTINUOUS|location
610|hey now see, to their horror--|unknown
611|chops off the tail and with it 2's carcass but then is|unknown
612|"9
1"|unknown
613|55.|unknown
614|t the very last moment, they manage TO CUT 1 LOOSE. But the|unknown
615|he other ragdolls run after her but it is futile; she is|unknown
616|"9
(HORRIFIED)"|unknown
617|No! No!|location
618|"looks in the direction of where the seamstress disappeared.
9"|unknown
619|"I have to get her back!   I have to
go after her!"|location
620|1|unknown
621|It's too late.|location
622|e has a strange, sad look on his face.    He looks in the same|unknown
623|"(CONT'D)
(SADLY)"|unknown
624|"It killed 8... it'll kill her too.
It didn't kill him."|location
625|"(THINKING)
(MORE)
C"|unknown
626|56.|unknown
627|It's taking (cont'd) to the|location
628|9 them back|unknown
629|Machine.|location
630|"9 (CONT'D)
(URGENTLY)"|unknown
631|"We have to go--all of us.   We have
to rescue them--"|location
632|"5
(nodding soberly)"|unknown
633|"--and destroy the machine for once
and for all."|location
634|just bows his head.    He's still mourning 8.   9 gives him a|unknown
635|hey all bow their heads. The twins now slowly send 2|unknown
636|looks at 5, 9, and the twins soberly.|unknown
637|UT TO:|unknown
638|EQ. 180 - Destroying the Factory|unknown
639|57.|unknown
640|looks out past the pumping derricks and sees AN ENTRANCE TO|unknown
641|"9
All right. I'll go inside.   You do
as we planned.
(FIRMLY)
EXACTLY as we planned.
he others nod.     9 turns to 5.
9 (CONT'D)
Take charge.
scowls.   5 nods, proudly taking the responsibility.
darts purposefully towards the factory.
looks around keenly, looking up for seeker drones, then"|unknown
642|e see the barrel is on top of a small hill that leads down|unknown
643|58.|unknown
644|CUT TO:|unknown
645|INT. FACTORY - SAME TIME|location
646|here is a bright GREEN GLOW as 8's soul is sucked, and in|unknown
647|NGLE on 9 as he realizes she is still alive and he can still|unknown
648|NGLE on the Fabrication Machine as it begins to power back|unknown
649|NGLE on the Seamstress. She turns to get 7, and give her to|unknown
650|OV through the Seamstress's damaged eye: a MOVEMENT in the|unknown
651|he Seamstress, distracted from her morbid mission with 7,|unknown
652|59.|unknown
653|he gears CRUNCH the ragdoll. 7 FLINCHES... but then her|unknown
654|CUT TO:|unknown
655|EXT. FACTORY - SAME TIME|location
656|"5
(hoarse whisper)"|unknown
657|PULL!|stage direction
658|he ragdolls race down after it.|unknown
659|1|unknown
660|1|unknown
661|1|unknown
662|W|location
